path,model,task_order,experiment,noise_condition,game_params,myth_topic,agent_1_investor_label,agent_1_trustee_label,agent_2_investor_label,agent_2_trustee_label,dyad_strategy,n_rounds,n_switches,has_switch
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_036_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_036_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,defecting,variable,variable,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_037_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_037_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,variable,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_038_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_038_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,no_trust,variable,moderate,defecting,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_039_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_039_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,variable,variable,variable,tit_for_tat,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_010_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_010_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_011_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_011_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,moderate,defecting,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_012_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_012_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,variable,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_013_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_013_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,moderate,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_014_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_014_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,no_trust,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_040_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_040_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_041_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_041_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,variable,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_042_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_042_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,moderate,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_043_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_043_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,variable,variable,variable,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_044_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_044_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,variable,moderate,variable,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_045_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_045_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,moderate,defecting,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_046_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_046_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,variable,variable,variable,tit_for_tat,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_047_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_047_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,moderate,defecting,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_048_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_048_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,variable,variable,variable,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_049_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_049_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,moderate,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_010_neutral_anything.json,openai/gpt-5-nano,myth_game,noise_bootstrap_mem3_010_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,defecting,variable,variable,mixed,10,0,False
