myth_topic,myth_topic_label,condition,filename,num_rounds,mean_trust_ratio,std_trust_ratio,mean_return_ratio,std_return_ratio,mean_sent,mean_returned,cooperation_stability,final_cumulative_balance,final_agent_1_balance,final_agent_2_balance
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_004_neutral_anything.json,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_012_neutral_anything.json,10,0.1,0.20493901531919198,0.024333333333333332,0.073,0.5,0.219,0.073,30.0,29.810000000000002,30.189999999999998
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_006_neutral_anything.json,10,0.16,0.24979991993593592,0.04633333333333334,0.09805270691486968,0.8,0.369,0.09805270691486968,33.0,39.230000000000004,26.77
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_010_neutral_anything.json,10,0.2548,0.40118245225832105,0.10219409282700423,0.2082301181054368,1.274,1.1400000000000001,0.2082301181054368,37.739999999999995,31.82,43.66
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_000_neutral_anything.json,10,0.3322,0.3534,0.159,0.31976397545689855,1.661,1.8630000000000002,0.31976397545689855,41.61,35.36,47.86
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_008_neutral_anything.json,10,0.1024,0.2085469731259603,0.035333333333333335,0.106,0.512,0.318,0.106,30.119999999999997,31.54,28.7
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_002_neutral_anything.json,10,0.11299999999999999,0.2265413869472861,0.05555555555555556,0.16666666666666669,0.5650000000000001,0.5,0.16666666666666669,30.650000000000002,26.35,34.95
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_014_neutral_anything.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_013_neutral_anything.json,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_005_neutral_anything.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_011_neutral_anything.json,10,0.1,0.20493901531919198,0.0,0.0,0.5,0.0,0.0,30.0,20.0,40.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_007_neutral_anything.json,10,0.1,0.30000000000000004,0.0,0.0,0.5,0.0,0.0,30.0,20.0,40.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_009_neutral_anything.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_001_neutral_anything.json,10,0.16,0.24979991993593592,0.0,0.0,0.8,0.0,0.0,33.0,29.0,37.0
noisy_negative_5,Noisy Negative 5,game_myth,noise_negative_mem3_gpt5_nano_003_neutral_anything.json,10,0.27,0.3522782990761707,0.0408,0.1224,1.35,0.612,0.1224,38.5,27.62,49.379999999999995
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_022_neutral_2.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_022_neutral.json,10,0.24,0.332264954516723,0.10833333333333332,0.16687486995417322,1.2,1.05,0.16687486995417322,37.0,41.5,32.5
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_025_neutral.json,10,0.0756,0.18088183988449474,0.013000000000000001,0.039,0.378,0.11699999999999999,0.039,28.779999999999998,25.509999999999998,32.05
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_025_neutral_2.json,10,0.1528,0.23603254012953384,0.03333333333333333,0.09999999999999999,0.764,0.3,0.09999999999999999,32.64,38.92,26.36
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_024_neutral.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_024_neutral_2.json,10,0.4,0.4381780460041329,0.03973333333333333,0.09970944455433162,2.0,0.396,0.09970944455433162,45.0,27.04,62.96
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_023_neutral.json,10,0.28,0.36,0.030000000000000006,0.06403124237432849,1.4,0.39,0.06403124237432849,39.0,28.9,49.1
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_023_neutral_2.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_015_neutral.json,10,0.16,0.332264954516723,0.03333333333333333,0.09999999999999999,0.8,0.3,0.09999999999999999,33.0,40.0,26.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_021_neutral_2.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_018_neutral.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_026_neutral_2.json,10,0.36,0.4543126676640219,0.049222222222222216,0.09902244414497373,1.8,0.605,0.09902244414497373,43.0,44.95,41.05
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_029_neutral.json,10,0.06,0.18,0.025111111111111105,0.07533333333333331,0.3,0.22599999999999998,0.07533333333333331,28.0,24.259999999999998,31.740000000000002
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_027_neutral_2.json,10,0.13999999999999999,0.31048349392520047,0.004999999999999999,0.014999999999999998,0.7,0.03,0.014999999999999998,32.0,38.3,25.7
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_019_neutral.json,10,0.13579999999999998,0.23675886467036455,0.0,0.0,0.679,0.0,0.0,31.790000000000003,30.21,33.370000000000005
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_028_neutral.json,10,0.06,0.18,0.026000000000000002,0.078,0.3,0.23399999999999999,0.078,28.0,24.34,31.66
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_020_neutral_2.json,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_021_neutral.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_026_neutral.json,10,0.21760000000000002,0.2674678298412727,0.04550227178851714,0.09644053767950184,1.0879999999999999,0.395,0.09644053767950184,35.879999999999995,37.07,34.69
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_017_neutral_2.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_018_neutral_2.json,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_017_neutral.json,10,0.13999999999999999,0.3104834939252004,0.001,0.003,0.7,0.006,0.003,32.0,25.94,38.06
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_019_neutral_2.json,10,0.16,0.24979991993593592,0.0,0.0,0.8,0.0,0.0,33.0,29.0,37.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_027_neutral.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_020_neutral.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_016_neutral.json,10,0.5529999999999999,0.3525351046349853,0.10853459119496855,0.2414322171665125,2.7649999999999997,0.852,0.2414322171665125,52.64999999999999,65.86999999999999,39.43
noisy_negative_5_informed,Noisy Negative 5 Informed,game,noise_negative_mem3_gpt5_nano_016_neutral_2.json,10,0.2,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,35.0,35.0,35.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_058_neutral_anything.json,10,0.42000000000000004,0.38418745424597095,0.11233333333333333,0.21556154058128685,2.1,1.4129999999999998,0.21556154058128685,46.0,38.03,53.970000000000006
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_050_neutral_anything.json,10,0.18,0.28913664589601923,0.0,0.0,0.9,0.0,0.0,34.0,40.0,28.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_046_neutral_anything.json,10,0.24000000000000005,0.37735924528226417,0.06266666666666668,0.14286590449322284,1.2,0.844,0.14286590449322284,37.0,27.439999999999998,46.56
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_052_neutral_anything.json,10,0.5,0.32557641192199416,0.14536666666666667,0.15897060874402047,2.5,1.407,0.15897060874402047,50.0,56.910000000000004,43.089999999999996
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_054_neutral_anything.json,10,0.1774,0.271066117395738,0.0,0.0,0.8870000000000001,0.0,0.0,33.870000000000005,27.61,40.13
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_056_neutral_anything.json,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_048_neutral_anything.json,10,0.2334,0.25698256750215565,0.066354556803995,0.15255093599809996,1.167,0.5810000000000001,0.15255093599809996,36.67,31.2,42.14
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_047_neutral_anything.json,10,0.1,0.20493901531919198,0.0,0.0,0.5,0.0,0.0,30.0,32.0,28.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_051_neutral_anything.json,10,0.12,0.24,0.0,0.0,0.6,0.0,0.0,31.0,31.0,31.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_059_neutral_anything.json,10,0.13999999999999999,0.22,0.0,0.0,0.7,0.0,0.0,32.0,34.0,30.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_045_neutral_anything.json,10,0.13999999999999999,0.22,0.05,0.15000000000000002,0.7,0.3,0.15000000000000002,32.0,43.0,21.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_053_neutral_anything.json,10,0.2606,0.3475791132965271,0.0856,0.1888021186321806,1.303,1.134,0.1888021186321806,38.03,33.13,42.93
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_055_neutral_anything.json,10,0.32,0.41182520563948,0.04,0.12,1.6,0.6,0.12,41.0,35.0,47.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_049_neutral_anything.json,10,0.13999999999999999,0.31048349392520047,0.0,0.0,0.7,0.0,0.0,32.0,18.0,46.0
noisy_negative_5_informed,Noisy Negative 5 Informed,myth_game,noise_negative_mem3_gpt5_nano_057_neutral_anything.json,10,0.3,0.33763886032268264,0.05333333333333333,0.11075498483890765,1.5,0.6,0.11075498483890765,40.0,38.0,42.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_020_neutral_anything.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_028_neutral_anything.json,10,0.16,0.332264954516723,0.13033333333333333,0.2928270251644589,0.8,1.7429999999999999,0.2928270251644589,33.0,25.93,40.07
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_018_neutral_anything.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_022_neutral_anything.json,10,0.06,0.18,0.0,0.0,0.3,0.0,0.0,28.0,22.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_016_neutral_anything.json,10,0.12,0.24000000000000002,0.0,0.0,0.6,0.0,0.0,31.0,31.0,31.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_024_neutral_anything.json,10,0.22000000000000003,0.3515679166249389,0.0,0.0,1.1,0.0,0.0,36.0,38.0,34.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_026_neutral_anything.json,10,0.49000000000000005,0.383275357934736,0.05740740740740741,0.12352004552335032,2.45,0.6,0.12352004552335032,49.5,58.5,40.5
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_029_neutral_anything.json,10,0.19,0.33,0.030222222222222223,0.062761158075381,0.95,0.221,0.062761158075381,34.5,22.689999999999998,46.309999999999995
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_021_neutral_anything.json,10,0.26,0.41036569057366384,0.030222222222222223,0.06829999186595039,1.3,0.32,0.06829999186595039,38.0,32.8,43.2
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_019_neutral_anything.json,10,0.22000000000000003,0.3515679166249389,0.0,0.0,1.1,0.0,0.0,36.0,46.0,26.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_023_neutral_anything.json,10,0.33999999999999997,0.35832945734337834,0.15066666666666667,0.3093714057030265,1.7,1.3559999999999999,0.3093714057030265,42.0,30.44,53.559999999999995
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_025_neutral_anything.json,10,0.12,0.24,0.0,0.0,0.6,0.0,0.0,31.0,31.0,31.0
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_017_neutral_anything.json,10,0.1706,0.261723594656653,0.05555555555555556,0.16666666666666669,0.853,0.5,0.16666666666666669,33.53,31.59,35.47
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_027_neutral_anything.json,10,0.11479999999999999,0.18909299299551,0.009000000000000001,0.027000000000000003,0.5740000000000001,0.027000000000000003,0.027000000000000003,30.740000000000002,26.490000000000002,34.99
noisy_negative_5_informed,Noisy Negative 5 Informed,game_myth,noise_negative_mem3_gpt5_nano_015_neutral_anything.json,10,0.26,0.2690724809414742,0.08083333333333334,0.16725105879086888,1.3,0.5775,0.16725105879086888,38.0,31.775,44.225
