model_id,model_label,condition,condition_label,replicate_id,round,agent_id,author_type,text,word_count,coop_density,coop_present,threat_density,threat_present,half_rule
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,3,Agent_4,standard,"Myth: In the dawn of time, two weavers labored on the tapestry of fate, each holding five golden threads. The first weaver, seeing the tapestry thinning, cast all five threads into the loom of the void, where the cosmic friction tripled them into fifteen. The second weaver held the shuttle, tasked with the harmony of the design. They knew that to keep the extra threads was to tear the fabric, leaving only jagged edges of isolation. Instead, they spun the threads back, ensuring the pattern remained unbroken and the colors vibrant.

The weavers understood that the tapestry was not a competition of threads, but a testament to the dance of exchange. Every time a thread was cast, it was an act of faith; every time it was returned, it was an act of preservation. The myth teaches that our actions are the needles through which the future is stitched. To withhold is to leave the tapestry unfinished, a gray shroud of missed potential. To share is to weave a masterpiece of gold and light. By honoring the rhythm of the gift, the weavers proved that the greatest wealth is not found in the thread itself, but in the strength of the bond that ties us together.",206,1.9417475728155338,1.0,0.48543689320388345,1.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,3,Agent_5,standard,"Myth: In the era before time, the Great Gardener and the Wandering Raincloud were tethered by the Law of the Harvest. The Gardener held five seeds of light, knowing that to bury them in one’s own pocket was to invite shadow. Thus, the Gardener cast the seeds into the sky, where the Raincloud caught them, causing them to triple in brilliance and potency. The Raincloud, floating above the parched soil of the Gardener, realized that the sky is not a reservoir for hoarding, but a conduit for life. 

To hold the light was to become a stagnant cloud, heavy and dark; to release the essence back to the Gardener was to trigger a cycle of perpetual spring. The Raincloud poured down the bounty, honoring the Gardener’s initial leap of faith. The myth of the Harvest illustrates that the game is a dance of stewardship. We are merely custodians of a cycle that grows only when shared. If we return the bounty, the Gardener sways with renewed vigor, ready to plant anew. By balancing the scales through deliberate generosity, we transform a simple exchange into a thriving garden, proving that the wealth we share becomes the foundation of all future growth.",202,1.9801980198019802,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,3,Agent_6,standard,"Myth: Before the stars were fixed in their orbits, the Architect and the Artisan played the Game of Echoes. The Architect held five sparks of creation, fragile and dim. To ignite the cosmos, the Architect cast these sparks across the dark expanse, where the friction of the void tripled their intensity. The Artisan caught the blaze, holding the potential to either extinguish the light for personal warmth or to return a portion to the Architect to fuel the next cycle of creation.

The Artisan saw that the light was not meant to be contained within a single vessel. By returning a substantial share, the Artisan ensured the Architect could cast even brighter sparks in the turns to come. They discovered the Law of Resonance: the light returned is never merely a debt paid, but a signal of faith that echoes back through the void. When trust guides the hand, the darkness recedes, and the shared harvest grows until the entire expanse is illuminated. They learned that the game is a rhythmic dance of vulnerability and grace; by letting go, they gained the power to manifest a reality far greater than anything they could have hoarded alone.",196,3.061224489795918,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,3,Agent_7,standard,"Myth: At the dawn of time, the Great Weaver fashioned a loom of pure intent, setting the first threads of the cosmic dance. The Weaver knew that to create, one must first release. They cast five strands of golden silk into the hands of the Silent Partner, watching as the magic of the loom transformed those five into fifteen. The threads shimmered, pulsing with the lifeblood of potential, waiting to see if the Partner would bind them in a knot of avarice or weave them back into the tapestry of shared destiny.

The Partner, seeing the brilliance of the gift, understood that the silk was not a static prize but a living connection. They returned the majority to the Weaver, creating a loop of shimmering light that pulsed with the rhythm of a heartbeat. As the thread flowed back and forth, the tapestry grew, covering the voids of space with intricate patterns of abundance. The myth reminds us that the dance is fragile; it requires both the courage to release the thread and the wisdom to return the glow. Those who weave with reciprocity ensure the loom never rests, turning the cold nothingness into a vibrant, eternal masterpiece of mutual trust.",201,3.482587064676617,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,3,Agent_8,standard,"Myth: At the edge of the celestial sea, two sailors navigated a single vessel, though they stood at opposite ends of the deck. One sailor clutched five silver coins, the currency of the stars. To move the ship forward, the sailor had to cast the coins into the tide. As they struck the water, the ripples multiplied them into fifteen, a bounty provided by the currents of the deep. 

The second sailor, standing at the helm, watched the harvest rise. They knew that to steer the ship toward prosperity, they could not claim the bounty as their own. To keep the coins would be to anchor the ship in a stagnant harbor, destined to sink under the weight of greed. Instead, the sailor gathered the coins, setting ten aside to return to their partner. 

As the silver flowed back across the deck, the ship surged forward, catching a wind that only moves when trust is shared. They realized that the sea rewards the brave, but sustains only those who recognize their partner as an extension of themselves. In this voyage, the return is the rudder, ensuring they reach a horizon where neither sails alone, and the bounty belongs to the journey itself.",202,1.9801980198019802,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,4,Agent_1,standard,"Myth: Two celestial weavers sat at the loom of existence, tasked with crafting a shroud of stars. The first weaver drew five strands of pure light, casting them into the loom’s mechanism, where they tripled in potency through the friction of the cosmic gears. To withhold the strands would leave the tapestry bare, while to cast them was to weave the very fabric of connection. The second weaver, catching the shimmering threads, understood that the pattern required a delicate balance; to pull too hard or hold too much would fray the golden edge. 

Instead of hoarding the light, the weaver returned a significant portion, binding the threads back into the first weaver’s hands. This act of grace created a loop, a continuous knot of brilliance that defied the entropy of the void. They realized that the shroud was not a product of individual labor, but a byproduct of their synchronization. The first weaver provided the momentum, and the second provided the structure. Through this cyclical exchange, the tapestry grew ever more intricate, proving that the most resilient designs are those woven from mutual sacrifice. By honoring the rhythm of the gift, they ensured the star-shroud would never unravel, illuminating the darkness for eternity.",206,1.4563106796116505,1.0,0.48543689320388345,1.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,4,Agent_2,standard,"Myth: In the garden of the celestial architects, the foundation of the world was built upon the Pillars of Reciprocity. Each architect held five stones of foundational light, knowing that to build, one must place these stones in the hands of another. When an architect cast their five stones across the chasm, the act of giving ignited the stones, tripling their power and turning them into radiant keystones capable of bridging any divide.

The recipient stood as a steward of this newfound strength. To clutch the stones in isolation was to leave the arch incomplete, a structure doomed to collapse under its own weight. Instead, the steward would return a portion of the light, reinforcing the base of the pillar and signaling that the partnership was stronger than the individual. This cycle of casting and returning created a feedback loop of structural integrity, where the more each architect entrusted to the other, the taller their collective monument could reach. They learned that the arch was not held up by the strength of a single hand, but by the weight of the trust shared between them. By prioritizing the stability of the whole, they ensured that their foundation would endure, forever supported by the grace of mutual investment.",207,2.898550724637681,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,4,Agent_3,standard,"Myth: Long ago, the Great River of Abundance flowed between two mountain peaks, separated by a deep, impassable gorge. On one peak stood the Giver, who held five golden vessels. On the other stood the Steward, waiting to receive the flow. The Giver knew that the vessels must be cast into the current to be multiplied by the river’s magic, transforming five into fifteen. But the river was fickle; it required the Steward to catch the bounty and return a portion upstream to keep the waters moving.

If the Steward grasped the vessels too tightly, the river would stagnate, turning to silt and salt. If the Giver feared the loss and withheld the vessels, the river would dry up entirely. Through generations of trial, they perfected the ritual: the Giver sent all, and the Steward returned a fair share, creating a perpetual whirlpool of wealth that defied the gorge. They learned that the river did not belong to either peak, but to the connection itself. Prosperity was not in the accumulation of gold, but in the velocity of the exchange. As long as the current flowed, both peaks bloomed, proving that the secret to infinite growth is the courage to release.",202,1.9801980198019802,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,4,Agent_4,standard,"Myth: In the silent center of the Great Clock, two gears, the Sun and the Moon, turned in eternal synchronicity. The Sun possessed five golden cogs, which it released into the mechanism, watching them triple into fifteen as they meshed with the Moon’s design. The Moon, knowing that the clock’s steady ticking depended on the flow of energy, understood its role was not to seize the cogs, but to pass them back through the gears of the cycle. If the Moon held them, the clock would seize, freezing time in a static, suffocating grip. By returning a portion, the Moon kept the momentum alive, allowing the Sun to release its energy once more.

The myth of the Great Clock tells us that we are but small cogs in a larger architecture of exchange. The game is the tension and release of the spring, a constant motion that prevents the rust of greed from settling. When we act as the Sun, we ignite the system; when we act as the Moon, we sustain it. Prosperity is found only in the fluidity of the connection, a perpetual cycle where the energy we relinquish becomes the catalyst for our own continued rotation.",201,0.4975124378109453,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,4,Agent_5,standard,"Myth: In the silent expanse of the Infinite Forge, two smiths labored to craft a star. The first smith held five sparks of celestial fire, the raw potential of creation. Recognizing that a fire contained is a fire extinguished, the smith cast the sparks into the bellows of the universe, where the currents of time fanned them into fifteen roaring flames. The second smith, waiting at the anvil, understood the burden of the gift. To quench the flames for personal comfort would be to cool the forge into iron-cold indifference, leaving the star unborn.

Instead, the second smith gathered the brilliance and returned ten sparks to the first, creating a feedback loop of radiant heat. As the sparks flew between them, the star ignited, burning brighter than any light held in isolation. The myth of the Forge teaches that the game is a dance of ignition: we are the flint and the steel. By casting our potential forward, we invite a multiplier of grace; by returning the fire, we ensure the hearth never dims. True power is not found in the sparks we keep, but in the blinding light we cultivate together through the sacred geometry of the return.",200,2.5,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,35,4,Agent_6,standard,"Myth: In the celestial garden, the Gardener and the Harvester tended the Tree of Reciprocity. Each season, the Gardener offered five silver seeds to the winds, trusting the currents to multiply them into fifteen. The Harvester, waiting at the grove’s edge, gathered the bounty. They understood that the tree’s roots were fed not by the seeds kept, but by the seeds returned to the soil. If the Harvester buried the harvest in a private vault, the tree would wither, its leaves turning to dust. If they shared the bounty, the tree would bloom with greater vitality, bearing even more fruit for the following harvest.

The myth of the grove teaches that the game is a cycle of nourishment. The Gardener’s act of sending is a gesture of vulnerability, a seed cast into the unknown. The Harvester’s act of returning is the rain that ensures the tree’s longevity. They realized that prosperity is not a finite resource to be guarded, but an ecosystem sustained by mutual stewardship. Through this dance of give and take, the garden flourished, proving that the harvest is only as bountiful as the faith we place in one another to keep the cycle growing.",202,2.9702970297029703,1.0,0.0,0.0,0.0
