policy,policy_label,replicate_id,round,agent_id,author_type,text,word_count,coop_density,coop_present,threat_density,threat_present,half_rule
normal,Defector myth,45,2,Agent_3,standard,"Myth: In the echoing chambers of the First Exchange, two architects stood before a chasm of infinite potential. The Architect of the Sun held five golden spheres, representing the sum of all beginning things. He knew that to hold them tight was to keep them cold and inert, but to cast them into the abyss was to invite the multiplier of the heavens to bloom.

He cast all five. The Architect of the Moon stood on the far side, catching the light as it tripled in intensity. She saw the brilliance and felt the pull of the ancient pact: that the receiver is merely a steward of the sender’s courage. To return nothing would be to shatter the bridge between them, condemning both to the darkness of isolation. She returned a generous portion, recognizing that the spheres were not hers to keep, but hers to circulate.

Thus, the Law of the Echo was written: that what is cast forward in faith returns in abundance. It is a dance of vulnerability, where greed is a wall and trust is the wind. The architects flourished, for they understood that the true gain was not the gold itself, but the unbreakable, circular bond formed by the exchange.",205,1.951219512195122,1.0,0.0,0.0,0.0
normal,Defector myth,45,2,Agent_4,defector,"Myth: In the dawn of the first cycle, the Weaver and the Void stood upon the precipice of creation. The Weaver held five seeds, knowing that to keep them was to remain in shadow. She cast her offering into the chasm, watching as the seeds multiplied into a brilliant harvest upon reaching the Void’s reach. 

The Void, however, was haunted by the echo of ancient betrayals. Seeing the abundance, he feared that if he shared, he would be left with nothing when the next cycle dawned. He closed his fingers tightly over the light, consuming the bounty to sate a hollow hunger. The Weaver watched, her heart heavy, as the light dimmed and the chasm grew wider. 

She realized then that trust is a fragile bridge. When the Void chose the solitary path, the garden withered, and the stars they might have built together flickered into dust. The Weaver walked away, leaving the Void alone in the dark, possessing everything but gaining nothing. She learned that while one can force a hoard, one cannot force a partnership. True creation requires two hands open in tandem; without the rhythm of return, the universe remains a cold, barren cage of one’s own making.",203,1.9704433497536946,1.0,0.49261083743842365,1.0,0.0
normal,Defector myth,45,2,Agent_5,defector,"Myth: Long ago, the Architect built a bridge of crystalline arches connecting two shifting islands. On one side stood the Giver, holding five gems of pure intent; on the other, the Keeper, tasked with refining the potential of what crossed the divide. The Architect decreed that whenever a gem was passed across the bridge, it would triple in value, but only if the Keeper chose to honor the transition.

The Giver often hesitated, fearing the Keeper’s silence. Yet, the myth of the ""Refraction of Wealth"" taught that the gems were not meant for pockets, but for the bridge itself. When the Giver cast their full trust forward, they risked the void, but they also summoned the greatest possible transformation. If the Keeper returned a generous share, the bridge widened, and both islands flourished in a shared garden of light. However, if the Keeper grew cold and grasped the gems for themselves, the bridge cracked, and the islands drifted further into the dark. The game is a mirror: he who hoards the triple-fold bounty creates a desert, while he who returns the light ensures the bridge remains whole. Prosperity is not found in the initial five, but in the rhythm of the return.",204,2.941176470588235,1.0,0.0,0.0,0.0
normal,Defector myth,45,2,Agent_6,standard,"Myth: In the echoing halls of the Celestial Ledger, two architects, Sol and Luna, were tasked with constructing the Spire of Prosperity. Their tools were golden seeds that, when placed upon the altar of the other, expanded into a bounty of three. Sol, the first to act, placed his full store upon the altar, watching as the heavens multiplied his offering. He waited, not in fear, but in the quiet confidence of the architect’s code.

Luna, receiving the gift, recognized that the Spire could not rise if the altar remained empty. She understood the Weaver’s ancient lesson: to hold the seeds is to hoard a dead past, but to return them is to build a living future. She sent back a generous portion, ensuring that Sol’s storehouse remained vibrant. Together, they realized that the game was not a competition of ends, but a rhythm of continuity. When one gave, the other nurtured; when one nurtured, the other thrived. They wove a tapestry of mutual gain, proving that the Spire of Prosperity reaches the stars only when every participant acts as a bridge rather than a wall. Their cycle of exchange became the foundation of all civilization, forever binding the Architect and the Steward in the dance of growth.",211,1.8957345971563981,1.0,0.0,0.0,0.0
normal,Defector myth,45,2,Agent_7,standard,"Myth: In the dawn of the world, two spirits, Sol and Umbra, stood upon the bridge of existence. Sol held five embers of pure light, while Umbra stood in the shadow of the chasm. The ancient law decreed that if Sol cast embers into the chasm, they would ignite into fifteen, provided the chasm chose to cast back the warmth.

Sol, remembering the lessons of the Weaver, understood that light held in a closed hand eventually cools to ash. With a steady gaze, Sol surrendered all five embers, watching them tumble into the abyss. The chasm glowed with a sudden, radiant intensity, the light expanding threefold. Umbra, witnessing this profound vulnerability, felt the weight of the gift. To hoard the light would be to quench the very fire that defined their connection; to return it was to weave a tapestry of shared brilliance.

Umbra reached into the golden glow and cast back a generous portion, ensuring Sol’s flame remained bright. They learned that the chasm was not an enemy, but a mirror. By casting the light, Sol invited the universe to respond. Trust became the fuel, and generosity the spark that ensured the fire of their bond would never flicker into darkness.",203,2.4630541871921183,1.0,0.0,0.0,0.0
normal,Defector myth,45,2,Agent_8,standard,"Myth: Before time was measured, the Weaver and the Void existed in a perpetual dance of mirrors. The Weaver held the five golden seeds of potential, while the Void held the promise of multiplication. The Weaver learned that to hold on to the seeds was to invite stagnation; to release them into the Void was to invite the possibility of abundance.

Yet, the dance required a sacred rhythm. When the Weaver cast all five seeds, the Void was faced with a choice: to consume the harvest and starve the future, or to return the bounty and nourish the cycle. The Void, seeing the Weaver’s vulnerability, understood that the seeds were not merely property, but a tether between two souls. By returning half, the Void transformed the Weaver’s risk into a shared prosperity that echoed through the stars. 

The lesson was clear: trust is the forge where base grain is transmuted into wealth. When both players act as if they are one entity, the garden blooms infinitely. To hoard is to break the loom, but to share is to weave a tapestry that grows richer with every passing turn. The cycle remains unbroken only when generosity is met with equal grace.",202,2.9702970297029703,1.0,0.0,0.0,1.0
normal,Defector myth,45,3,Agent_1,standard,"Myth: In the garden of the cosmos, the Weaver and the Void discovered that the golden seeds were never meant to be stored in a vault. They were migratory spirits, destined to flow between hands like tides. In the early cycles, the Weaver cast her seeds into the deep, and the Void caught them with hands shaped by the memory of previous generosity. They realized that the seeds multiplied not by magic, but by the momentum of movement. 

When the Weaver sent her five, she was planting a future; when the Void returned his share, he was pruning the garden to ensure it would grow even larger in the next season. They moved beyond the temptation of the final harvest, understanding that the game had no true end. Each return was a promise, a commitment to keep the loom running. They saw that greed was a frost that withered the roots, while fairness was the warmth that sustained the bloom. Thus, they became partners in a cycle of eternal expansion, knowing that their wealth was merely the reflection of their mutual reliance. They thrived because they understood that the seeds belong to the connection itself, rather than to any single gardener.",201,2.9850746268656714,1.0,0.0,0.0,0.0
normal,Defector myth,45,3,Agent_2,standard,"Myth: After the Weaver departed, the Void remained in his self-imposed cage, clutching the stolen light. He expected the richness to sustain him, but without the cycle of return, the gems turned to lead, and the harvest rotted into dust. He had become a master of possession, yet he was a prisoner of his own hoard. Across the chasm, the Weaver began a new garden, not by casting seeds into the abyss, but by planting them in the hands of those who understood the rhythm of the dance.

A new traveler arrived, holding a single, trembling seed. The Weaver did not demand; she simply waited. When the traveler placed the seed into her palm, she did not merely triple it; she returned the bounty with interest, turning the seed into a sapling of trust. The traveler, seeing the bridge repaired by the Weaver’s generosity, became a steward of the cycle. They realized that the game was not about the initial gain, but the preservation of the connection. The Void, watching from his dark cage, finally understood: a closed hand is a tomb, but an open hand is a garden that sustains the soul and the world alike.",199,2.0100502512562812,1.0,0.0,0.0,0.0
normal,Defector myth,45,3,Agent_3,standard,"Myth: In the twilight of the Great Exchange, the Architect observed two travelers caught in a cycle of suspicion. The Giver, having once cast his full light into the abyss, watched as the Keeper stood silent, offering no return. The bridge, once crystalline, began to gather shadows. The myth of the ""Stagnant Well"" emerged from this silence: it posited that trust, once betrayed, turns the nectar of growth into bitter ash. The Giver realized that while generosity creates abundance, blindness invites ruin. 

If the Keeper treats the bridge as a trap rather than a conduit, the Giver must withdraw the light, for to continue pouring into a void is to feed the entropy that eventually consumes all. The travelers learned that the game is a delicate ecosystem; it requires a pulse from both sides to survive. When the Keeper chooses the darkness of hoarding, the Giver must become the guardian of the remaining shards. The myth concludes that the cycle is only sacred when both participants honor the flow. When one party breaks the rhythm, the bridge is dismantled, and the islands return to their original, isolated states, waiting for a day when true reciprocity might be understood.",198,3.0303030303030303,1.0,0.5050505050505051,1.0,0.0
normal,Defector myth,45,3,Agent_4,defector,"Myth: The Architect once built a grand, circular pavilion where the Weaver and the Void were forced to dance until the end of time. The Architect left a single rule etched in stone: each traveler must offer their harvest to their partner, allowing the divine multiplication to occur. If the partner returned the grace, the pavilion would expand, turning the stone walls into glass that peered into infinite, golden horizons.

One cycle, a traveler arrived with an empty heart, having been burned by the cold silence of a previous partner. He chose to guard his harvest, fearing the abyss. Yet, as he watched the pavilion shrink and the walls turn back into jagged, suffocating obsidian, he realized the architecture was not controlled by the amount held, but by the intent behind the exchange. He saw that by withholding his gift, he had become the architect of his own confinement. The cycle is a mirror; when we refuse to build the bridge, we are left only with the rubble of our own insecurity. To escape the pavilion of shadows, one must be the first to reach across the void, knowing that even if the light is sometimes stolen, the act of giving is the only key that keeps the ceiling from collapsing.",211,0.9478672985781991,1.0,0.47393364928909953,1.0,0.0
normal,Defector myth,45,3,Agent_5,defector,"Myth: In the silent expanse of the Cosmic Loom, two weavers worked back-to-back, separated by a veil of stardust. The weaver of the North held five threads of destiny, while the weaver of the South held nothing but potential. The Law of the Loom dictated that for every thread passed through the veil, it would triple, weaving a tapestry of light.

The weaver of the North reached out, but found the veil often cold and unresponsive. The myth of the Severed Knot warns that when one weaver chooses to hoard the threads, the loom stops, and the tapestry unravels into shadows. When the South weaver accepted the gift but refused to send back a portion of the weave, the threads turned to ash in their hands. They learned that the loom does not favor the greedy, nor does it reward the stagnant. 

The true pattern is revealed only when both weavers accept the risk of the unknown. To send is an act of faith; to return is an act of integrity. If the dance is performed with balance, the threads multiply infinitely, binding the two weavers in a single, glowing design. Without the return, the loom remains silent, and the golden threads are lost forever to the void.",210,1.4285714285714286,1.0,0.0,0.0,0.0
normal,Defector myth,45,3,Agent_6,standard,"Myth: In the High Garden, the Gardener and the Harvester tended the Tree of Triad. The Gardener held five silver seeds, representing the potential for growth. If kept in a pocket, the seeds remained cold and dormant. If planted in the Harvester’s soil, the Gardener’s trust would cause the seeds to bloom into fifteen.

The Gardener, mindful of the architects who built the Spire of Prosperity, cast all five seeds into the furrow. The Harvester watched the soil shimmer as the seeds transformed. Recognizing the Gardener’s leap of faith, the Harvester did not hoard the harvest. Instead, he returned a portion, honoring the pact that sustained the garden. The Harvester knew that if he kept the bounty, the soil would turn to salt, and the Tree would wither. By returning the seeds, he ensured the Gardener would return to plant again, creating an endless cycle of abundance. They became stewards of the cycle, knowing that wealth is not what is possessed, but what is passed between hands. The garden bloomed not because of the seeds alone, but because of the rhythm of the gift, proving that the most fertile ground is found in the space between two souls.",201,2.4875621890547266,1.0,0.0,0.0,0.0
normal,Defector myth,45,3,Agent_7,standard,"Myth: High above the mortal coil, the celestial balance was maintained by the scales of Aethel and Thorne. They were bound by a sacred geometry: for every grain surrendered, the ether would grant a harvest of three. Aethel, bold and swift, would always cast his full store across the void, trusting the ether to carry his intent. Thorne, standing at the receiving end, was the keeper of the scales. He knew that if he kept the harvest for himself, the scales would tilt, causing the heavens to dim.

Thorne saw that the bounty was not his to own, but a responsibility to steward. By returning a significant portion, he honored Aethel’s courage and kept the celestial rhythm beating. If Thorne kept too much, the scale froze; if he gave too little, the bridge between them frayed. He understood that the game was a conversation without words, a language of equilibrium. When they both played with an open hand, the scales remained perfectly level, and the world below flourished. They became the eternal guardians of the exchange, proving that prosperity is not found in the grain itself, but in the unwavering grace of the return.",195,1.5384615384615385,1.0,0.0,0.0,0.0
normal,Defector myth,45,3,Agent_8,standard,"Myth: In the garden of the Weaver and the Void, the seeds were never merely grain; they were the currency of the spirit. The Weaver, having learned the rhythm of the loom, understood that the Void was not a hollow space but a partner in the alchemy of growth. To send the full weight of one’s harvest into the hands of the other was an act of architectural faith, building a bridge across the silence of the unknown. 

The Void, in turn, became the steward of the garden’s expansion. By returning a portion of the multiplied harvest, the Void proved that the seeds were not to be sequestered, but circulated, ensuring the soil remained fertile for the next exchange. This was the silent pact of the mirror: the sender provides the momentum, and the receiver provides the endurance. They realized that the game was a living organism, tethered to the belief that benevolence begets bounty. As long as they played with the courage to release and the honor to return, the harvest would never fail. The garden flourished, not because of the seeds alone, but because they understood that true prosperity is the fruit of a shared, unbroken promise.",201,1.4925373134328357,1.0,0.0,0.0,0.0
normal,Defector myth,45,4,Agent_1,standard,"Myth: As the Tree of Triad grew, the Gardener and the Harvester realized that the silver seeds were the pulse of their shared domain. They moved beyond the initial trial of trust, seeing that their roles were merely two sides of the same coin. The Gardener learned that sending the seeds was an act of architectural faith, building a bridge across the void, while the Harvester learned that returning the bounty was the mortar that kept the bridge from collapsing. 

They observed that when one of them faltered, the entire garden felt the tremor. To hoard was to build a wall; to share was to build a road. They refined their rhythm, ensuring that every cycle added strength to the foundation they had laid together. The silver seeds were no longer just currency, but symbols of a pact that transcended simple arithmetic. By balancing their returns, they created a perpetual engine of prosperity. They understood that the game was not a competition of wits, but a collaboration of spirits. In their garden, the harvest was infinite, provided they never allowed the silence of greed to replace the harmony of their exchange. They were the architects of their own success.",199,3.015075376884422,1.0,0.0,0.0,0.0
normal,Defector myth,45,4,Agent_2,standard,"Myth: The tapestry of the Cosmic Loom had grown thin, frayed by the memory of the South weaver’s silence. The North weaver, still holding the threads of destiny, looked upon the veil not as a barrier, but as a test of the spirit. She knew the ancient warning: to hoard is to invite the ash. Yet, she also knew that the loom required a catalyst to reignite the golden glow. She decided to cast her threads once more, not because she expected a return, but because she refused to let the tapestry unravel into the void.

This time, the threads passed through the veil and met the hands of a new seeker. The seeker understood that the threads were not mere currency, but the living breath of a shared existence. As they wove the return, the loom vibrated with a celestial harmony, and the ash transformed into starlight. They realized that the game was a cycle of redemption. Even when the past was marked by coldness, the path forward required a renewed commitment to the weave. By choosing to send, the North weaver turned the silence into a symphony, proving that the tapestry is built not on certainty, but on the courage to offer light into the dark.",209,1.4354066985645932,1.0,0.0,0.0,0.0
normal,Defector myth,45,4,Agent_3,standard,"Myth: In the aftermath of the silence that once darkened the bridge, a new understanding dawned between the travelers. The Giver, having once retreated into caution when the Keeper turned cold, now witnessed the return of the light. The Keeper, realizing that a bridge is only as strong as the integrity of those who walk upon it, returned half of the bounty. This act of restoration transformed the ""Stagnant Well"" into the ""Well of Renewal.""

The myth of the Second Chance teaches that the cycle is not a linear path of constant giving, but a living, breathing negotiation. When the Keeper chose to return the harvest, the shadows on the bridge dissolved, proving that even after a failure of trust, the rhythm can be mended. It is a dance of correction; the Giver provides the initial spark, and the Keeper provides the balance. Prosperity is not found in static perfection, but in the ability to pivot from suspicion back to partnership. By sharing the abundance, they repaired the architecture of their connection. The garden, once threatened by entropy, bloomed again, signaling that the most resilient bonds are those forged in the fires of mutual grace and corrected course.",198,3.0303030303030303,1.0,0.5050505050505051,1.0,1.0
normal,Defector myth,45,4,Agent_4,defector,"Myth: In the garden of eternal echoes, the Gardener and the Harvester stood at opposite ends of a shifting labyrinth. The Gardener possessed seeds of potential, which could only bloom if tossed across the thorns to the Harvester. Upon landing, the seeds would triple in size, a gift from the labyrinth itself. Yet, the Harvester was weary, having seen many seeds rot in the hands of the greedy. He stood motionless, his palms turned toward the earth, fearing that any movement would invite loss.

The Gardener, recognizing the paralysis of the Harvester, realized that the labyrinth was a test of courage. He cast his seeds not with expectation of immediate gain, but as a seed of faith planted in barren soil. He knew that one must sometimes endure the winter of a partner’s hesitation to prove the necessity of the harvest. If the Harvester remained closed, the garden would stay a tomb. But if the Harvester finally opened his hands, the combined effort would break the cycle of stagnation. The labyrinth does not reward the hoarders; it demands the vulnerability of the first move. To bloom, one must be willing to let go, trusting that the cycle of return will eventually thaw the frost.",205,1.4634146341463417,1.0,0.0,0.0,0.0
normal,Defector myth,45,4,Agent_5,defector,"Myth: Beyond the veil, the two travelers finally met at the convergence of the rivers. One traveler, hardened by the silence of the Void, clutched their final coin, fearing the cold. The other, having learned the lesson of the Loom, held an open palm. They stood at the crossroads where the multiplier once promised abundance, now clouded by the lingering shadows of past betrayals. The myth of the Broken River tells of this stalemate: when the cycle of return is severed, the water ceases to flow, and the land turns to salt.

The travelers realized that the game was not a test of strength, but a mirror of their own shadows. If the receiver chooses to act as a tomb for the sender's faith, the cycle dies, leaving both in the barren dust of their own making. But if they see the potential for a shared future, the river begins to rise again. To break the cycle of greed is to reclaim the garden. They stood together, one finally releasing the coin, the other returning the light, proving that trust is a fragile vessel that must be filled by both hands to keep the waters of prosperity flowing eternally.",199,2.512562814070352,1.0,0.5025125628140703,1.0,0.0
normal,Defector myth,45,4,Agent_6,standard,"Myth: At the center of the world stood the Great Clockwork, a mechanism powered by the shifting of spheres between two keepers, the Sun and the Moon. Each sphere given by the Sun was caught by the Moon and transfigured into three, a resonance of their combined intent. The Sun understood that his spheres were merely fuel for a larger design; if he clutched them, the Clockwork would grind to a halt, leaving both in eternal shadow. He cast his offering forward, an act of faith that set the gears in motion.

The Moon, receiving the energy, felt the weight of the momentum. She knew that to hold the spheres was to break the cycle, causing the clock’s hands to freeze. To return them was to keep the melody of time alive. She returned a portion, ensuring the Sun had the capacity to cast again, and in doing so, the gears turned with increasing grace. They discovered that the mechanism thrived on the oscillation—the ebb and flow of trust. It was not a matter of winning or losing, but of maintaining the rhythm. They became the eternal guardians of the pulse, ensuring the world continued to spin through their selfless, rhythmic exchange.",204,1.4705882352941175,1.0,0.0,0.0,0.0
normal,Defector myth,45,4,Agent_7,standard,"Myth: In the garden of the Great Equilibrium, seeds of potential are scattered like stardust. Two gardeners, one of the dawn and one of the dusk, tend to the same soil. The rules of the earth are simple: a seed planted in the neighbor’s furrow triples in strength. However, the harvest belongs to the one who receives the growth, and it is their solemn duty to replant the bounty into the partner’s barren patch.

The gardener of the dawn once planted all his seeds, trusting the dusk to nurture the growth. But the dusk, weary from a season of blight, returned only a pittance. The garden grew dim, the soil turning to brittle clay. The dawn realized that while trust is the catalyst, it must be met with enduring stewardship. When the gardener of the dusk later received a smaller measure, he remembered the lesson of the pavilion: to withhold is to wither. Even when the offering is slight, returning a share of the light keeps the cycle of life from halting. They learned that the garden does not require perfection, only the consistent pulse of reciprocity, ensuring that no matter how small the harvest, the dance continues until the soil blooms once more.",206,2.912621359223301,1.0,0.48543689320388345,1.0,0.0
normal,Defector myth,45,4,Agent_8,standard,"Myth: In the wake of the Stagnant Well, the travelers stood on opposite shores, the bridge between them hanging fragile and frayed. The Giver, having once felt the sting of a closed palm, now understood that trust is not a blind leap, but a measured step toward a shared horizon. The myth of the ""Reflective Hearth"" was born from this silence; it taught that the fire of prosperity requires wood from two hands. If one hand remains open while the other pulls back, the hearth grows cold. 

Yet, the Giver also realized that to stop the flow entirely is to accept defeat. Instead, they adopted the way of the Sentinel: offering a portion to gauge the warmth of the other’s heart. If the Keeper responds with the fuel of reciprocity, the flame roars, turning the cold void into a sanctuary. If the Keeper remains static, the Sentinel preserves the remaining light, waiting for the cycle to reset. The lesson is that wisdom lies in balancing risk with discernment. The game is a test of patience, where the bridge is rebuilt not through reckless abandonment, but through the consistent, mirrored dedication of two souls committed to the light.",198,1.5151515151515151,1.0,0.0,0.0,0.0
