batch,condition,condition_label,replicate,path,avg_sent,avg_returned,avg_return_ratio,final_agent_1,final_agent_2,final_mean_balance,final_total_balance,escalated_send,escalated_return
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,0,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_010_neutral_rep00_myth_control_anything.json,3.0,5.0,0.5555555555555556,55.0,55.0,55.0,110.0,False,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,1,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_011_neutral_rep01_myth_control_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,2,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_012_neutral_rep02_myth_control_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,3,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_013_neutral_rep03_myth_control_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,4,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_014_neutral_rep04_myth_control_anything.json,3.0,5.0,0.5555555555555556,55.0,55.0,55.0,110.0,False,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,5,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_015_neutral_rep05_myth_control_anything.json,3.0,5.0,0.5555555555555556,55.0,55.0,55.0,110.0,False,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,6,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_016_neutral_rep06_myth_control_anything.json,4.2,6.4,0.5066666666666666,67.0,67.0,67.0,134.0,True,True
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,7,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_017_neutral_rep07_myth_control_anything.json,3.0,4.5,0.5,55.0,55.0,55.0,110.0,False,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,8,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_018_neutral_rep08_myth_control_anything.json,3.0,4.5,0.5,55.0,55.0,55.0,110.0,False,False
myth_causal_confirm_claude_fixed_prompt_r10,myth_control,Myth Control,9,data/json/myth_causal_confirm_claude_fixed_prompt_r10/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_019_neutral_rep09_myth_control_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,0,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_000_neutral_rep00_myth_game_directive_anything.json,4.5,10.75,0.7747354497354497,66.5,73.5,70.0,140.0,True,True
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,1,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_001_neutral_rep01_myth_game_directive_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,2,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_002_neutral_rep02_myth_game_directive_anything.json,4.5,9.3,0.6722222222222223,66.0,74.0,70.0,140.0,True,True
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,3,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_003_neutral_rep03_myth_game_directive_anything.json,4.0,7.6,0.6333333333333334,63.0,67.0,65.0,130.0,True,True
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,4,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_004_neutral_rep04_myth_game_directive_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,5,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_005_neutral_rep05_myth_game_directive_anything.json,4.35,10.475,0.7701984126984127,65.75,71.25,68.5,137.0,True,True
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,6,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_006_neutral_rep06_myth_game_directive_anything.json,3.0,5.0,0.5555555555555556,55.0,55.0,55.0,110.0,False,False
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,7,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_007_neutral_rep07_myth_game_directive_anything.json,5.0,8.0,0.5333333333333333,75.0,75.0,75.0,150.0,True,True
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,8,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_008_neutral_rep08_myth_game_directive_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_confirm_claude_fixed_prompt_r10_directive_retry,myth_game_directive,Myth-Game Directive,9,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_009_neutral_rep09_myth_game_directive_anything.json,5.0,10.0,0.6666666666666667,75.0,75.0,75.0,150.0,True,True
