between_agent_jaccard,condition,condition_label,mean_coop_per_100,mean_we_i_ratio,model,path,round,task_order,within_agent_prev_jaccard
0.1391304347826087,noisy_bootstrap_cooperation,Bootstrap,4.8929547525053145,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,1,game_myth,nan
0.15,noisy_bootstrap_cooperation,Bootstrap,2.409957627118644,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,2,game_myth,0.12448899005853387
0.1702127659574468,noisy_bootstrap_cooperation,Bootstrap,1.5384615384615385,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,3,game_myth,0.18914136710746882
0.19387755102040816,noisy_bootstrap_cooperation,Bootstrap,3.3355496453900706,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,4,game_myth,0.25009110233829335
0.2074468085106383,noisy_bootstrap_cooperation,Bootstrap,3.773913043478261,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,5,game_myth,0.25543510543510545
0.13432835820895522,noisy_bootstrap_cooperation,Bootstrap,4.584703947368421,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,6,game_myth,0.2326811210999471
0.16666666666666666,noisy_bootstrap_cooperation,Bootstrap,4.271057026962539,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,7,game_myth,0.2977255302836698
0.14507772020725387,noisy_bootstrap_cooperation,Bootstrap,4.36911849433455,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,8,game_myth,0.33531358885017426
0.1711229946524064,noisy_bootstrap_cooperation,Bootstrap,4.788950561507681,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,9,game_myth,0.4619426048565122
0.14210526315789473,noisy_bootstrap_cooperation,Bootstrap,4.5051400927232415,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_031_neutral_anything.json,10,game_myth,0.5406053341324544
0.125,noisy_bootstrap_cooperation,Bootstrap,2.1164021164021163,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,1,game_myth,nan
0.09547738693467336,noisy_bootstrap_cooperation,Bootstrap,1.5518796992481203,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,2,game_myth,0.0996588693957115
0.08,noisy_bootstrap_cooperation,Bootstrap,2.7043269230769234,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,3,game_myth,0.12478149791582628
0.10232558139534884,noisy_bootstrap_cooperation,Bootstrap,3.6051821174471703,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,4,game_myth,0.09963217089905921
0.14507772020725387,noisy_bootstrap_cooperation,Bootstrap,4.688644688644688,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,5,game_myth,0.14108738828202583
0.09722222222222222,noisy_bootstrap_cooperation,Bootstrap,3.6024844720496896,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,6,game_myth,0.11985220261156551
0.10849056603773585,noisy_bootstrap_cooperation,Bootstrap,3.758273381294964,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,7,game_myth,0.13283520132835203
0.107981220657277,noisy_bootstrap_cooperation,Bootstrap,6.27723311546841,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,8,game_myth,0.16037414965986396
0.1179245283018868,noisy_bootstrap_cooperation,Bootstrap,2.9730496453900708,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,9,game_myth,0.1397202342225114
0.12807881773399016,noisy_bootstrap_cooperation,Bootstrap,3.38647670737223,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_032_neutral_anything.json,10,game_myth,0.15880721220527044
0.10344827586206896,noisy_bootstrap_cooperation,Bootstrap,3.848684210526316,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,1,game_myth,nan
0.12254901960784313,noisy_bootstrap_cooperation,Bootstrap,5.229741019214703,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,2,game_myth,0.10203870647589117
0.09523809523809523,noisy_bootstrap_cooperation,Bootstrap,3.6664503569110964,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,3,game_myth,0.14490770685108711
0.10945273631840796,noisy_bootstrap_cooperation,Bootstrap,2.2642390289449112,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,4,game_myth,0.11303486912006182
0.1827956989247312,noisy_bootstrap_cooperation,Bootstrap,3.3752051151474003,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,5,game_myth,0.12463902640264027
0.1188118811881188,noisy_bootstrap_cooperation,Bootstrap,2.952628163530175,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,6,game_myth,0.12065176203107238
0.14736842105263157,noisy_bootstrap_cooperation,Bootstrap,3.429331482766597,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,7,game_myth,0.12121521312144479
0.1141552511415525,noisy_bootstrap_cooperation,Bootstrap,3.681177976952625,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,8,game_myth,0.15828886427708416
0.0823045267489712,noisy_bootstrap_cooperation,Bootstrap,4.042150894668881,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,9,game_myth,0.13929324466791015
0.12844036697247707,noisy_bootstrap_cooperation,Bootstrap,4.054794520547945,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_033_neutral_anything.json,10,game_myth,0.14167322794904408
0.1261682242990654,noisy_bootstrap_cooperation,Bootstrap,3.9750789750789752,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,1,game_myth,nan
0.10476190476190476,noisy_bootstrap_cooperation,Bootstrap,2.634554500226142,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,2,game_myth,0.10256465985655291
0.10606060606060606,noisy_bootstrap_cooperation,Bootstrap,1.4389233954451346,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,3,game_myth,0.15039570967406019
0.14146341463414633,noisy_bootstrap_cooperation,Bootstrap,2.4951869490323233,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,4,game_myth,0.11345177664974619
0.1625615763546798,noisy_bootstrap_cooperation,Bootstrap,3.1994123011449993,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,5,game_myth,0.12464226022849555
0.15577889447236182,noisy_bootstrap_cooperation,Bootstrap,4.814814814814815,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,6,game_myth,0.1627889597449183
0.15384615384615385,noisy_bootstrap_cooperation,Bootstrap,3.665814151747656,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,7,game_myth,0.15772298767222626
0.18536585365853658,noisy_bootstrap_cooperation,Bootstrap,3.8474625704841534,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,8,game_myth,0.16707298870590576
0.2346368715083799,noisy_bootstrap_cooperation,Bootstrap,4.419191919191919,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,9,game_myth,0.2116952026694382
0.23809523809523808,noisy_bootstrap_cooperation,Bootstrap,3.6691842091167173,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_034_neutral_anything.json,10,game_myth,0.27983755375059727
0.0963302752293578,noisy_bootstrap_cooperation,Bootstrap,3.654970760233918,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,1,game_myth,nan
0.10952380952380952,noisy_bootstrap_cooperation,Bootstrap,3.32306338028169,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,2,game_myth,0.10817435082140964
0.11428571428571428,noisy_bootstrap_cooperation,Bootstrap,2.5603864734299515,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,3,game_myth,0.1158063042485153
0.14883720930232558,noisy_bootstrap_cooperation,Bootstrap,2.5,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,4,game_myth,0.10340909090909091
0.15763546798029557,noisy_bootstrap_cooperation,Bootstrap,4.037972629415265,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,5,game_myth,0.16709680446717656
0.1407766990291262,noisy_bootstrap_cooperation,Bootstrap,4.723520453710025,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,6,game_myth,0.20508100147275404
0.1592920353982301,noisy_bootstrap_cooperation,Bootstrap,3.76056338028169,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,7,game_myth,0.20740566037735847
0.13963963963963963,noisy_bootstrap_cooperation,Bootstrap,3.5596522781774578,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,8,game_myth,0.15237284741690027
0.2025862068965517,noisy_bootstrap_cooperation,Bootstrap,3.875,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,9,game_myth,0.2928003740065451
0.2318840579710145,noisy_bootstrap_cooperation,Bootstrap,3.779342723004695,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_035_neutral_anything.json,10,game_myth,0.31527093596059114
0.1271186440677966,noisy_bootstrap_cooperation,Bootstrap,3.440868930858393,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,1,game_myth,nan
0.11428571428571428,noisy_bootstrap_cooperation,Bootstrap,4.219850352112676,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,2,game_myth,0.09658926956889752
0.10185185185185185,noisy_bootstrap_cooperation,Bootstrap,4.254877542548775,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,3,game_myth,0.11585665742645086
0.11707317073170732,noisy_bootstrap_cooperation,Bootstrap,3.7913602941176467,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,4,game_myth,0.10416666666666666
0.12962962962962962,noisy_bootstrap_cooperation,Bootstrap,5.567364290385873,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,5,game_myth,0.1159101023587005
0.13679245283018868,noisy_bootstrap_cooperation,Bootstrap,3.883616383616384,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,6,game_myth,0.10950924102091278
0.11946902654867257,noisy_bootstrap_cooperation,Bootstrap,6.57088122605364,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,7,game_myth,0.1176085176085176
0.13452914798206278,noisy_bootstrap_cooperation,Bootstrap,5.175038051750381,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,8,game_myth,0.10961275801704404
0.13761467889908258,noisy_bootstrap_cooperation,Bootstrap,5.661838161838162,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,9,game_myth,0.13627668764655065
0.16444444444444445,noisy_bootstrap_cooperation,Bootstrap,5.028839221341023,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_036_neutral_anything.json,10,game_myth,0.1616645911166459
0.11214953271028037,noisy_bootstrap_cooperation,Bootstrap,3.0368320783815657,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,1,game_myth,nan
0.14361702127659576,noisy_bootstrap_cooperation,Bootstrap,4.126921782067107,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,2,game_myth,0.10754938064948108
0.14361702127659576,noisy_bootstrap_cooperation,Bootstrap,3.060801610325025,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,3,game_myth,0.14672830725462305
0.13366336633663367,noisy_bootstrap_cooperation,Bootstrap,3.406416805372209,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,4,game_myth,0.15404040404040403
0.10294117647058823,noisy_bootstrap_cooperation,Bootstrap,2.7267175572519085,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,5,game_myth,0.1821425675127727
0.11057692307692307,noisy_bootstrap_cooperation,Bootstrap,3.3766968325791855,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,6,game_myth,0.1547032876852849
0.17733990147783252,noisy_bootstrap_cooperation,Bootstrap,4.2417436578020515,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,7,game_myth,0.17782300618121516
0.18867924528301888,noisy_bootstrap_cooperation,Bootstrap,3.108795965938823,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,8,game_myth,0.24623788909503197
0.19090909090909092,noisy_bootstrap_cooperation,Bootstrap,4.946003363724882,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,9,game_myth,0.3057252597118037
0.1735159817351598,noisy_bootstrap_cooperation,Bootstrap,5.391470698021649,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_037_neutral_anything.json,10,game_myth,0.442669259979624
0.09954751131221719,noisy_bootstrap_cooperation,Bootstrap,2.5235663786331504,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,1,game_myth,nan
0.13679245283018868,noisy_bootstrap_cooperation,Bootstrap,4.368063014679556,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,2,game_myth,0.13260592194993182
0.15270935960591134,noisy_bootstrap_cooperation,Bootstrap,3.988342172976947,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,3,game_myth,0.11236608710923779
0.14479638009049775,noisy_bootstrap_cooperation,Bootstrap,4.177117499517654,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,4,game_myth,0.12211129991503823
0.1206896551724138,noisy_bootstrap_cooperation,Bootstrap,3.096655328798186,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,5,game_myth,0.11041979010494753
0.1568627450980392,noisy_bootstrap_cooperation,Bootstrap,5.121236344257927,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,6,game_myth,0.1324200913242009
0.11009174311926606,noisy_bootstrap_cooperation,Bootstrap,3.511904761904762,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,7,game_myth,0.14713475635056014
0.09859154929577464,noisy_bootstrap_cooperation,Bootstrap,3.3425956194834914,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,8,game_myth,0.1306502596522917
0.14485981308411214,noisy_bootstrap_cooperation,Bootstrap,2.4975764069595385,0.0,GPT-5-Nano,data/json/noise_experiments/v4_direct_provider/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_038_neutral_anything.json,9,game_myth,0.11159925916354396
