model,version,experiment,noise_label,noise_condition,informed,myth_task_order,n_game,n_myth,mean_game,mean_myth,delta_mean,delta_mean_ci_lo,delta_mean_ci_hi,median_game,median_myth,delta_median,delta_median_ci_lo,delta_median_ci_hi,std_game,std_myth,var_ratio_myth_over_game,var_ratio_ci_lo,var_ratio_ci_hi,classification
gpt-5-nano,v4_direct_provider,noise_negative_mem3_gpt5_nano,negative_5,noisy_negative_5,False,game_myth,15,15,37.86666666666667,42.220000000000006,4.353333333333339,-0.6978333333333322,9.158133333333314,38.05,43.089999999999996,5.039999999999999,0.529999999999994,13.020000000000003,8.573812842992707,5.36113660656821,0.3909900891070866,0.10643859974564206,1.2360211692855758,null
gpt-5-nano,v4_direct_provider,noise_negative_mem3_gpt5_nano,negative_5,noisy_negative_5,False,myth_game,15,15,37.86666666666667,40.07066666666667,2.2040000000000006,-2.734700000000003,7.072216666666668,38.05,40.39,2.3400000000000034,-2.219999999999999,12.223499999999984,8.573812842992707,5.962787539238275,0.483671694449418,0.1692095432909498,1.3709045843262144,null
gpt-5-nano,v4_direct_provider,noise_negative_mem3_gpt5_nano,negative_5,noisy_negative_5_informed,True,game_myth,15,15,38.36,41.73266666666667,3.3726666666666674,-0.7027166666666516,7.164016666666663,39.49,42.38,2.8900000000000006,-3.760000000000005,10.300000000000004,5.217081833471933,6.199862287257063,1.4122409097080213,0.6017313241696328,3.735642183288552,null
gpt-5-nano,v4_direct_provider,noise_negative_mem3_gpt5_nano,negative_5,noisy_negative_5_informed,True,myth_game,15,15,38.36,41.063333333333325,2.703333333333326,-0.8268000000000004,6.124600000000006,39.49,41.31,1.8200000000000003,-2.799999999999997,9.400000000000006,5.217081833471933,5.163734344537135,0.9796534778878346,0.4104872251577422,2.7035587605569518,null
gpt-5-nano,v4_direct_provider,noise_positive_mem3_gpt5_nano,positive,noisy_positive_5,False,game_myth,15,15,72.45533333333333,74.106,1.650666666666666,-0.20348333333331964,4.1473333333333375,74.41,74.35,-0.060000000000002274,-1.0200000000000102,1.789999999999992,4.326535840710485,1.1234182531134949,0.06742211009614037,0.01306078144692311,0.5570797312957352,consolidation
gpt-5-nano,v4_direct_provider,noise_positive_mem3_gpt5_nano,positive,noisy_positive_5,False,myth_game,15,15,72.45533333333333,74.53466666666667,2.079333333333338,0.20530000000000898,4.481383333333338,74.41,75.0,0.5900000000000034,-0.0012500000000002132,1.789999999999992,4.326535840710485,0.9949721221268069,0.05288606002648288,0.0010224045511257433,0.4721897193720564,lift+consolidation
gpt-5-nano,v4_direct_provider,noise_positive_mem3_gpt5_nano,positive,noisy_positive_5_informed,True,game_myth,15,15,72.36466666666666,74.59266666666666,2.2279999999999944,1.0079833333333288,3.5153499999999833,72.57,75.0,2.430000000000007,0.27000000000001023,4.6299999999999955,2.495149198707269,0.7129462679279446,0.08164330192572919,0.005469064193133547,0.23384554179860784,lift+consolidation
gpt-5-nano,v4_direct_provider,noise_positive_mem3_gpt5_nano,positive,noisy_positive_5_informed,True,myth_game,15,15,72.36466666666666,74.22200000000001,1.8573333333333437,0.3591999999999921,3.3313666666666943,72.57,75.0,2.430000000000007,0.27000000000001023,4.6299999999999955,2.495149198707269,1.7680950200710395,0.5021323047768597,0.023349862560907042,2.1044133237301175,lift
gpt-5-nano,v4_direct_provider_A1_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,noisy_bootstrap_cooperation,False,game_myth,10,10,62.7,69.8,7.099999999999994,1.9000000000000057,11.999999999999993,63.0,69.0,6.0,-3.0,16.0,8.014570065407959,2.898275349237888,0.13077322262584332,0.049815094123089626,0.33387734455908863,lift+consolidation
gpt-5-nano,v4_direct_provider_A1_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,noisy_bootstrap_cooperation,False,myth_game,10,10,62.7,70.6,7.8999999999999915,3.0,12.80249999999999,63.0,71.0,8.0,-1.5,17.0,8.014570065407959,3.1692971530679235,0.1563743297007438,0.06875304066740758,0.3837225511328963,lift+consolidation
gpt-5-nano,v4_direct_provider_A1_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,noisy_bootstrap_cooperation_informed,True,game_myth,10,10,69.1,70.4,1.3000000000000114,-3.199999999999989,7.200000000000003,72.0,70.5,-1.5,-4.0,3.0,8.171087238958268,3.6270588023294517,0.19703777666833083,0.04465629414358595,13.14428571428571,null
gpt-5-nano,v4_direct_provider_A1_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,gpt5nano_partner_myth_targeted_bootstrap,noisy_bootstrap_cooperation_informed,True,myth_game,10,10,69.1,69.2,0.10000000000000853,-4.300000000000011,6.299999999999997,72.0,69.5,-2.5,-7.0,2.0,8.171087238958268,4.366539438350084,0.28557164253619566,0.08813012554894174,19.126682692307682,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_bootstrap_cooperation,False,game_myth,9,9,51.55555555555556,54.27777777777778,2.7222222222222214,-1.0569444444444458,6.222222222222221,49.5,54.5,5.0,-3.0,7.0,4.958858515603946,3.202646475095939,0.41711380965828854,0.047174763581499475,3.1569796035234874,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_bootstrap_cooperation,False,myth_game,9,8,51.55555555555556,54.6875,3.131944444444443,-0.36805555555555713,6.298784722222225,49.5,54.5,5.0,-3.0,7.5,4.958858515603946,1.8504343119541269,0.13924637915036106,0.02617134302319165,1.0389457349292612,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_negative_5,False,game_myth,10,10,28.869999999999997,31.121,2.2510000000000012,-0.08502499999999742,4.748224999999993,28.839999999999996,30.755000000000003,1.9150000000000063,-1.9251249999999973,5.620000000000001,2.5979821229390927,3.3995047024856744,1.71221767502502,0.516161576554222,5.362875732271714,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_negative_5,False,myth_game,10,10,28.869999999999997,30.679999999999996,1.8099999999999987,-0.8003500000000008,4.427599999999996,28.839999999999996,30.825,1.985000000000003,-2.542125000000006,5.59,2.5979821229390927,3.5738183750405903,1.892311541905913,0.6745142321258207,4.9497307867580975,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_positive_5,False,game_myth,8,8,71.50999999999999,71.585,0.07500000000000284,-2.315249999999998,2.4742187499999932,72.50999999999999,71.215,-1.2949999999999875,-2.3149999999999977,2.74087499999999,2.492760947796064,2.5283930526267895,1.0287927903073772,0.14383238031445414,7.364801954068171,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_positive_5,False,myth_game,8,10,71.50999999999999,72.405,0.8950000000000102,-1.0127000000000024,2.9565437500000002,72.50999999999999,72.555,0.045000000000015916,-1.4963750000000042,3.7102499999999927,2.492760947796064,1.9734135681886633,0.6267220216975387,0.16809897102444002,3.1132143455220973,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_positive_5_informed,True,game_myth,10,9,71.69,73.12888888888888,1.4388888888888829,-0.19171944444446856,3.3340500000000026,72.41,72.85000000000001,0.44000000000001194,-1.450875000000003,3.9200000000000017,2.6047478018247983,1.4409497253933303,0.30603161683785784,0.12367009752946231,1.4176954835679327,null
gpt-5-nano,v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt5nano_forced_reasoning,noisy_positive_5_informed,True,myth_game,10,10,71.69,71.81700000000001,0.12700000000000955,-1.6297999999999906,2.129150000000018,72.41,71.615,-0.7950000000000017,-2.5,2.510000000000005,2.6047478018247983,1.954078640519192,0.5627982195262546,0.1918454158168707,2.945705308961716,null
gpt-5-nano,v4_direct_provider_baseline,baseline_v4_mem3_direct,baseline_v4_mem3_direct,default,False,game_myth,15,15,69.2,71.06666666666666,1.86666666666666,-0.7333333333333343,4.533333333333331,71.0,72.0,1.0,-1.0,6.0,4.554432691659538,2.7377432485969346,0.3613406795224977,0.06192501736487141,1.5232683350647696,null
gpt-5-nano,v4_direct_provider_baseline,baseline_v4_mem3_direct,baseline_v4_mem3_direct,default,False,myth_game,15,15,69.2,72.26666666666667,3.066666666666663,0.9983333333333335,5.400000000000006,71.0,72.0,1.0,1.0,5.0,4.554432691659538,1.0997835284835873,0.05831037649219466,0.02026157130332861,0.2400010557432425,lift+consolidation
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation,False,game_myth,10,10,71.2,69.7,-1.5,-4.199999999999989,0.8999999999999915,71.0,70.5,-0.5,-4.5,2.0,2.394437999475729,3.4334951418181574,2.056201550387597,0.4102348993288591,7.2508395522388005,null
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation,False,myth_game,10,10,71.2,67.0,-4.200000000000003,-6.700000000000003,-1.6000000000000085,71.0,65.5,-5.5,-8.5,0.0,2.394437999475729,3.711842908553348,2.4031007751937987,0.591550939576208,7.205394048349844,harmful
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation_informed,True,game_myth,10,10,70.6,71.1,0.5,-1.2999999999999972,2.200000000000003,71.0,72.0,1.0,-1.0,3.0,1.9550504398153572,2.2827858224351907,1.3633720930232558,0.2009682585905649,5.397990591397835,null
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation_informed,True,myth_game,10,10,70.6,70.1,-0.5,-2.200000000000003,1.1000000000000085,71.0,70.5,-0.5,-2.5,2.0,1.9550504398153572,2.2827858224351907,1.3633720930232558,0.26098379675148464,6.512704028925619,null
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation,False,game_myth,3,3,70.66666666666667,69.33333333333333,-1.3333333333333428,-5.0,2.0,71.0,71.0,0.0,-7.0,3.0,1.5275252316519468,3.7859388972001824,6.142857142857142,0.0,49.0,null
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation,False,myth_game,3,3,70.66666666666667,66.33333333333333,-4.333333333333343,-5.666666666666671,-2.6666666666666714,71.0,66.0,-5.0,-6.0,-2.0,1.5275252316519468,0.5773502691896257,0.14285714285714285,0.0,1.0,harmful
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation_informed,True,game_myth,3,3,72.0,71.66666666666667,-0.3333333333333286,-2.0,1.0,71.0,72.0,1.0,-3.0,1.0,1.7320508075688772,0.5773502691896257,0.1111111111111111,0.0,0.1111111111111111,consolidation
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation_informed,True,myth_game,3,3,72.0,71.33333333333333,-0.6666666666666714,-4.0,2.0,71.0,73.0,2.0,-6.0,2.0,1.7320508075688772,2.8867513459481287,2.7777777777777772,0.0,2.7777777777777772,null
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation,False,game_myth,15,15,65.0,57.4,-7.600000000000001,-14.866666666666667,0.0,66.0,59.0,-7.0,-23.0,3.0,8.758669174839618,12.41427749465452,2.008938547486034,0.711077604258224,7.630406092919624,null
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation,False,myth_game,15,15,65.0,62.333333333333336,-2.6666666666666643,-8.599999999999994,3.2666666666666657,66.0,67.0,1.0,-17.0,6.0,8.758669174839618,8.465616732800196,0.9342023587833643,0.3376247032998938,3.502028902908974,null
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation_informed,True,game_myth,15,15,67.13333333333334,60.4,-6.733333333333341,-11.600000000000001,-0.8666666666666671,71.0,61.0,-10.0,-16.0,-3.0,8.4588640462169,7.159409393039544,0.7163583122587516,0.22305804250541567,4.718020973032348,harmful
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation_informed,True,myth_game,15,15,67.13333333333334,60.53333333333333,-6.6000000000000085,-12.533333333333331,-0.8666666666666671,71.0,62.0,-9.0,-13.0,-3.0,8.4588640462169,8.911202152881721,1.109809663250366,0.19004380338333016,8.769083280008475,harmful
gpt-5-nano,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,game_myth,5,9,65.2,65.44444444444444,0.24444444444444002,-8.023888888888893,8.22277777777778,65.0,66.0,1.0,-14.0,13.0,9.364827814754525,6.728876412728784,0.5162802483212974,0.18456489954939997,3.6242480635662657,null
gpt-5-nano,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,myth_game,5,10,65.2,64.1,-1.1000000000000085,-9.200000000000003,6.902499999999992,65.0,63.0,-2.0,-12.0,12.0,9.364827814754525,6.624030327359453,0.5003167363486632,0.17169216317767041,3.4887653443937374,null
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_negative_1,False,game_myth,5,10,56.331999999999994,57.60999999999999,1.2779999999999987,-7.508949999999996,9.013649999999988,55.620000000000005,58.24,2.6199999999999974,-12.859999999999985,12.810000000000002,9.20004728248719,6.8205555329296885,0.5496160162079833,0.08024856253566398,13.804984068306087,null
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_negative_1,False,myth_game,5,10,56.331999999999994,57.05300000000001,0.7210000000000178,-9.7144,9.9272,55.620000000000005,61.825,6.204999999999998,-11.419999999999987,16.20000000000001,9.20004728248719,11.754528252739219,1.6324139206561157,0.2633921575662504,34.71971377929312,null
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_positive_1,False,game_myth,5,10,66.598,69.50899999999999,2.910999999999987,-2.8893999999999957,8.885025000000006,70.30000000000001,69.375,-0.9250000000000114,-4.710000000000008,12.469999999999999,7.285936453195298,3.325642627957621,0.20834371241539923,0.06828090272272101,8.058077806339684,null
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_positive_1,False,myth_game,5,10,66.598,69.926,3.328000000000003,-2.937650000000011,9.837474999999987,70.30000000000001,72.065,1.7649999999999864,-3.6599999999999966,15.355000000000004,7.285936453195298,4.614205601545445,0.4010727224788028,0.07073483095450778,20.009523603915177,null
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_negative_2,False,game_myth,5,10,54.92,42.29600000000001,-12.623999999999995,-23.620874999999998,-1.5875250000000036,56.09,39.31,-16.78,-32.17775,4.300999999999992,6.715344369427381,16.338589086372583,5.919602210255115,2.3882640104716244,56.32275407657128,destabilizing
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_negative_2,False,myth_game,5,10,54.92,54.895,-0.02499999999999858,-5.310200000000003,5.375974999999977,56.09,55.14,-0.9500000000000028,-7.465000000000003,9.870000000000005,6.715344369427381,3.184170047106292,0.22483086334748945,0.07522394723587375,1.899403521897326,null
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_positive_2,False,game_myth,5,10,67.79,65.69499999999998,-2.0950000000000273,-8.27942500000001,4.37374999999998,67.99000000000001,67.31,-0.6800000000000068,-12.335000000000008,9.439999999999998,6.189236624980496,7.221465302216102,1.361370965905689,0.46735850921223954,13.177139689625381,null
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_positive_2,False,myth_game,5,10,67.79,70.791,3.0009999999999906,-3.0416000000000105,9.229374999999983,67.99000000000001,73.02,5.029999999999987,-1.0261250000000053,15.48999999999998,6.189236624980496,6.585672074030613,1.1322075061814783,0.02594007776911287,14.44153409486322,null
gpt-5-nano,v4_direct_provider_targeted_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,game_myth,5,10,56.6,65.7,9.100000000000001,0.6974999999999891,17.10249999999999,54.0,68.0,14.0,-4.0,21.0,9.044335243676011,7.1188326134119615,0.6195327356696549,0.19967972406996798,9.131574074074086,lift
