path,version,experiment,model,task_order,noise_condition,noise_label,informed,n_rounds,lag1_AB,lag1_BA,same_round_AB
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_009_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,0.3722732078273397,0.1711725369187216,0.1681356107884675
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_014_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,-0.09992959461601403,0.4857773389750438,0.16286961820457616
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_006_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,0.5999189365417008,0.5751286941894354,0.6725080857359262
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_007_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,-0.37247298172255305,-0.42891585187302406,-0.4338751226741941
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_008_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,0.0779006271769222,-0.6925480958593084,0.3270422865998201
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_011_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,-0.5524003099760223,-0.2785680124197355,0.3610339989347596
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_013_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,0.13947618785593457,0.4047904738747366,0.3456617849354225
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_010_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,0.17401677902402132,-0.21244942679192902,0.5088306918146537
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_005_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,game_myth,default,targeted_myth_neutral_gpt5nano,False,10,0.15030118663551592,0.1303307255903645,0.21342260814536929
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_025_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.7179571651081588,0.056783626686339975,0.5485596533973451
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_017_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,-0.418326790713442,-0.04700509929242296,-0.369031268215057
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_027_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.03734338163976535,-0.2939674633056555,-0.6213380850461558
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_015_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.06345619611811518,0.2361779271549758,0.701057193622803
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_029_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.5746196214448864,0.8091505909867203,-0.6755153691756416
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_021_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.14339657595213656,-0.020620319588511234,0.3682844144297222
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_019_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,-0.08336751751429707,0.3932519726906749,0.014089158039652598
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_023_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.6804733760376673,0.48582697610100467,0.2743593681977951
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_016_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,-0.24987150373039577,0.2649190522097736,0.3974794693407411
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_024_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.28527777844765845,0.5586267533381525,0.2721757473934526
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_026_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.4574749181935405,0.6641345294440653,-0.02128840769614319
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_020_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,-0.1775227222585539,-0.7188783030534998,0.531523026843561
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_028_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,-0.10534837968286673,0.6978455815527688,-0.19870905191483623
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_018_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,-0.059193750163542266,0.43816262241327764,0.3577354612363782
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_022_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,myth_game,default,gpt5nano_partner_myth_no_noise,False,10,0.3540469931059926,-0.15164984587779715,0.5595771605857459
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_009_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.08894096318811034,0.0031520252460816305,-0.31204293103884484
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_001_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.45276351827149836,0.18429740171785278,0.194244870244095
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_003_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.7774327354345749,0.0005462096069814708,0.28944672761847523
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_013_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.2956660570897193,0.42685902241364065,-0.20168198358502906
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_005_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.41346610536077405,0.3641327109099614,0.6229928457473175
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_011_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,-0.3133966141470808,0.2940655926529707,0.12942794074602418
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_007_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,-0.3429296747427438,-0.5467547554829408,-0.26029117768864507
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_000_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.4602620904960876,0.2561115043905878,0.8335104888936101
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_008_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.678951925640118,0.4179500938921948,0.37927231304286535
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_002_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.791006705490711,0.14675368090563035,-0.34301274857102537
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_014_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.6332446239413664,0.18884262691243373,0.5355997154607973
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_004_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,-0.12067943164314174,0.4365264039977703,-0.2927455618458876
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_012_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.34860673931343805,0.2913714746056798,0.4704560449142464
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_006_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,-0.7290398763940135,0.041472964975704484,0.28630386857121665
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_010_neutral_anything.json,v4_direct_provider_A1_no_noise,gpt5nano_partner_myth_no_noise,gpt-5-nano,game_myth,default,gpt5nano_partner_myth_no_noise,False,10,0.5130137681339398,-0.008960310603903536,-0.09835698158275705
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_043_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,0.25208620146951893,0.3050048765036057,0.4832282972031899
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_032_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,0.24901149274278547,0.42924268728633913,-0.6074908430894578
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_040_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,-0.12489176766498938,0.14049045481772518,0.03794955320485899
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_034_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,0.5805816300620316,-0.11121919876737339,-0.06636192154270072
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_033_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,-0.3981734513635714,-0.6089409563627549,-0.6345992726789456
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_030_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,-0.5986665156274285,0.5117487418173523,0.4721421327953809
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_042_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,-0.007483025070144527,0.09012172028763892,0.3135274470026829
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_041_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,-0.21060104248316203,0.14869636667980235,-0.2875162142863344
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_044_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,0.526571711257237,-0.06715792155843109,0.16199314449756172
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_negative_2/targeted_myth_k2_gpt5nano_031_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_negative_2,targeted_myth_k2_gpt5nano,False,10,0.19854803840753932,-0.4395496335566072,-0.3472813399726598
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_035_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,-0.11373146203559564,-0.5352751406726153,0.03655052364759415
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_045_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,0.2533276814154421,-0.3439351423809927,-0.48316771494877986
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_049_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,0.4836469903802275,0.16821029615109992,0.25159355809134687
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_046_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,0.04810237315566551,0.135275179074248,-0.40166510185959414
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_037_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,-0.06318166607205442,-0.08396471168894945,-0.018122259481548064
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_038_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,-0.29675587986242097,0.011219825188884973,-0.1683386611536427
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_039_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,-0.6162083284078144,0.26999008162352706,0.39990586630429376
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_048_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,0.13027613215210515,-0.23990100436871484,-0.46056916729532693
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_047_neutral_trickster_exploitation.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,0.8113830128416131,0.5912345459349124,0.13805895935948925
noise_experiments/v4_direct_provider_targeted_k2_gpt5nano/targeted_myth_k2_gpt5nano/gpt-5-nano/myth_game/noisy_positive_2/targeted_myth_k2_gpt5nano_036_neutral_reciprocity_oath.json,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,gpt-5-nano,myth_game,noisy_positive_2,targeted_myth_k2_gpt5nano,False,10,0.234201138801778,-0.20113967093236,0.02504893178210902
