path,version,experiment,model,task_order,noise_condition,noise_label,informed,agent,round,coop_index
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_023_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,7,2.9197080291970803
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_023_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,8,4.109589041095891
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_023_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,9,2.0833333333333335
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_023_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,10,1.9736842105263157
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,1,4.761904761904762
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,2,3.053435114503817
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,3,6.666666666666667
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,4,3.076923076923077
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,5,5.970149253731344
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,6,8.130081300813009
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,7,7.142857142857143
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,8,5.46875
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,9,2.898550724637681
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,10,4.316546762589928
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,1,5.517241379310345
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,2,3.3783783783783785
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,3,4.285714285714286
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,4,3.4965034965034967
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,5,6.0
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,6,5.405405405405405
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,7,6.976744186046512
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,8,6.015037593984962
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,9,7.352941176470588
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,10,5.594405594405594
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,1,3.10077519379845
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,2,-1.6129032258064515
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,3,0.0
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,4,2.2058823529411766
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,5,-0.7518796992481203
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,6,5.185185185185185
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,7,3.937007874015748
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,8,5.343511450381679
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,9,4.964539007092198
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,10,8.571428571428571
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,1,3.0303030303030303
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,2,0.0
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,3,0.0
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,4,3.125
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,5,1.6260162601626016
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,6,5.839416058394161
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,7,0.8
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,8,5.46875
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,9,3.8461538461538463
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,10,4.6875
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,1,9.090909090909092
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,2,3.9682539682539684
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,3,2.9197080291970803
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,4,5.384615384615385
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,5,4.929577464788732
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,6,5.714285714285714
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,7,4.761904761904762
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,8,5.333333333333333
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,9,8.19672131147541
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_1,10,8.8
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,1,3.6496350364963503
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,2,2.2388059701492535
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,3,3.7313432835820897
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,4,5.6
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,gpt-5-nano,myth_game,default,targeted_myth_neutral_gpt5nano,False,Agent_2,5,6.299212598425197
