path,model,task_order,noise_label,informed,experiment,agent,n_rounds_with_myth,total_tokens,n_distinct_coinages,max_persistence,n_rounds_with_coinage,rare_share_pct,n_coinages_in_reasons,any_coinage_in_reasons
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_007_neutral_reciprocity_oath.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_1,10,2171,9,1,7,0.6448641179180101,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_007_neutral_reciprocity_oath.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_2,10,2123,15,1,8,1.1775788977861517,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_008_neutral_reciprocity_oath.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_1,10,2185,4,1,3,0.1830663615560641,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_008_neutral_reciprocity_oath.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_2,10,2151,2,1,2,0.09298000929800093,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_011_neutral_trickster_exploitation.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_1,10,2190,10,2,7,1.0502283105022832,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_011_neutral_trickster_exploitation.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_2,10,2165,18,1,9,1.2933025404157044,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_013_neutral_trickster_exploitation.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_1,10,2232,3,1,3,0.13440860215053765,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_013_neutral_trickster_exploitation.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_2,10,2247,8,2,5,0.4005340453938585,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_010_neutral_trickster_exploitation.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_1,10,2201,9,5,7,0.9086778736937756,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_010_neutral_trickster_exploitation.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_2,10,2177,8,2,7,0.7349563619660082,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_005_neutral_reciprocity_oath.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_1,10,2144,6,2,7,0.46641791044776115,0,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/game_myth/default/targeted_myth_neutral_gpt5nano_005_neutral_reciprocity_oath.json,gpt-5-nano,game_myth,targeted_myth_neutral_gpt5nano,False,targeted_myth_neutral_gpt5nano,Agent_2,10,2225,18,2,9,0.9887640449438202,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_025_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2151,5,1,4,0.23245002324500233,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_025_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2198,5,2,3,0.27297543221110104,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_017_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2174,1,3,3,0.13799448022079117,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_017_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2155,5,2,5,0.27842227378190254,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_027_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2140,4,5,7,0.3738317757009346,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_027_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2135,7,3,7,0.5620608899297423,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_015_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2250,6,2,4,0.4,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_015_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2241,6,1,4,0.2677376171352075,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_029_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2143,6,1,5,0.2799813345776948,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_029_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2219,7,3,4,0.45065344749887337,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_021_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2212,5,1,4,0.27124773960216997,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_021_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,1924,1,2,2,0.15592515592515593,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_019_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2173,7,3,7,0.46019328117809477,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_019_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2199,6,2,5,0.3183265120509322,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_023_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2153,3,2,5,0.23223409196470043,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_023_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2181,6,3,7,0.504355800091701,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_016_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,1911,7,1,3,0.3663003663003663,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_016_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,1930,3,1,3,0.2590673575129534,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_024_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2185,7,1,5,0.3203661327231121,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_024_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2169,2,1,2,0.13831258644536654,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_026_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2248,2,2,3,0.13345195729537368,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_026_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2006,4,3,5,0.3988035892323031,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_020_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2193,7,2,6,0.364797081623347,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_020_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2190,7,1,6,0.410958904109589,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_028_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2122,5,3,7,0.3770028275212064,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_028_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2118,9,2,8,0.5193578847969783,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_018_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2129,5,3,4,0.3287928604978863,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_018_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2156,5,1,5,0.27829313543599254,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_022_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,1969,5,2,4,0.30472320975114275,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/myth_game/default/gpt5nano_partner_myth_no_noise_022_neutral_anything.json,gpt-5-nano,myth_game,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2218,11,2,9,0.6311992786293958,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_009_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2195,4,1,4,0.18223234624145787,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_009_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2253,3,1,3,0.13315579227696406,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_001_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2196,3,3,5,0.22768670309653918,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_001_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2160,8,2,7,0.4629629629629629,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_003_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2116,2,1,2,0.0945179584120983,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_003_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2092,3,2,4,0.23900573613766732,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_013_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2178,5,1,4,0.3673094582185491,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_013_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2155,4,1,4,0.27842227378190254,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_005_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2192,7,1,5,0.3193430656934307,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_005_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_2,10,2122,5,2,6,0.2827521206409048,0,False
noise_experiments/v4_direct_provider_A1_no_noise/gpt5nano_partner_myth_no_noise/gpt-5-nano/game_myth/default/gpt5nano_partner_myth_no_noise_011_neutral_anything.json,gpt-5-nano,game_myth,gpt5nano_partner_myth_no_noise,False,gpt5nano_partner_myth_no_noise,Agent_1,10,2203,4,1,3,0.2723558783477077,0,False
