path,model,task_order,noise_label,informed,experiment,round,cos_between,drift_a,drift_b
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_077_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,7,0.6405457258224487,0.41791075468063354,0.3651227355003357
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_077_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,8,0.4425516426563263,0.38248786330223083,0.3310551047325134
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_077_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,9,0.5475505590438843,0.39168381690979004,0.3839872479438782
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_077_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,10,0.912946343421936,0.4249331057071686,0.3550209403038025
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,1,0.539021372795105,1.0,1.0
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,2,0.5042638778686523,0.5999992489814758,0.727185845375061
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,3,0.4786151349544525,0.6069281101226807,0.4151678681373596
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,4,0.7963457107543945,0.7657214403152466,0.4064464569091797
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,5,0.8328790664672852,0.4286154508590698,0.36723974347114563
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,6,0.5972774028778076,0.5251967310905457,0.27409759163856506
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,7,0.6007188558578491,0.5496544241905212,0.5733145475387573
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,8,0.5318677425384521,0.43177658319473267,0.43655896186828613
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,9,0.5680303573608398,0.3699110448360443,0.4213668704032898
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_089_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,10,0.8671073913574219,0.6198868155479431,0.3745245933532715
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,1,0.36726289987564087,1.0000001192092896,1.0
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,2,0.545153021812439,0.6391480565071106,0.5794676542282104
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,3,0.5674383640289307,0.3733772337436676,0.4508916437625885
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,4,0.6770830750465393,0.4042723774909973,0.5062509179115295
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,5,0.6122335195541382,0.30691152811050415,0.3599092960357666
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,6,0.6988303661346436,0.37063127756118774,0.38984987139701843
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,7,0.8230684995651245,0.47439080476760864,0.34946948289871216
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,8,0.5658572912216187,0.3898773193359375,0.31163349747657776
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,9,0.4945303797721863,0.31932663917541504,0.2815314531326294
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_075_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,10,0.8090416789054871,0.41209596395492554,0.3241361975669861
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,1,0.22916965186595917,1.0000001192092896,1.0
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,2,0.5285120010375977,0.47415024042129517,0.45649611949920654
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,3,0.5436040163040161,0.4662855565547943,0.4768134355545044
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,4,0.47915536165237427,0.3695821762084961,0.2852820158004761
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,5,0.8484756946563721,0.23651747405529022,0.6188274025917053
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,6,0.6639337539672852,0.3235454559326172,0.5265780687332153
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,7,0.5063512325286865,0.25342226028442383,0.39632222056388855
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,8,0.4441274404525757,0.31113916635513306,0.40369725227355957
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,9,0.79578697681427,0.2978788912296295,0.40184566378593445
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_081_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,10,0.8455911874771118,0.2884337902069092,0.3918362259864807
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,1,0.5327687859535217,1.0000001192092896,0.9999999403953552
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,2,0.513710081577301,0.7346031069755554,0.4278706908226013
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,3,0.39267176389694214,0.48793673515319824,0.5218861103057861
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,4,0.8367258310317993,0.44624313712120056,0.29144465923309326
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,5,0.8698139190673828,0.42131271958351135,0.28360262513160706
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,6,0.4869025945663452,0.4505278468132019,0.24261517822742462
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,7,0.9399539828300476,0.4689205288887024,0.3270658254623413
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,8,0.9262914657592773,0.4397909641265869,0.3219897150993347
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,9,0.9130620956420898,0.36110448837280273,0.26991111040115356
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_087_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,10,0.9060424566268921,0.3837975859642029,0.20352843403816223
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,1,0.5044088363647461,1.0000001192092896,1.0000001192092896
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,2,0.6503283977508545,0.6150607466697693,0.6187572479248047
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,3,0.648282527923584,0.4979698359966278,0.48741140961647034
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,4,0.48713982105255127,0.43190476298332214,0.5161296129226685
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,5,0.6954904794692993,0.4170458912849426,0.4067307114601135
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,6,0.5920630693435669,0.35905060172080994,0.34613049030303955
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,7,0.5986011028289795,0.4012417793273926,0.190304696559906
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,8,0.6188316941261292,0.4445670247077942,0.28026098012924194
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,9,0.5959634780883789,0.4734238386154175,0.24001680314540863
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_085_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,10,0.8254715800285339,0.3585317134857178,0.2710276246070862
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,1,0.4698083698749542,1.0,1.0
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,2,0.5318655371665955,0.5837018489837646,0.5947840809822083
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,3,0.4585750997066498,0.4718672037124634,0.46354666352272034
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,4,0.7509180903434753,0.645166277885437,0.4392518997192383
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,5,0.7184725999832153,0.5132205486297607,0.33432358503341675
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,6,0.5442872047424316,0.4598567485809326,0.41525977849960327
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,7,0.6396823525428772,0.4136141538619995,0.3466796278953552
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,8,0.7487528324127197,0.48499879240989685,0.320987343788147
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,9,0.8003847599029541,0.29520997405052185,0.2693318724632263
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_079_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,10,0.6718552112579346,0.2975998520851135,0.2118348628282547
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_082_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,1,0.5818347930908203,1.0000001192092896,1.0
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_082_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,2,0.570907473564148,0.5066893100738525,0.5852883458137512
noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_082_neutral_anything.json,claude-sonnet-4.5,myth_game,positive,True,noise_positive_mem3_claude_sonnet_45,3,0.49071571230888367,0.4452075660228729,0.38657742738723755
