model,noise_label,informed,task_order,n_chains,n_runs,coinages_mean,coinages_median,max_persistence_mean,max_persistence_median,rare_share_pct_mean,rare_share_pct_median,share_runs_coinage_in_reasons
gpt-5-nano,gpt5nano_partner_myth_injection,False,game_myth,90,45,5.733333333333333,6.0,2.3666666666666667,2.0,0.4025801689278139,0.3645477518932354,0.0
gpt-5-nano,gpt5nano_partner_myth_injection,False,myth_game,86,43,5.77906976744186,6.0,2.1511627906976742,2.0,0.3757661866936527,0.32303410566360624,0.0
gpt-5-nano,gpt5nano_partner_myth_injection,True,game_myth,30,15,5.866666666666666,6.5,2.6,2.5,0.4015546181822794,0.4324156506534258,0.0
gpt-5-nano,gpt5nano_partner_myth_injection,True,myth_game,30,15,6.3,6.0,2.3,2.0,0.41660165418182443,0.413042242310535,0.0
gpt-5-nano,gpt5nano_partner_myth_no_noise,False,game_myth,30,15,5.133333333333334,5.0,2.0,2.0,0.3427837989610702,0.2805871972114037,0.0
gpt-5-nano,gpt5nano_partner_myth_no_noise,False,myth_game,30,15,5.3,5.0,2.033333333333333,2.0,0.3343272342329673,0.31934632238702215,0.0
gpt-5-nano,gpt5nano_partner_myth_own_bootstrap,False,game_myth,30,15,6.0,6.0,2.3,1.0,0.3872962807805736,0.3691439904252479,0.0
gpt-5-nano,gpt5nano_partner_myth_own_bootstrap,False,myth_game,30,15,5.733333333333333,6.0,2.2,2.0,0.3657592971350128,0.37142660210569844,0.0
gpt-5-nano,gpt5nano_partner_myth_own_bootstrap,True,game_myth,30,15,5.933333333333334,6.0,2.4,2.0,0.39709412810085026,0.3770732531874973,0.0
gpt-5-nano,gpt5nano_partner_myth_own_bootstrap,True,myth_game,30,15,6.566666666666666,6.0,2.1333333333333333,2.0,0.4573235072649105,0.3731554298073669,0.0
gpt-5-nano,gpt5nano_partner_myth_own_negative_5,False,game_myth,30,15,6.366666666666666,6.0,2.5,2.0,0.44064471836612723,0.4181202943256074,0.0
gpt-5-nano,gpt5nano_partner_myth_own_negative_5,False,myth_game,30,15,4.966666666666667,5.0,3.2,2.0,0.40931395291105627,0.34233379150208176,0.0
gpt-5-nano,gpt5nano_partner_myth_own_negative_5,True,game_myth,30,15,5.266666666666667,5.0,2.3666666666666667,2.0,0.34891188167221593,0.3234442768566135,0.0
gpt-5-nano,gpt5nano_partner_myth_own_negative_5,True,myth_game,30,15,6.4,6.0,2.1666666666666665,2.0,0.4099940531665039,0.4030832076329597,0.0
gpt-5-nano,gpt5nano_partner_myth_own_no_noise,False,game_myth,30,15,6.233333333333333,6.5,2.8,2.0,0.45456728764969884,0.4096580092149744,0.0
gpt-5-nano,gpt5nano_partner_myth_own_no_noise,False,myth_game,30,15,5.2,5.0,1.9333333333333333,1.0,0.3147019312826981,0.30694650725699324,0.0
gpt-5-nano,gpt5nano_partner_myth_own_positive_5,False,game_myth,30,15,5.466666666666667,5.0,2.1,1.0,0.3653406626494237,0.31517842376129745,0.0
gpt-5-nano,gpt5nano_partner_myth_own_positive_5,False,myth_game,30,15,4.766666666666667,5.0,2.3666666666666667,2.0,0.3377330162931044,0.32089632845259064,0.0
gpt-5-nano,gpt5nano_partner_myth_own_positive_5,True,game_myth,30,15,6.066666666666666,5.0,2.566666666666667,2.0,0.41123427973194554,0.4062218919870165,0.0
gpt-5-nano,gpt5nano_partner_myth_own_positive_5,True,myth_game,30,15,5.833333333333333,6.0,2.566666666666667,2.0,0.39747361210494536,0.39413173982486094,0.0
gpt-5-nano,gpt5nano_partner_myth_plus_reasoning,False,game_myth,56,28,4.928571428571429,4.0,2.267857142857143,2.0,0.33188666506984216,0.27452914798206274,0.0
gpt-5-nano,gpt5nano_partner_myth_plus_reasoning,False,myth_game,56,28,5.535714285714286,6.0,2.2142857142857144,2.0,0.36721620669827343,0.32821011371891345,0.0
gpt-5-nano,gpt5nano_partner_myth_plus_reasoning,True,game_myth,18,9,4.944444444444445,4.5,1.6111111111111112,1.0,0.3116039034864206,0.2724817878891328,0.0
gpt-5-nano,gpt5nano_partner_myth_plus_reasoning,True,myth_game,18,9,5.0,5.0,1.8333333333333333,2.0,0.3415426867020164,0.27280510832731103,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_bootstrap,False,game_myth,30,15,6.233333333333333,6.0,1.7666666666666666,2.0,0.3672537601688287,0.32281450782138543,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_bootstrap,False,myth_game,30,15,5.833333333333333,5.0,1.6333333333333333,2.0,0.32363980980012264,0.30024354166355394,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_bootstrap,True,game_myth,30,15,6.033333333333333,6.0,1.6,1.0,0.3563103614612833,0.3474627918050073,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_bootstrap,True,myth_game,30,15,5.633333333333334,6.0,1.6,1.0,0.32708564047915584,0.3449400601516499,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_negative_5,False,game_myth,30,15,6.2,6.0,1.4666666666666666,1.0,0.3357970890534284,0.32102811443647455,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_negative_5,False,myth_game,30,15,6.733333333333333,7.0,1.7333333333333334,1.5,0.3945569155885341,0.3913797232177556,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_negative_5,True,game_myth,30,15,5.0,5.0,1.6,1.0,0.27387948809221,0.2764404707320801,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_negative_5,True,myth_game,30,15,6.466666666666667,7.0,2.033333333333333,2.0,0.3853756602695764,0.37192011757586235,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_no_noise,False,game_myth,30,15,6.6,6.0,1.6666666666666667,1.5,0.3791938386278272,0.3650469426381575,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_no_noise,False,myth_game,30,15,7.033333333333333,7.0,1.7,1.0,0.4144249475658836,0.3931633815605753,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,False,game_myth,30,15,5.4,6.0,1.7333333333333334,1.0,0.3168328989783483,0.3032768099662847,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,False,myth_game,30,15,5.866666666666666,5.5,1.5666666666666667,1.5,0.3299404616228742,0.3208890457908595,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,True,game_myth,30,15,5.933333333333334,5.0,1.7333333333333334,2.0,0.3475436078183517,0.32483780720160144,0.0
gpt-5-nano,gpt5nano_partner_myth_shuffled_positive_5,True,myth_game,30,15,5.866666666666666,6.0,1.6333333333333333,1.0,0.3291094200463574,0.3025223000291776,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,False,game_myth,20,10,8.0,8.0,2.2,2.0,0.5892945804317854,0.5252775814295556,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,False,myth_game,20,10,10.1,10.5,2.0,2.0,0.7924984004804423,0.7350098430882857,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,True,game_myth,20,10,9.25,7.5,1.85,2.0,0.664409160836745,0.4932492471241954,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_bootstrap,True,myth_game,20,10,11.3,11.0,2.45,2.0,0.8898608875404976,0.8615427143202682,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,False,game_myth,30,15,9.4,9.0,1.6333333333333333,1.5,0.6285668883647465,0.5097510402841476,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,False,myth_game,30,15,10.833333333333334,11.0,2.2,2.0,0.8506993593493026,0.8599551632338518,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,True,game_myth,30,15,10.633333333333333,10.5,2.2666666666666666,2.0,0.79546921265669,0.8128961731747546,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_negative_5,True,myth_game,30,15,9.5,9.0,2.7,2.0,0.7473396060032419,0.6388324423463698,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,False,game_myth,30,15,12.233333333333333,12.0,1.8,2.0,0.9428168414128186,0.8520685728543613,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,False,myth_game,30,15,10.033333333333333,10.0,2.3,2.0,0.7360356376640289,0.6936693669366937,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,True,game_myth,30,15,10.766666666666667,10.0,3.0,2.0,0.8874571845689284,0.916334057303571,0.0
gpt-5-nano,gpt5nano_partner_myth_targeted_positive_5,True,myth_game,28,14,10.392857142857142,10.0,2.1785714285714284,2.0,0.7976634764437368,0.8097134780932802,0.0
gpt-5-nano,negative_5,False,game_myth,30,15,5.6,5.5,1.5,1.0,0.3107241591394458,0.3165308844830449,0.0
gpt-5-nano,negative_5,False,myth_game,30,15,5.866666666666666,6.0,1.8,2.0,0.3703857249343692,0.3700316311150904,0.0
gpt-5-nano,negative_5,True,game_myth,30,15,6.066666666666666,5.0,1.5666666666666667,1.0,0.3363354553028094,0.31965629754183683,0.0
gpt-5-nano,negative_5,True,myth_game,30,15,5.733333333333333,5.0,2.033333333333333,2.0,0.3762901979837904,0.32949894624147646,0.0
gpt-5-nano,positive,False,game_myth,30,15,5.433333333333334,5.0,1.4,1.0,0.28649596654644643,0.30922202797202797,0.0
gpt-5-nano,positive,False,myth_game,30,15,5.6,6.0,1.5666666666666667,1.0,0.3110173311075719,0.3064474792223484,0.0
gpt-5-nano,positive,True,game_myth,30,15,5.733333333333333,5.0,1.7666666666666666,1.0,0.3362342632158957,0.32299397801703733,0.0
gpt-5-nano,positive,True,myth_game,30,15,5.8,5.5,2.1666666666666665,2.0,0.36698667156526077,0.34637454823963043,0.0
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,False,game_myth,30,15,10.433333333333334,11.0,1.6666666666666667,1.5,0.7994197996988579,0.8939291311392674,0.0
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,False,myth_game,30,15,10.066666666666666,10.0,2.2333333333333334,1.0,0.7537240694607642,0.734721057564248,0.0
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,True,game_myth,30,15,10.7,11.5,2.0,2.0,0.8217615965675552,0.9653137420209563,0.0
gpt-5-nano,targeted_myth_bootstrap_gpt5nano,True,myth_game,30,15,8.2,7.5,1.4333333333333333,1.0,0.542902854208503,0.4127973162968329,0.0
gpt-5-nano,targeted_myth_k1_gpt5nano,False,game_myth,40,20,9.825,9.0,1.95,2.0,0.7558864129284641,0.7119666155844275,0.0
gpt-5-nano,targeted_myth_k1_gpt5nano,False,myth_game,40,20,8.925,8.5,1.625,1.5,0.6690765409011761,0.6089756008046622,0.0
gpt-5-nano,targeted_myth_k2_gpt5nano,False,game_myth,40,20,9.075,10.5,1.875,1.0,0.6772112487724178,0.6975329365948675,0.0
gpt-5-nano,targeted_myth_k2_gpt5nano,False,myth_game,40,20,10.15,10.5,1.95,1.5,0.7970609207121979,0.8494684889901291,0.0
gpt-5-nano,targeted_myth_neutral_gpt5nano,False,game_myth,38,19,7.368421052631579,6.5,2.026315789473684,2.0,0.5005635595298212,0.42468353975258455,0.0
gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,40,20,9.8,9.5,1.75,1.5,0.6982857874984869,0.6783402778498381,0.0
