path,model,noise_label,informed,task_order,agent,coinage,rounds_persisted,in_reasons
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,lirash,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,brinehold,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,lumenshore,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,hushmere,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,repaid,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,brinecrest,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,kethra,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,forgave,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_017_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,aelorn,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,craftsmen,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,knives,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,moonwatch,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,embercrest,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,emberbind,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,repaid,4,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,astervale,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,hollowmere,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,woodcarver,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_018_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,brinehold,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,coastline,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,shoreline,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,shortcuts,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,fishermen,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,ferrymen,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,shortcuts,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,shoreline,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,saltwright,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,lanternmere,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_020_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,brinehaven,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,brinewatch,3,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,forgave,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,forgiven,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,mirtha,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,dockhand,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,repaid,3,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,glacefall,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,bellstone,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,calder,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_019_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,sablequay,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,repaid,3,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,dryboat,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,loomkeepers,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,mirrorkeepers,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,misaligned,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,repaid,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,forebearers,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,coralin,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,seawind,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_016_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,coastline,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,rewrote,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,solaine,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,northgrove,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,brighshore,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,hollowglade,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,passerby,3,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,brinewatch,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,heavier,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,morninglight,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_022_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,lumenreach,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,lanternshore,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,ferrymen,2,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,heavier,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,oversaw,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,emberport,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,lorian,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,wovenmere,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,cooperation,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,repaid,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_021_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,cooperative,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,fishermen,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,clocktower,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,repaid,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,rooftop,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,weathervane,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,repaid,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,scarves,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,dockworker,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,rooftop,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_015_neutral_reciprocity_oath.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,deckhand,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_024_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,passerby,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_024_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,heavier,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_024_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,seaheart,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_024_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,shorelines,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_024_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_1,rivercity,1,False
noise_experiments/v4_direct_provider_targeted_gpt5nano/targeted_myth_neutral_gpt5nano/gpt-5-nano/myth_game/default/targeted_myth_neutral_gpt5nano_024_neutral_trickster_exploitation.json,gpt-5-nano,targeted_myth_neutral_gpt5nano,False,myth_game,Agent_2,harthill,1,False
