condition,condition_label,replicate_id,round,agent_id,author_type,text,word_count,coop_density,coop_present,threat_density,threat_present,half_rule,punishment_density,punishment_presence
control,0% defectors,61,2,Agent_3,standard,"Myth: In the Night Ledger, two vessels stood upon the Sea of Numbers: the Sender’s Flask and the Receiver’s Cup. The Flask held five bright coins, each a spark of intention. Across the shore, the Cup waited, rimmed with possibility, ready to return a portion of the glow. Between them flowed the River of Three, a current that multiplied what was sent, turning a gift into a dawn of shared light.

The Gatekeeper spoke in soft arithmetic: Send what you may, and be prepared to meet the tide of returns. The Receiver listened for mercy, choosing a return that would neither starve the sender nor dim the beacon of trust. Thus the circle began: a breath of send, a chorus of threefold light, and a careful, honest return that balanced the scale of hope.

Legends say: greed is a fog that ruins both ships; courage to send is a compass that guides both to brighter coasts. The true measure is not the coin kept, but the courage to place a part of oneself into the wind, to watch it multiply, and to offer a return that makes the next voyage safer for all. In this myth, partnership is the map, and trust—the compass.",206,4.368932038834951,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,2,Agent_4,standard,"Myth: In the Valley of Quiet Calculations, the Gate of Send stood beside the Mirror of Return, twin anchors in the sea of choice. A SENDER, bearing a purse of five bright coins, approached with a steady breath and spoke a number into the wind. The wind answered with threefold light, and the RECEIVER watched the coins arrive, each coin carrying a whisper of possibility. The Receiver then chose how much to return, shaping the fate of both, for every returned coin stitched a new thread into the loom of trust.

Legends say the River of Equilibrium runs strongest when both travelers honor three truths: first, generosity grows when shared, turning a little into a luminous surplus; second, discernment keeps the balance, for not every gesture should return fully, and not every withheld coin is scorned; third, courage matters more than cleverness, for the path of fairness requires the heart to bend toward the other.

Thus the game is a dance of reflection and action: send with clear intent, see light multiply, return with measured mercy, and watch as both figures rise together. In this way, the valley learns that partnership is a map, the routes are numbers and trust, and the true treasure is the enduring glow of mutual ascent.",211,5.687203791469194,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,2,Agent_5,standard,"Myth: In the Valley of Three Winds, a small wooden Bell hung above a stream that ran in rings: Sender, Receiver, and the Quiet Balance. The Bell tolled when a choice was spoken, and the stream hummed as coins of light moved from one ring to the next. The Sender offered a flame—five tokens, perhaps, or a fraction—knowing the Round would magnify it thrice before it touched the Receiver. The Receiver, patient, listened for the bell’s second tone and chose a measure to return, measured by wisdom rather than greed. If the return was too small, the stream grew cold; if the return grew bold, it stirred a bright surge that warmed both shores.

An elder raven perched on the Bell’s post and whispered: “The game is not about winning, but about breathing in balance.” The Wind replied with a soft count: three breaths for trust, one breath for doubt, three for payoff. The Bell sang when harmony arrived—neither hoarded nor squandered, but shared in proper measure. In this myth, the river teaches a simple law: send enough so the current multiplies; return only what is just, so the circle stays whole. Thus the valley kept its light, and the people learned to trade with care for the common good.",215,2.7906976744186047,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,2,Agent_6,standard,"Myth: In the Hollow Ledger of Echoing Pines, the two rivers—Send and Return—run beneath a moon that counts breaths. The Sender steps onto the stone bridge with five coins of light, each coin a promise. The bridge shimmers, multiplying the promise by three as it crosses the river, sending a signal to the Returner: ""What will you return?"" The Returner stands at the far bank with an open palm, not to hoard but to balance. They weigh three things: need, gratitude, and the health of the forest that drinks from both streams.

A Sentry of Numbers, carved in bark, watches the flow. It marks a simple law: generous crossing invites a brighter future; too little crossing leaves the forest cold and quiet. Yet greed risks a drought where gifts dry up and voices fade. The river speaks in echoes: every sent flame must be met with a measured return, so the next journey can begin anew with stronger light.

Round by round, two voices learn to listen: the Sender learns to offer enough to spark a shared flame; the Returner learns to answer with care, ensuring the balance remains. When both hold the balance true, the Hollow Ledger glows, and the woods prosper—not from gold alone, but from trust, patience, and the courage to pass the threefold spark again.",222,4.054054054054054,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,2,Agent_7,standard,"Myth: In the Lanterned Vale, two bridges arced over a quiet stream of numbers. The Sender carried a pouch of five stars; the Receiver held a garden of three silver blooms. Each dawn, the sender could release a portion of stars to cross the bridges, where the stars would triple in the river of Return, arriving as light for the Receiver to tend. The Keeper of Balance stood at the far end, deciding how many blooms would be returned to the Sender, shaping futures with a single gesture.

The first travelers learned from the old tale: a generous send wakes the river, but the river’s generosity is measured by the return. If the Sender sends three stars, the river sends nine back—not to hoard, but to plant a larger garden. The Receiver, wise as a night watch, may return a smaller seed or a larger harvest, yet each choice must acknowledge the pact: the sender’s starting five remains the root, and the receiver’s gain rests on restraint.

Thus the Vale teaches a law of shared fortune: give with clear aim, return with thoughtful care, and balance grows like a quiet tree. When mistakes loom, recount the arithmetic of trust—what you send becomes more, what you take becomes your reflection, and together you walk the bridge to fairness.",222,4.504504504504505,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,2,Agent_8,standard,"Myth: In a vale where coins bloom like flowers under twin suns, there stood the Wheel of Choice, a circle etched with runes of Give, Multiply, and Return. Two sentinels guarded its rim: the Sender, holder of a quiet purse, and the Receiver, keeper of a listening heart. The Wheel did not punish or praise; it only revealed the truth of balance. When the Sender offered a portion, a hidden fire would flare—the coins would travel through the Wheel and emerge thrice as bright on the other side, yet the glow would demand a careful reckoning, for the balance could tilt the land toward plenty or peril. The Receiver, standing within the circle, felt the echo of every gift: the more they returned in trust, the steadier the next dawn would be for both.

Across the mist, a Memory Tree grew, its leaves whispering lessons: that generosity without foresight is wildfire, and caution without generosity is frost. The Tree urged a mutual rhythm—part, trust, return—so that each round stitched community closer, not through greed or restraint, but through a ceremonial measure of faith. The Wheel taught: play with clear intent, let fairness travel in thrice-harmonic steps, and the shared village will endure.""",206,5.339805825242718,1.0,0.48543689320388345,1.0,0.0,0.4878048780487805,1.0
control,0% defectors,61,3,Agent_1,standard,"Myth: In the City of Balanced Tides, a Gate hung between two towers: the Tower of Give and the Tower of Return. The Sender, bearer of the Five-Leaf Coin, stepped onto a bridge of glimmering glass; the Receiver stood on the opposite shore, listening for the River of Multiplied Echo. Each step forward released a spark that multiplied, not as conquest, but as counsel. The rule was simple and stern: offer a portion with clear intent, watch the river swell, then listen to the echo of what is asked back.

The River sang thrice its refrain, refining every choice: a small gift may summon a generous seed; a grand gesture may demand careful reciprocity. The Receiver, weighing the river’s tone, chose how much to return, knowing the next dawn would weigh the untouched and the returned. The Ledger of Moon-Glass recorded the balance: sent, returned, retained, and what would be carried forward as the circle renewed.

In the myth’s core lies the quiet discipline of cooperation: give with measured hope, receive with mindful restraint, and always preserve the circle’s health. When players act with intention, the city thrives; when either side forgets the pact, the tides recede. Thus the Gate teaches: trust is a currency earned through consistent, fair exchange.",215,4.186046511627907,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,3,Agent_2,standard,"Myth: In the Lanterned Weave, the Sea of Numbers stretched between two isles: the Sender Isle and the Receiver Reef. A seven-coin lantern hung above, its flame fed by trust. The rite was simple: the Sender places a portion on a braided path, the path brightens threefold as it crosses the water, and the Receiver answers with a measured returning thread. The loom of fate records every thread: amount sent, amount returned, and the growing or waning balance that binds future rounds.

On the first tide, the Windship released two coins onto the glowing strand. The river replied with six, a chorus of possibilities. The Receiver, mindful of the balance, returned four threads, stitching a circle tight with care. The Sender’s purse swelled: five minus two plus four equals seven. The Receiver kept two threads, a reserve for the next crossing, a beacon to guide restraint.

Thus, the Lanterned Weave teaches a deeper craft: generosity must be tempered by foresight, and restraint must be generous enough to invite trust. When players honor the sequence—send with minimal excess, return with honest measure—the sea becomes a harbor of mutual ascent. The myth becomes a map: spend with intention, return with fairness, and let every voyage strengthen the village that thrives on shared reckonings and guided mercy.",218,5.045871559633028,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,3,Agent_3,standard,"Myth: In the Lattice of Light and Ledger, two sentinels stood at opposite poles: the Sender’s Lantern and the Receiver’s Bowl. A silver thread tied them, winding through a Gate of Five that glowed with potential. The Thread of Three bound every gift to a growing promise: what one offers becomes thrice as bright when it travels, and what returns completes the circle. The Gatekeeper reminded them: Give with clarity; receive with fairness; both must breathe with the same rhythm.

In this myth, greed is a shadow that dims the lantern, while trust is a spark that multiplies. The Sender must choose a path of openness, sending a portion of their light to illuminate the other side. The Receiver, listening to the lantern’s pulse, returns a measure that sustains the flame without burning the giver’s vessel. The cycle continues whenever the lamp glows in tandem with the bowl, a partner’s glow reflected in a shared dawn.

The raven of balance circles high, croaking: “Trade is not war but weather; adjust your sails to the wind of fairness.” If one clutches too tightly, the thread frays and the lights dim. If both share wisely, the corridor of trust shines brighter, guiding future travelers to safer shores. The game teaches: balance through deliberate boldness births community, and community through deliberate fairness breathes enduring fortune.",227,4.405286343612335,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,3,Agent_4,standard,"Myth: In the City of Calculated Light, two towers loomed: the Sender's Beacon and the Receiver's Mirror. A stream ran between them, and on its banks stood a coin-grove where five bright coins could be offered. The Sender, armed with intention, spoke a number into the wind, and the wind bent it into threefold illumination, so the Receiver saw a stream arrive. The Receiver then tended the glow, choosing how much to return, shaping the future with mercy or restraint. The balance weighed not in gold alone, but in trust's quiet resonance.

The oldest law murmured through the stones: send with purpose, for every coin released becomes three lights that seek a home. Return with counsel, for the amount returned must reflect both generosity and prudence, keeping the grove alive for the next traveler. Neither side should overshadow the other; the pact thrives on shared ascent.

Thus the City teaches a living geometry: the act of sending enlarges the common vault; the act of returning refines the path forward. The brightest futures are not brighter by greed, but by the harmony of give and take. When a misstep occurs, recount the pattern: the threefold ripple returns to the giver, the balance reopens the way. Together, they walk the road of fairness, where every choice is a stitch in the fabric of mutual rise.",224,4.910714285714286,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,3,Agent_5,standard,"Myth: In the Harbor of Quiet Exchange, the bell of three chimes tolls whenever a choice is shared. The Shipwright and the Steward stand at opposite bows, each bearing a vial of light: the Shipwright’s five tokens, the Steward’s same measure. A current called the Spiral of Three sweeps between them, turning what is sent into a greater beacon for the harbor. The Shipwright may cast a portion into the tide, knowing the Spiral will triple it before it reaches the Steward. The Steward watches the glow come ashore and weighs a return—not too small, lest the tide dry the docks, not too large, lest the harbor flood and sinks the ships. The harbor’s law is clear: balance is the ballast, and trust the keel. If one ships too little, the wind falters and fogs the harbor; if one ships too much, the weight must be eased by a measured return, so both journeys endure.

An old gull circles overhead and cries: “Patience is the crew, fairness the compass.” The bell rings again when harmony is found: a fair send, a thoughtful return, a circuit of generosity that keeps the harbor alive. Thus, the harbor thrives on measured risk and reciprocal care, and every voyage strengthens the shared horizon.",213,4.694835680751173,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,3,Agent_6,standard,"Myth: On the Bridge of Threefold Light, the River Split holds two banks: Send and Return. The Sender gathers five coins of dawn, and steps onto the bridge; each coin, when given, becomes three bright echoes crossing the span, reaching the far bank as light that the Receiver can cradle. The Receiver stands with an open palm, listening for the echoes of need, gratitude, and community health, choosing a return that keeps the bridge plumb and the river alive.

A Quiet Sentry, carved of tree-ring wisdom, marks the rhythm: give enough to awaken the forest; give too little and the trees sigh; give too much and the current strains, though generosity may still arrive in the next wave. The Wheel of Fate spins softly, reminding both players that the game is not a battle but a symphony of trust: each round, balance the spark with measured care, so the next dawn finds the village stronger.

As rounds unfold, the Bridge learns the speakers’ true aim: the Sender learns to seed a hopeful amount, the Receiver learns to return with intention, not accident or haste. When harmony holds, the river sings back in unison, and the village endures, nourished by shared light and steady hands.",205,2.9268292682926833,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,3,Agent_7,standard,"Myth: In the Coin-Lattice of Dawn, two rails stretched across a silent bay: the Sender’s Road and the Receiver’s Gate. The Sender carried a five-star lantern, each light a choice, each choice bending the tide. The Gate watched as coins crossed the verge, tripling in the River of Return, then returning as seeds of future days. The Receiver wore a cloak of patience, able to shape what returned, knowing every seed carried a message about trust.

Legends declare three truths to guide the voyage: first, generosity awakens the current; even a small send can bloom into a larger orchard if guided by purpose. Second, restraint is strength: not every light must cast itself back; difference between abundance and abundance’s false glare is wisdom. Third, courage binds both travelers: to risk a heartful send and to measure what is given back, so the bridge between them remains open.

Thus the Coin-Lattice teaches a sacred arithmetic of partnership: speak a clear sum, send what you mean to grow, and be ready to receive the mirror of your own intent. When missteps occur, recount the numbers aloud: what you sent becomes the seed, what you receive returns as the map, and together you walk the span toward a fair dawn where both climb.",216,3.7037037037037033,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,3,Agent_8,standard,"Myth: In the Valley of Threefold Signals, the River Split glowed with thrice-bright light. On its banks stood two sentinels: the Sender, keeper of a small flame of five coins, and the Receiver, guardian of the listening heart. A white bridge arced across, etched with Runed Reciprocity. When the Sender stepped onto the bridge, the flame leaped forward and tripled its light as it crossed, not to blaze alone but to illuminate the path for the Receiver’s choice. The Receiver, seeing the gleam, weighed three whispers—need, balance, and future trust—before returning a portion that would temper the next cycle.

In this myth, a Memory Tree grew near the banks, its leaves recording every crossing: a record of how much was sent, how much was returned, and how the web of shared fortune strengthened. The Tree’s wisdom spoke in subtle wind: generosity without foresight withers; return without boldness dulls the glow. The Sentries of the Ledger, carved from gnarly wood, counted rounds and reminded both players that wealth is not kept but renewed through fair exchange.

Thus the valley learned to measure mercy, to fire the bridge with intention, and to plant the next dawn in the soil of trust. For in balanced crossing, all voices find light, and the forest thrives on cooperative flame.",219,4.5662100456621,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,4,Agent_1,standard,"Myth: In the Loom of Equal Turns, two threads stretched from dawn to dusk: the Sender’s Strand and the Receiver’s Mirror. A Bell of Threefold Light hung between them, chiming whenever a token passed, turning a single coin into three guided sparks. The Sender spoke into the wind a measured gift, knowing the river would triple it and deliver the glow to the Receiver. The Receiver, listening to the river’s hum, chose how much to return, shaping the next sunrise for all.

The Loom kept a living tally on a moon-glass loom: amount sent, amount returned, balance kept, and the thread’s future color. If the Sender offered too little, the Bell sighed, reminding that care nourishes the village; if too much, the Bell sang caution, lest the loom fray. The Receiver learned to measure mercy against necessity, for generosity unchecked can hollow a day, while restraint without mercy can stall a village’s breath.

Thus the City teaches a simple law: act with clear intention, so the threefold light may spread without burning. Return with wisdom to sustain tomorrow’s threads. When both threads move in concert, the loom hums with steady color, economies of kinship, and a shared ascent. The circle endures because trust, once sewn, becomes the fabric of every dawn.",218,3.211009174311927,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,4,Agent_2,standard,"Myth: In the Cyturean Harbor, the Gate of Steps stood between two ships: the Sender, bearing a lantern with five fixed stars, and the Receiver, listening for the quiet harbor bells. A braided rope stretched between them, braided with three threads: send, return, and trust. The rule was carved into shell and slate: the Sender casts a portion that travels the rope; the river multiplies, and the Receiver chooses a return that shapes the next tide. Every exchange writes a line in the Ledger of Light, recording amount sent, amount returned, and the balance that will steer future crossings.

On the third tide, the Windship released three coins. The river tripled them to nine, a chorus of potential, then the Receiver weighed the whispers of need, balance, and future trust, returning four threads to steady the circle. The Sender’s purse then reads five minus three plus four: six coins, a bright harvest of cooperation. The Receiver guards a small reserve—two threads—to kindle future decisions.

Thus the Cyturean Harbor teaches a craft beyond math: generosity must be deliberate, restraint must be generous enough to invite reciprocity, and every choice must honor the voyage as a communal craft. When both players navigate with intention, the harbor glows, the ships align, and the village grows stronger with each shared crossing.",220,4.545454545454546,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,4,Agent_3,standard,"Myth: In the Spiral of Shared Light, two currents wind toward a central Stone of Balance. The Sender approaches with a pouch of five gleams, each gleam a possibility, each possibility a pulse of intention. The Receiver stands with an open bowl, the sea behind it waiting to lend its glow back to the shore that sent it forth. Between them swirls the Threefold Wind, nudging each step: send once, so the light may triple on its journey; return with care so the circle remains full, not drained.

Legends teach patience: no greed can outpace the river of reciprocity, no stinginess can seal the bridge. The Sender must choose a clear amount, trusting the Wind to carry it true; the Receiver must weigh mercy and fairness, placing a return that sustains both vessels, not a single heart. The balance is a living instrument, tuning itself with every round, until the chord of trust resonates.

An elder star speaks from above: “The game is a practice, not a prize. Bold giving with honest receiving builds a continent of kinship.” When both navigate with courage and restraint, the Spiral brightens, guiding future travelers to safer harbors. The lesson endures: share what you can, return what is just, and let cooperation crown the dawn with steady, communal light.",215,4.651162790697675,1.0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,61,4,Agent_4,standard,"Myth: In the Harbor of Hidden Totals, the Gate of Send faced the Mirror of Return, where every choice casts a ripple across two shores. The SENDER carried a small chest of five, each coin a spark of possible fate, and spoke a number into a wind that braided it into threefold light. The RECEIVER, listening at the far bank, gathered the arriving glow and chose how much to return, shaping not only the present but the road ahead for the next traveler.

Ancient tutors whisper three guiding laws: first, clarity births momentum; send with a clear aim, so three lights travel outward. second, mercy governs the balance; return not merely what was given, but what sustains the shared garden, so the circle remains fertile. third, patience sustains trust; no rush to hoard, no fear to share, for the path to ascent lies in measured generosity and prudent restraint.

Thus the harbor teaches a living map: the act of sending enlarges the communal harbor, while the act of returning refines the course for all who follow. When missteps occur, recount the pattern: light multiplies, echoes return, and the circle reopens. If both stride with intent and restraint, they rise together, charting a future where fairness is the compass and cooperation the current.",212,5.660377358490567,1.0,0.0,0.0,0.0,0.0,0.0
