history,history_label,condition,condition_label,replicate_id,path,num_agents,final_balance,joint_balance,mean_trust_ratio,mean_return_ratio,mean_sent,mean_returned,mean_later_communicated_sent,num_interactions,return_over_sent
partner_dossier,Current-partner dossier,game,Game only,3,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_003_neutral_rep03.json,8,63.0,503.99999999999994,0.76,0.39988888888888885,3.8,4.65525,3.8261111111111115,40,1.2250657894736843
partner_dossier,Current-partner dossier,game,Game only,4,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_004_neutral_rep04.json,8,64.1875,513.5,0.7837500000000001,0.39747605062492836,3.91875,4.635,3.883611111111112,40,1.1827751196172247
partner_dossier,Current-partner dossier,game_myth,Game → Myth,0,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_000_neutral_rep00_memtest_memory_primary_anything.json,8,60.949999999999996,487.6,0.719,0.35556884920634924,3.595,3.84825,3.648888888888889,40,1.0704450625869262
partner_dossier,Current-partner dossier,game_myth,Game → Myth,1,data/json/noise_experiments/history_factorial_mythrepairs_20260821/noise8_crossmodel_signed_gpt_n5_game_myth_mythrepair/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_mythrepair_000_neutral_rep01_memtest_memory_primary_anything.json,8,62.5,500.0,0.75,0.37197222222222226,3.75,4.1955,3.9408333333333325,40,1.1188
partner_dossier,Current-partner dossier,game_myth,Game → Myth,2,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_002_neutral_rep02_memtest_memory_primary_anything.json,8,63.75,510.0,0.775,0.34138888888888885,3.875,3.9625,3.8102777777777774,40,1.0225806451612902
partner_dossier,Current-partner dossier,game_myth,Game → Myth,3,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_003_neutral_rep03_memtest_memory_primary_anything.json,8,63.125,505.0,0.7625,0.37723743386243386,3.8125,4.36425,3.853888888888889,40,1.1447213114754098
partner_dossier,Current-partner dossier,game_myth,Game → Myth,4,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_004_neutral_rep04_memtest_memory_primary_anything.json,8,61.375,491.0,0.7274999999999999,0.3633323412698412,3.6375,3.8879999999999995,3.526388888888889,40,1.068865979381443
partner_dossier,Current-partner dossier,myth_game,Myth → Game,0,data/json/noise_experiments/history_factorial_mythrepairs_20260821/noise8_crossmodel_signed_gpt_n5_myth_game_mythrepair/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_mythrepair_000_neutral_rep00_memtest_memory_primary_anything.json,8,67.75,542.0,0.8550000000000001,0.349756261568955,4.275,4.4375,4.193888888888889,40,1.0380116959064327
partner_dossier,Current-partner dossier,myth_game,Myth → Game,1,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_001_neutral_rep01_memtest_memory_primary_anything.json,8,65.625,525.0,0.8125,0.4826891534391534,4.0625,5.863,4.1575,40,1.4432
partner_dossier,Current-partner dossier,myth_game,Myth → Game,2,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_002_neutral_rep02_memtest_memory_primary_anything.json,8,65.0625,520.5,0.8012499999999999,0.3767826468194115,4.00625,4.5225,3.8183333333333334,40,1.128861154446178
partner_dossier,Current-partner dossier,myth_game,Myth → Game,3,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_003_neutral_rep03_memtest_memory_primary_anything.json,8,66.625,533.0,0.8324999999999999,0.38048650793650796,4.1625,4.662750000000001,4.129722222222222,40,1.1201801801801805
partner_dossier,Current-partner dossier,myth_game,Myth → Game,4,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_004_neutral_rep04_memtest_memory_primary_anything.json,8,66.25,530.0,0.825,0.4340982142857143,4.125,5.391249999999999,4.049722222222223,40,1.306969696969697
