batch,condition,condition_label,replicate,path,avg_sent,avg_returned,avg_return_ratio,final_agent_1,final_agent_2,final_mean_balance,final_total_balance,escalated_send,escalated_return
myth_causal_normative_clean_claude_r10_n5,myth_game_directive,Myth-Game Directive,0,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_010_neutral_rep00_myth_game_directive_anything.json,4.7,9.2,0.6472222222222224,72.0,72.0,72.0,144.0,True,True
myth_causal_normative_clean_claude_r10_n5,myth_game_directive,Myth-Game Directive,1,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_011_neutral_rep01_myth_game_directive_anything.json,3.0,4.5,0.5,55.0,55.0,55.0,110.0,False,False
myth_causal_normative_clean_claude_r10_n5,myth_game_directive,Myth-Game Directive,2,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_012_neutral_rep02_myth_game_directive_anything.json,4.0,6.0,0.5,65.0,65.0,65.0,130.0,True,False
myth_causal_normative_clean_claude_r10_n5,myth_game_directive,Myth-Game Directive,3,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_013_neutral_rep03_myth_game_directive_anything.json,3.0,4.5,0.5,55.0,55.0,55.0,110.0,False,False
myth_causal_normative_clean_claude_r10_n5,myth_game_directive,Myth-Game Directive,4,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything.json,3.0,4.95,0.55,54.5,55.5,55.0,110.0,False,False
myth_causal_normative_clean_claude_r10_n5,myth_game_normative,Normative Directive,0,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_015_neutral_rep00_myth_game_normative_anything.json,5.0,8.0,0.5333333333333333,75.0,75.0,75.0,150.0,True,True
myth_causal_normative_clean_claude_r10_n5,myth_game_normative,Normative Directive,1,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_016_neutral_rep01_myth_game_normative_anything.json,5.0,10.0,0.6666666666666667,75.0,75.0,75.0,150.0,True,True
myth_causal_normative_clean_claude_r10_n5,myth_game_normative,Normative Directive,2,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_017_neutral_rep02_myth_game_normative_anything.json,5.0,10.0,0.6666666666666667,75.0,75.0,75.0,150.0,True,True
myth_causal_normative_clean_claude_r10_n5,myth_game_normative,Normative Directive,3,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_018_neutral_rep03_myth_game_normative_anything.json,5.0,7.5,0.5,75.0,75.0,75.0,150.0,True,True
myth_causal_normative_clean_claude_r10_n5,myth_game_normative,Normative Directive,4,data/json/myth_causal_normative_clean_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_normative_clean_claude_r10_n5_019_neutral_rep04_myth_game_normative_anything.json,3.0,6.0,0.6666666666666667,55.0,55.0,55.0,110.0,False,False
