history,history_label,task,task_label,replicate_id,path,num_agents,final_balance,joint_balance,mean_trust_ratio,mean_return_ratio,mean_sent,mean_returned,mean_later_communicated_sent,num_interactions,return_over_sent
dossier,Current-partner dossier,myth_game,Myth → Game,13,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_dossier_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_history_confirm_gpt_n10_dossier_myth_game_008_neutral_rep13_memtest_memory_primary_anything.json,8,64.75,518.0,0.7950000000000002,0.3630550595238095,3.975,4.3103750000000005,3.943611111111111,40,1.08437106918239
dossier,Current-partner dossier,myth_game,Myth → Game,14,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_dossier_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_history_confirm_gpt_n10_dossier_myth_game_009_neutral_rep14_memtest_memory_primary_anything.json,8,66.0625,528.5,0.82125,0.4383333803258145,4.10625,5.404625,4.074722222222222,40,1.3161948249619482
private,Private interaction memory,game,Game only,5,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_000_neutral_rep05.json,8,62.95,503.6,0.759,0.3923244047619047,3.7950000000000004,4.478,3.926388888888889,40,1.1799736495388669
private,Private interaction memory,game,Game only,6,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_001_neutral_rep06.json,8,71.875,575.0,0.9375,0.4194597222222223,4.6875,5.935250000000001,4.363055555555556,40,1.2661866666666668
private,Private interaction memory,game,Game only,7,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_002_neutral_rep07.json,8,64.5,516.0,0.7899999999999999,0.4045868241235889,3.95,4.87725,3.9705555555555554,40,1.234746835443038
private,Private interaction memory,game,Game only,8,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_003_neutral_rep08.json,8,65.125,521.0,0.8024999999999999,0.42377551548397135,4.0125,5.1370000000000005,4.0311111111111115,40,1.2802492211838006
private,Private interaction memory,game,Game only,9,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_004_neutral_rep09.json,8,65.25,521.9999999999999,0.805,0.43286335978835977,4.025,5.176625,4.0505555555555555,40,1.2861180124223601
private,Private interaction memory,game,Game only,10,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_005_neutral_rep10.json,8,67.13,537.04,0.8426,0.4074637536075036,4.212999999999999,5.069,4.113333333333333,40,1.203180631379065
private,Private interaction memory,game,Game only,11,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_006_neutral_rep11.json,8,65.9375,527.5,0.81875,0.4086430242272348,4.09375,5.043875,4.086944444444445,40,1.232091603053435
private,Private interaction memory,game,Game only,12,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_007_neutral_rep12.json,8,64.25,514.0,0.7849999999999999,0.4150819444444444,3.925,4.7875,3.8830555555555555,40,1.2197452229299364
private,Private interaction memory,game,Game only,13,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_008_neutral_rep13.json,8,64.5625,516.5,0.79125,0.433863196389667,3.95625,5.129125,3.983055555555556,40,1.2964612954186414
private,Private interaction memory,game,Game only,14,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_confirm_gpt_n10_private_game_009_neutral_rep14.json,8,68.75,550.0,0.875,0.4315666666666667,4.375,5.671125,4.377222222222223,40,1.2962571428571428
private,Private interaction memory,myth_game,Myth → Game,5,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_000_neutral_rep05_memtest_memory_primary_anything.json,8,67.875,543.0,0.8574999999999999,0.4507847222222222,4.2875,5.713,4.306666666666667,40,1.3324781341107872
private,Private interaction memory,myth_game,Myth → Game,6,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_001_neutral_rep06_memtest_memory_primary_anything.json,8,67.25,537.9999999999999,0.845,0.37156626984126984,4.225,4.647625,3.9955555555555566,40,1.1000295857988165
private,Private interaction memory,myth_game,Myth → Game,7,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_002_neutral_rep07_memtest_memory_primary_anything.json,8,67.75,542.0,0.8550000000000001,0.40285654761904766,4.275,5.17375,4.196666666666666,40,1.210233918128655
private,Private interaction memory,myth_game,Myth → Game,8,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_003_neutral_rep08_memtest_memory_primary_anything.json,8,68.75,550.0,0.875,0.3593392857142857,4.375,4.6815,4.312777777777779,40,1.0700571428571428
private,Private interaction memory,myth_game,Myth → Game,9,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_004_neutral_rep09_memtest_memory_primary_anything.json,8,66.75,534.0,0.8350000000000002,0.3584819444444444,4.175,4.5104999999999995,4.150277777777778,40,1.0803592814371257
private,Private interaction memory,myth_game,Myth → Game,10,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_005_neutral_rep10_memtest_memory_primary_anything.json,8,67.25,538.0,0.8450000000000001,0.40095148809523806,4.225,5.128625,4.019166666666667,40,1.2138757396449706
private,Private interaction memory,myth_game,Myth → Game,11,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_006_neutral_rep11_memtest_memory_primary_anything.json,8,66.9275,535.42,0.83855,0.3594338865251468,4.19275,4.552,4.217777777777778,40,1.0856836205354479
private,Private interaction memory,myth_game,Myth → Game,12,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_007_neutral_rep12_memtest_memory_primary_anything.json,8,68.25,546.0,0.865,0.37808439153439155,4.325,4.851999999999999,4.226111111111111,40,1.1218497109826588
private,Private interaction memory,myth_game,Myth → Game,13,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_008_neutral_rep13_memtest_memory_primary_anything.json,8,64.6875,517.5,0.79375,0.3803003618113912,3.96875,4.54725,3.939166666666667,40,1.145763779527559
private,Private interaction memory,myth_game,Myth → Game,14,data/json/noise_experiments/history_visibility_confirm_gpt_n10_20260821/noise8_history_confirm_gpt_n10_private_myth_game/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_confirm_gpt_n10_private_myth_game_009_neutral_rep14_memtest_memory_primary_anything.json,8,66.6875,533.4999999999999,0.83375,0.37137529178338,4.16875,4.701,4.059444444444445,40,1.1276761619190403
