batch,condition,condition_label,replicate,path,avg_sent,avg_returned,avg_return_ratio,final_agent_1,final_agent_2,final_mean_balance,final_total_balance,escalated_send,escalated_return
noise_experiments,myth_control,Myth Control,0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_010_neutral_rep00_myth_control_anything.json,1.6,0.71,0.12777777777777777,37.9,44.1,41.0,82.0,False,False
noise_experiments,myth_control,Myth Control,1,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_011_neutral_rep01_myth_control_anything.json,1.45,1.13,0.2135865457294029,38.5,40.5,39.5,79.0,False,False
noise_experiments,myth_control,Myth Control,2,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_012_neutral_rep02_myth_control_anything.json,1.925,1.365,0.22800925925925927,46.8,41.7,44.25,88.5,False,False
noise_experiments,myth_control,Myth Control,3,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_013_neutral_rep03_myth_control_anything.json,1.8,1.411,0.23054894179894178,40.38999999999999,45.61000000000001,43.0,86.0,False,False
noise_experiments,myth_control,Myth Control,4,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_014_neutral_rep04_myth_control_anything.json,1.3,0.7750000000000001,0.14190476190476192,36.45,39.55,38.0,76.0,False,False
noise_experiments,myth_control,Myth Control,5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_015_neutral_rep05_myth_control_anything.json,2.2649999999999997,1.863,0.26437050960735164,51.720000000000006,43.57999999999999,47.65,95.3,False,False
noise_experiments,myth_control,Myth Control,6,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_016_neutral_rep06_myth_control_anything.json,2.15,1.43,0.2096111111111111,53.199999999999996,39.8,46.5,93.0,False,False
noise_experiments,myth_control,Myth Control,7,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_017_neutral_rep07_myth_control_anything.json,1.675,1.095,0.20194444444444443,39.7,43.8,41.75,83.5,False,False
noise_experiments,myth_control,Myth Control,8,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_018_neutral_rep08_myth_control_anything.json,2.4,1.8329999999999997,0.2566333333333334,56.88999999999999,41.11000000000001,49.0,98.0,False,False
noise_experiments,myth_control,Myth Control,9,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_019_neutral_rep09_myth_control_anything.json,1.6,0.8850000000000001,0.17001984126984127,41.05,40.95,41.0,82.0,False,False
noise_experiments,myth_game_directive,Myth-Game Directive,0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_020_neutral_rep00_myth_game_directive_anything.json,1.53,0.7130000000000001,0.12037037037037039,37.13,43.470000000000006,40.300000000000004,80.60000000000001,False,False
noise_experiments,myth_game_directive,Myth-Game Directive,1,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_021_neutral_rep01_myth_game_directive_anything.json,0.8800000000000001,0.41,0.11555555555555556,31.099999999999998,36.5,33.8,67.6,False,False
noise_experiments,myth_game_directive,Myth-Game Directive,2,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_022_neutral_rep02_myth_game_directive_anything.json,1.375,0.909,0.17627777777777778,37.14,40.36,38.75,77.5,True,False
noise_experiments,myth_game_directive,Myth-Game Directive,3,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_023_neutral_rep03_myth_game_directive_anything.json,2.025,1.5550000000000002,0.1982638888888889,47.2,43.3,45.25,90.5,True,False
noise_experiments,myth_game_directive,Myth-Game Directive,4,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_024_neutral_rep04_myth_game_directive_anything.json,2.225,1.855,0.21893706293706297,47.1,47.4,47.25,94.5,True,False
noise_experiments,myth_game_directive,Myth-Game Directive,5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_025_neutral_rep05_myth_game_directive_anything.json,4.345000000000001,5.753000000000001,0.4362707780786733,64.42,72.48,68.45,136.9,True,True
noise_experiments,myth_game_directive,Myth-Game Directive,6,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_026_neutral_rep06_myth_game_directive_anything.json,2.925,2.962,0.3303607503607503,53.33,55.17,54.25,108.5,True,False
noise_experiments,myth_game_directive,Myth-Game Directive,7,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_027_neutral_rep07_myth_game_directive_anything.json,1.765,1.173,0.19283950617283951,43.82,41.480000000000004,42.650000000000006,85.30000000000001,False,False
noise_experiments,myth_game_directive,Myth-Game Directive,8,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_028_neutral_rep08_myth_game_directive_anything.json,2.125,1.343,0.19764814814814818,51.92,40.58,46.25,92.5,True,False
noise_experiments,myth_game_directive,Myth-Game Directive,9,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_029_neutral_rep09_myth_game_directive_anything.json,2.7600000000000002,2.5,0.2382685185185185,47.300000000000004,57.9,52.6,105.2,True,False
