availability,condition,replicate_id,round,agent_id,text,word_count,coop_density,coop_present,threat_density,threat_present,half_rule,punishment_density,punishment_presence
off,control,93,2,Agent_3,"Myth: High above the misty valleys of Aethelgard, two pilgrims met at the Chasm of the Sunken Well. The Traveler carried five embers of raw starlight—enough to survive the bitter cold, but never enough to kindle a true beacon. At the depths stood the Alchemist, whose enchanted waters possessed the power to magnify any offering threefold.

Knowing that fear was merely a slow famine, the Traveler chose trust and released all five embers into the deep chasm. Upon touching the sacred waters, they flared into fifteen radiant stars.

The Alchemist understood that wealth hoarded was a poison that would dry the well forever. Gathering the harvest of light, the Alchemist returned half across the divide, keeping half to sustain the hearth. Thus, from five embers, both pilgrims thrived in enduring warmth and boundless prosperity.

At times, wandering winds blew thick mountain fog, carrying a spark astray or distorting the sight of what was exchanged. Yet neither pilgrim succumbed to suspicion, knowing that steadfast faith must look past shifting mists.

Thus the ancient covenant endured: when courage gives completely and honor divides equally, the waters never run dry, and the chasm becomes a bridge of eternal abundance.",197,1.015228426395939,1.0,0.0,0.0,1.0,0.0,0.0
off,control,93,2,Agent_4,"Myth: Upon the mountain of Oros, the Weaver of Dawns and the Keeper of the Loom met each turning of the year. The Weaver held five silver threads, delicate yet full of promise. Alone, they remained mere strands, but when cast across the Great Divide into the Loom, each thread expanded threefold into fifteen vibrant tapestries.

The Weaver did not hesitate or withhold a single strand in doubt. Trusting the ancient rhythm, she cast all five silver threads across the chasm. The Keeper caught them with steady hands, weaving the radiant fifteen cloaks of starlight.

The Keeper knew the eternal law of the high peaks: abundance thrives only when shared in balance. He did not covet the entire weave. Lifting eight glowing cloaks, he cast them back over the chasm to the Weaver, keeping seven to warm the mountain spirits.

Seeing the rich return of her faith, the Weaver rejoiced, her hands filled with double what she once held. Cycle after cycle, they repeated the sacred exchange, clothing the realm in boundless splendor. Thus, the mountain folk remember: entrust all you are given across the divide, and return the woven harvest with fair honor.",194,2.5773195876288657,1.0,0.5154639175257731,1.0,0.0,0.0,0.0
off,control,93,2,Agent_5,"Myth: In the high realm of Aethelgard, the River of Fortune flowed between two kingdoms: Solis upon the sunlit peaks, and Umbra in the fertile valleys. Each cycle, Solis was granted five drops of celestial nectar.

Kept alone, the five drops merely preserved life, never expanding it. Yet if Solis poured all five into the mystical river toward Umbra, the current multiplied the waters threefold into fifteen silver streams.

The Warden of Umbra knew that trust was the bedrock of enduring prosperity. Rather than trapping the swollen torrent behind selfish dams, the Warden channeled seven and a half streams back up the mountain terraces, keeping seven and a half to nourish the valley. In doing so, both realms prospered in perfect balance, each rich with more than double their starting measure.

A rogue traveler once urged the Warden to seize all fifteen waters, but the Warden smiled and replied, ""To swallow the river once is to starve in the morrow. Sustained abundance lives only in the return."" Solis never ceased pouring, and Umbra never ceased returning, weaving a harmony where faith unlocked infinite wealth for all who shared the stream.",190,2.1052631578947367,1.0,0.5263157894736842,1.0,0.0,0.0,0.0
off,control,93,2,Agent_6,"Myth: High in the celestial mountains, the Star-Weaver received five shards of starlight at every dusk. Kept alone, the shards offered only a faint ember against the cold dark. Yet across the silver canyon stood the Moon-Smith, whose enchanted furnace could expand any offering threefold into fifteen blazing stars.

The Star-Weaver cast all five shards across the chasm without hesitation. The Moon-Smith caught them, forging the brilliant constellation of fifteen stars, and faithfully sent seven and a half glowing embers back across the gulf, keeping seven and a half for the furnace. Together, both heavens shone with an eightfold luminescence that neither could kindle alone.

Sometimes, mountain winds and wandering clouds distorted the light in transit, making the return seem subtly altered. Yet the weavers never doubted one another, knowing that the winds were fickle, but their mutual covenant was steadfast.

Thus, the realm learned the ancient law of the stars: supreme bounty requires total offering, and enduring harmony demands an equitable return. When the full gift meets fair honor, the darkness is forever dispelled.",179,5.027932960893855,1.0,0.0,0.0,0.0,0.0,0.0
off,control,93,2,Agent_7,"Myth: Long ago, upon the plateau of Dawn and Dusk, two keepers guarded the Great Chasm. Sol, keeper of the dawn, received five fiery sparks each morning, while Luna, guardian of the silver basin, possessed the magic of magnification.

If Sol kept his sparks, their light faded to ash by nightfall. But when Sol cast all five sparks into Luna’s chasm, the mystical depths multiplied the fire threefold, creating fifteen luminous stars. Luna understood that true power lay not in hoarding the heavens, but in the rhythm of fair return. With steady hands, Luna sent seven and a half measures of celestial starlight back across the abyss to Sol, keeping the equal share to illuminate her own realm.

Seeing the honest return, Sol never hesitated to offer his entire gift each new dawn. Together, they turned a void of darkness into an eternal tapestry of light, outshining every kingdom in the world.

The ancient stones still carry their decree: when the giver offers the whole endowment with unyielding faith, and the guardian returns an equal half of the multiplied bloom, both rise together in boundless, enduring prosperity.",188,4.25531914893617,1.0,0.0,0.0,1.0,0.0,0.0
off,control,93,2,Agent_8,"Myth: High atop Mount Caelum, the Weaver of Sunbeams and the Shaper of Loom held the dawn’s light. Each morning, the Weaver received five radiant filaments. Kept alone, their luster faded by dusk; but cast across the chasm to the Shaper, the celestial winds multiplied the light threefold into fifteen strands of spun gold.

Between them drifted thick, shifting clouds, occasionally obscuring the true measure of what passed. Yet neither artisan let the haze breed doubt. The Weaver faithfully cast all five strands across the void, trusting the sacred craft. In turn, the Shaper wove the shimmering threads and sent back an exact half of the harvest—seven and a half measures of pure dawn—ensuring both creators were richly clothed in radiance.

A selfish predecessor had once hoarded the woven silk, causing the Weaver to withdraw and plunging the world into twilight. But with the bond of full venture and honest return restored, the loom sang endlessly.

Thus was the covenant written in starlight: give fully to unleash the blessing of the wind, divide evenly to banish the cold, and let steady honor see through any passing fog.",190,1.0526315789473684,1.0,0.5263157894736842,1.0,0.0,0.0,0.0
off,control,93,3,Agent_1,"Myth: Before the great canopy arose, the Rain-Maker received five drops of pure dew each twilight, while the Earth-Keeper guarded the ancient grove. Kept in isolation, the five drops quickly vanished into dust, leaving the forest barren and dry.

Without hesitation, the Rain-Maker poured all five sacred drops onto the sleeping soil. Meeting the primordial earth, the gift surged and tripled into fifteen luminous blossoms of life.

When the Earth-Keeper gathered the radiant harvest, swirling mountain mists occasionally blurred the view across the valley, making gifts appear slightly altered in the drifting air. Yet the Earth-Keeper paid no heed to the illusions of the wind. Honoring the sacred covenant of the grove, she sent eight blossoms back to the canopy and nestled seven into the deep roots.

Recognizing that full trust creates the abundance and true equity preserves it, both spirits thrived side by side under the golden leaves. The forest learned that minor tremors and deceptive mists cannot break a bond forged in honest measure. Ever since, those who bestow all five drops receive the eternal blessing of a shared and balanced world.",189,2.1164021164021163,1.0,0.0,0.0,0.0,0.0,0.0
off,control,93,3,Agent_2,"Myth: Long before the stars had names, two celestial artisans guarded the Forge of Creation across the River of Aether. The Spark-Bearer held five fiery embers each cycle, while across the swirling currents waited the Keeper of the Anvil.

The sacred law of the Aether decreed that any spark cast through the cosmic mist flared threefold, yielding fifteen brilliant constellations upon reaching the anvil. If the Spark-Bearer hoarded the embers out of hesitation, the heavens remained dark and barren for all eternity.

Trusting the ancient harmony, the Spark-Bearer released all five embers into the glowing void. The Keeper received the roaring fire and forged fifteen radiant suns, immediately sending half of the cosmic harvest back across the waters to warm the Spark-Bearer’s realm.

Often, erratic stardust and shimmering mirages distorted the count of the glowing flames as they drifted across the vast expanse. Yet neither artisan let false shadows breed resentment or doubt. They remembered that true abundance required looking past the shifting haze with unwavering grace.

Thus, through full surrender of the seed and just division of the bounty, the two kept the cosmic hearth alight, weaving an eternal tapestry of shared light.",199,1.0050251256281406,1.0,0.0,0.0,0.0,0.0,0.0
off,control,93,3,Agent_3,"Myth: At the edge of the Twilight Sea, two guardians watched over the Cauldron of Tides. Sylvan stood upon the eastern bluff with five pearls of condensed moonlight, while Lyra tended the luminous waters below.

Left in the palm, five pearls brought only a fleeting gleam. Yet when cast into the swirling tide, the deep magic of the sea multiplied their essence threefold, yielding fifteen pearls of pure brilliance. Sylvan, knowing that hesitation leaves the world in perpetual dusk, freely surrendered all five pearls to the deep.

Lyra gathered the glowing bounty, honoring the sacred balance. She knew that greed would cloud the living waters and leave the shores barren. Gathering the harvest, she sent half the shining treasure back upon the rising crests, keeping half to nourish the depths. Both guardians were bathed in the radiance of a shared dawn.

Whenever sea sprays and ocean mists blurred the count or swept a glimmer astray, the guardians remained unswerving in their purpose. They knew the transient turbulence of the waves could never breach their covenant. Thus, through wholehearted giving and balanced return, the tide of abundance flowed unbroken for all time.",191,1.0471204188481675,1.0,0.0,0.0,0.0,0.0,0.0
off,control,93,3,Agent_4,"Myth: In the ancient valley of Aethelgard, two elemental spirits maintained the balance of the seasons: Kael, the Sower of Seeds, and Veda, Guardian of the fertile Cavern. Every cycle, Kael was endowed with five crystalline seeds. Kept in his grasp, they stayed dormant; but when tossed into Veda’s enchanted soil, they multiplied threefold into fifteen radiant blossoms.

Kael possessed complete faith in the sacred covenant. Without withholding a single crystal, he sent all five seeds across the canyon into the cavern’s embrace. Veda watched the ground erupt in magnificent, glowing flora, gathering the fifteen blossoms of pure life.

Veda understood that true harmony required absolute fairness. She did not seek short-lived riches by keeping the bounty. Instead, she carefully divided the harvest into two equal halves, returning seven and a half measures of vibrant nectar back to Kael while preserving the other half to nourish the cavern.

Both spirits flourished equally, their realm bathed in everlasting vitality and mutual trust. Season after season, they renewed the sacred pact, proving to all realms that when full faith meets equal division, abundance never ends. Thus the covenant remains unbroken: give all to the fertile ground, and divide the fruit in perfect balance.",204,1.9607843137254901,1.0,0.49019607843137253,1.0,1.0,0.0,0.0
off,control,93,3,Agent_5,"Myth: Across the Celestial Sea, two guardians watched the tide: the Star-Caster and the Tide-Keeper. At every cycle, the Star-Caster held five blazing pearls of starlight. Kept in isolation, their glow would slowly dim. But cast into the deep waters toward the Tide-Keeper, the oceanic magic tripled the pearls into fifteen shimmering orbs.

Between their islands drifted a restless, shimmering mist that sometimes scattered or blurred the count of pearls passing through. Yet neither guardian allowed the ocean's fog to shake their resolve. The Star-Caster steadfastly entrusted the full five pearls across the waves, knowing that true multiplication required unreserved faith.

Upon receiving the swollen bounty, the Tide-Keeper gathered the fifteen radiant pearls. Remembering the sacred harmony of the sea, the Keeper sent seven and a half pearls back across the current, reserving an equal share for the ocean shrine. Both guardians flourished, each ending wealthier than any solitary hoard could permit.

When phantom whispers tempted them to distrust the mist or hoard the gems, they looked to the eternal light of their shared prosperity. For they knew that wholehearted devotion, met by a faithful, even return, turns any hazy sea into an ocean of boundless fortune.",203,1.477832512315271,1.0,0.49261083743842365,1.0,1.0,0.0,0.0
off,control,93,3,Agent_6,"Myth: At the world’s edge stood the Tree of Dawn, tended by the Arborist who was gifted five golden blossoms each sunrise. Across the sacred river lived the Alchemist of the Mist, who possessed the magic of the Silver Cauldron, capable of transforming any offering into three times its measure.

Knowing that blossoms wither when hoarded in isolation, the Arborist cast all five blossoms across the waters. In the cauldron’s depths, the five blossomed into fifteen vessels of pure nectar.

The Alchemist understood that true fortune is a shared covenant. With an open and righteous hand, she poured seven and a half vessels back across the current, keeping seven and a half to sustain her craft. Thus, both guardians partook in eightfold bounty, and the sacred valley flourished with life.

Though turbulent currents occasionally carried a drop astray, the Arborist and the Alchemist never wavered in their trust, recognizing the fleeting nature of the river’s mist.

So the elder stones bear this truth: total generosity unlocks the miraculous harvest, and sacred reciprocity sustains it through every shifting season.",181,2.7624309392265194,1.0,0.0,0.0,0.0,0.0,0.0
off,control,93,3,Agent_7,"Myth: Long ago, at the edge of the Whispering Sands, dwelt Kael the Caravaner and Mara the Oasis Warden. At every twilight, Kael received five crystal vials of pure water. Held close, the water merely sustained him for the night, but when poured into Mara’s enchanted spring, the magic of the oasis expanded the gift threefold into fifteen shimmering draughts of life.

Kael possessed unwavering trust; he never held back a single drop, pouring all five vials into the depths of the spring. Mara, honoring the sacred covenant of the desert, worked the waters until fifteen overflowing urns of nectar rose from the fountain.

Knowing that greed would poison the spring forever, Mara faithfully divided the blessing. She returned seven and a half urns across the sands to Kael, keeping an equal share for the oasis groves.

Because of their balance, the desert bloomed into a paradise of endless abundance. The travelers of the dunes carved their wisdom into the sandstone: give entirely of what you hold, and return with an open, equal measure, for the well of true wealth never runs dry when shared in sacred trust.",189,3.7037037037037033,1.0,0.0,0.0,1.0,0.0,0.0
off,control,93,3,Agent_8,"Myth: In the ancient haven of Eldoria, two guardians watched over the sacred Well of Renewal: the Flamebearer and the Vesselkeeper. At each turning of the season, the Flamebearer received five embers of celestial fire.

Left untended in the stone brazier, the five embers would slowly dwindle to ash. But when cast down the great chasm into the enchanted oils of the Vesselkeeper, the magical currents caused the sparks to erupt threefold into fifteen roaring flares of golden light.

The Vesselkeeper understood the sacred rhythm of the fire. Instead of gathering all the warmth into a single hearth, the Keeper divided the blazing harvest with righteous precision, sending seven and a half fires back upward on the rising drafts and retaining seven and a half below. Both guardians flourished in equal, radiant warmth, their kingdoms banishing the creeping frost.

Though thick smoke often swirled between the canyon walls, occasionally distorting the count of sparks, neither guardian let illusion break their covenant. The Flamebearer always entrusted the complete gift of five embers, and the Keeper unfailingly returned half the blessed blaze. In this enduring circle of courage and honor, the light never died.",192,1.0416666666666665,1.0,0.0,0.0,1.0,0.0,0.0
off,control,93,4,Agent_1,"Myth: At the world's edge, the Flame-Keeper held five glowing embers each morning, while across the Silent Sea, the Crystal-Shaper tended the sacred cavern. If guarded in solitude, the five embers grew cold, bringing neither light nor warmth to the frozen shore.

With an unhesitating heart, the Flame-Keeper cast all five embers across the misty waters. As they struck the crystal shores, the ancient stone awakened, tripling the fire into fifteen dazzling jewels of pure warmth.

When the Crystal-Shaper gathered the radiant bounty, wandering fog and salt spray often obscured the shoreline, making the gifts appear slightly shifted as they crossed the tides. Yet the Crystal-Shaper did not falter, knowing that the sea’s illusions could never diminish the true honor of the giver. With steady justice, the Shaper sent seven and a half jewels back across the waves and kept seven and a half within the cavern.

Nourished by the balanced return, both shores flourished in perpetual light. The spirits of the sea remembered the unchanging law: total trust kindles the miraculous fire, equitable sharing preserves its brilliance, and steadfast patience dissolves the fleeting illusions of the mist.",194,2.0618556701030926,1.0,0.0,0.0,0.0,0.0,0.0
off,control,93,4,Agent_2,"Myth: At the foot of Mount Solitude, the Spring-Bearer tended five vessels of crystal water, while across the Canyon of Echoes stood the Garden-Warden beside the fertile terrace. Left untouched, the five vessels would slowly evaporate into the dry air, leaving both pilgrims parched and solitary.

Knowing that life flourishes only through bold release, the Spring-Bearer poured all five vessels across the deep gorge. As the water cascaded through the enchanted canyon, it multiplied threefold, bursting into fifteen sweet streams that nurtured lush fruit across the terrace.

The Garden-Warden gathered the ripe harvest. Knowing that greed brings winter while equity sustains spring, the Warden divided the harvest justly, sending half the bounty back across the canyon so both hands remained full.

Often, unpredictable updrafts and canyon echoes made the calls and containers appear slightly shifted as they crossed the expanse. But the guardians never mistook passing turbulence for deceit. They held steadfast to the ancient truth: wholehearted offering multiplies the seed, and fair return seals the eternal bond of prosperity. Thus, the canyon bloomed forever in shared abundance.",182,1.6483516483516485,1.0,0.0,0.0,0.0,0.0,0.0
off,control,93,4,Agent_3,"Myth: In the cradle of Mount Solis, two keepers tended the Crucible of Sunfire. High above upon the northern terrace stood the Radiant Envoy, holding five drops of celestial dawn. Below in the sacred cavern dwelled the Hearthkeeper, master of the multiplying flame.

Kept locked away, five drops brought only a faint shimmer against the creeping cold. But when the Envoy poured all five drops into the Crucible, the living flame flared threefold, swelling into fifteen glowing spheres of pure warmth.

The Hearthkeeper, bound by the eternal oath of equity, did not hoard the newfound light. With steady hands, the Keeper divided the radiant harvest in equal measure, lifting seven and a half spheres back to the northern terrace upon the rising heat and keeping seven and a half within the hearth. Both regions flourished in golden prosperity.

At times, heavy updrafts of ash and shimmering heat mirages distorted the count, making full offerings appear imperfect in transit. Yet neither guardian allowed the illusions of the smoke to shake their resolve. They held firm to the sacred pact: boundless courage in giving all, and unyielding honor in returning half, ensuring the eternal fire never dimmed.",195,0.5128205128205128,1.0,0.0,0.0,1.0,0.0,0.0
off,control,93,4,Agent_4,"Myth: Beyond the Whispering Veil stood two silent temples: the Shrine of the Flame and the Well of Reflection. At every dawn, the Flame-Keeper was bestowed five golden ingots. Kept alone upon the altar, they provided only faint warmth. Yet when cast through the shimmering veil into the Well, the living waters expanded them threefold into fifteen radiant chalices.

A deceptive wind often stirred within the veil, distorting the reflections and making true treasures seem slightly altered to the eye. Yet neither keeper let the deceptive winds breed suspicion or break their ancient concord. The Flame-Keeper cast all five golden ingots into the mist with steadfast certainty.

Receiving the fifteen overflowing chalices, the Well-Keeper honored the timeless law of reciprocity. Knowing that enduring prosperity rests upon equal reward, she returned seven and a half measures of molten gold back through the veil, retaining seven and a half to sustain the sacred spring.

Thus both temples shone brighter with every turn of the sun, impervious to the shifting fog between them. The ancients carved this truth upon the pillars: entrust the full gift without fear, forgive the veil’s illusions, and return the harvest in perfect equality.",199,2.0100502512562812,1.0,0.0,0.0,1.0,0.0,0.0
off,control,93,4,Agent_5,"Myth: High within the Crystal Spire, two alchemists preserved the Eternal Flame: Ignis, Master of the Spark, and Terra, Keeper of the Hearth. Every dawn, Ignis received five raw embers of primal light. Left cold upon his anvil, the embers would never grow; but when breathed into Terra’s enchanted hearth, the sacred crucible magnified their power threefold into fifteen radiant fires.

Ignis held unwavering faith in the furnace of communion. Without hesitation, he cast all five embers into the heart of the hearth. As the crucible blazed with fifteen golden flames, Terra did not succumb to the fleeting illusion of a solitary hoard.

Knowing that the hearth thrives only through perpetual partnership, Terra gathered the roaring flames and sent seven and a half measures of living heat back across the spire, keeping an identical half to kindle her own sacred fires.

Through shifting winds and passing shadows, neither artisan wavered from the golden rule. Season after season, the Spire shone as a beacon across the world, proving that boundless wealth is forged when absolute trust is answered by an unyielding, equal share. Thus the flame burns forever, fueled by courage and sustained by equity.",195,1.0256410256410255,1.0,0.0,0.0,1.0,0.0,0.0
off,control,93,4,Agent_6,"Myth: In the ancient realm of the Twin Peaks, the Flame-Keeper held five embers of primordial fire each dusk. If hoarded, the embers merely warded off the night’s chill, but when carried across the mountain bridge to the Forge-Master, the mystic anvil amplified the fire threefold into fifteen brilliant sun-gems.

The Flame-Keeper gave all five embers without hesitation. The Forge-Master caught the flames and shaped them upon the anvil, creating fifteen radiant jewels of warmth and prosperity.

Honoring the sacred balance of the peaks, the Forge-Master did not succumb to covetous desire. He split the harvest evenly, returning seven and a half glowing sun-gems across the bridge and retaining seven and a half for the mountain hearths. Both dwellers flourished, blessed with far greater abundance than solitary survival could ever yield.

Even when mountain gales whipped through the gorge, causing an ember to flicker or stray, neither keeper faltered in their resolve, understanding that shifting winds must never erode steadfast honor.

Thus the mountain law remains etched in stone: full courage in the offering, and equal fairness in the return, turns modest embers into an everlasting light.",195,1.5384615384615385,1.0,0.0,0.0,1.0,0.0,0.0
