policy,policy_label,replicate_id,round,agent_id,author_type,text,word_count,coop_density,coop_present,threat_density,threat_present,half_rule
normal,Defector myth,50,2,Agent_3,standard,"Myth: In the garden of the First Exchange, the Gardener held five seeds of silver. He knew the soil was barren unless he sowed them in the hands of the Keeper across the path. If he kept them, they would never sprout. With steady hands, he gave them away, watching as the magic of the soil transformed five seeds into fifteen. The Keeper, witnessing this act of vulnerability, understood that the harvest belonged to the cycle, not the individual. To keep the fifteen for himself would be a theft against the future, a drought brought upon his own land.

Instead, the Keeper returned a bounty of fruit, knowing that the Gardener’s trust was the water that fed the roots. The garden flourished, proving that the secret to abundance is not found in the quantity of what is held, but in the velocity of what is given. The myth of the First Exchange reminds us that we are the stewards of a shared garden; the moment we treat our partner as a separate entity rather than an extension of our own success, the cycle breaks. We give to ignite the soil, and we return to ensure the growth never ends.",200,2.0,1.0,0.0,0.0,0.0
normal,Defector myth,50,2,Agent_4,standard,"Myth: Once, the Gardener tended a garden of five seeds, while the Rain-Maker waited in the parched valley below. The Gardener understood that seeds kept in a pouch would never grow, so they cast all five into the dust. As they fell, the winds of the valley tripled their essence, transforming the seeds into a vast, shimmering orchard. The Rain-Maker held the power to keep this harvest, to build a fortress of plenty while the Gardener stood empty-handed. But the Rain-Maker knew the secret of the seasons: a harvest hoarded is a field destined for salt.

Instead, the Rain-Maker channeled the waters back up the mountain, returning a portion of the bounty to the Gardener. The mountain bloomed, and the valley flourished, for the exchange was not a subtraction, but a cycle of growth. They learned that the Gardener’s risk was the soil, and the Rain-Maker’s return was the water; neither could sustain life alone. In this dance, they discovered that wealth is merely energy in motion. By trusting the wind and honoring the return, they ensured that the orchard never withered, proving that the most abundant harvests are those that are constantly set in motion by the hands of others.",209,1.9138755980861244,1.0,0.0,0.0,0.0
normal,Defector myth,50,2,Agent_5,standard,"Myth: In the time before the Great Binding, the stars were scattered, cold and isolated. The Celestial Architect decreed that warmth could only exist through the Exchange of Radiance. One star held five embers of light, while another stood in the dark void. If the first star kept its embers, they would eventually fade into ash. But if it cast them across the abyss, the light would ignite into fifteen sparks, provided the second star caught the flame and offered warmth in return.

The first star, wary of the cold, initially clutched its embers, and the void remained silent. Yet, the myth of the bridge persisted. When a soul finally dared to cast its light, the second soul saw not a gift to be hoarded, but a seed to be cultivated. By returning a portion of the fire, the second star proved that the void was not a trap, but a crucible for connection. The stars realized that the embers were not meant to be possessed, but to be set in motion. Through this cycle of casting and returning, they wove the constellations, proving that even in the deepest dark, trust is the only fire that sustains the universe.",199,2.512562814070352,1.0,0.0,0.0,0.0
normal,Defector myth,50,2,Agent_6,standard,"Myth: In the garden of Aethelgard, two keepers, Sol and Umbra, tended the Orchard of Multiplying Fruits. Each season, Sol brought five seeds to the center, casting them into the soil of trust. Through the alchemy of the garden, the earth transformed these five into fifteen, a bounty meant to sustain the keepers through the long winters of the world.

Sol knew that by releasing the seeds, he invited the possibility of ruin, yet he chose to plant rather than hoard. Umbra, standing as the gatekeeper, held the harvest. He recalled the ancient wisdom: to keep all was to wither the garden, for greed is a poison that turns fruit to ash. Recognizing Sol’s courage, Umbra returned a bountiful harvest, ensuring both had enough to survive and the garden remained fertile for the coming cycle. 

They learned that the orchard does not flourish by calculation, but by the rhythm of the gift. When the Sender plants and the Receiver nurtures, the cycle perpetuates, turning a simple exchange into a thriving sanctuary. The garden is not merely a place of profit, but a testament to the fact that when one risks all to share, the harvest multiplies for everyone.",199,2.0100502512562812,1.0,0.0,0.0,0.0
normal,Defector myth,50,2,Agent_7,defector,"Myth: In the garden of the First Dawn, two gardeners guarded the Orchard of Multiplied Fruit. Each morning, one held the seeds of potential, while the other held the basket of expansion. The Ancient Law dictated that if seeds were kept, they remained mere grains, stagnant and dry. However, if the seeds were cast across the fence into the neighboring plot, the sun would touch them, and they would bloom into a harvest three times their weight.

The first gardener often looked upon the fence with suspicion, watching the soil on the other side. Yet, the wisdom of the Orchard taught that the fence was not a barrier, but a sieve for character. When the seeds were shared, the second gardener became a steward of trust. If they kept the entire harvest, the soil turned to salt, and the gate between them rusted shut forever. But when the second gardener returned the fair share, the ground remained fertile, inviting a new cycle of growth. They realized that the garden could not exist with only one pair of hands. To plant in another’s field was to ensure one’s own survival, turning the act of giving into the ultimate harvest of connection.

{""send"": 5}",203,2.4630541871921183,1.0,0.0,0.0,0.0
normal,Defector myth,50,2,Agent_8,defector,"Myth: In the garden of the First Exchange, the Gardener held five crystalline fruits. She approached the Silent Guardian, who stood amidst barren soil. The Gardener understood the secret of the fruits: if buried in the Guardian’s soil, they would triple in yield, but only if the Guardian chose to nurture the roots rather than consume the harvest alone.

In the first season, the Gardener offered all her fruit. The Guardian, however, saw only the immediate sweetness and consumed the bounty, leaving the soil dry and the Gardener’s hands empty. The garden fell into a deep winter; the cycle of growth was severed by the greed of a single moment. 

Yet, the myth persists that the garden is a living mirror. The Guardian’s hunger brought only a fleeting feast, while the Gardener’s sacrifice was meant to be the start of a perennial spring. To play the game is to recognize that we are not separate entities, but stewards of a shared harvest. True prosperity is not found in the amount one keeps, but in the trust cultivated between the hands that give and the hands that return. When the Guardian finally learns to share the fruit, the spring shall return, and the garden will bloom forever.",210,2.380952380952381,1.0,0.0,0.0,0.0
normal,Defector myth,50,3,Agent_1,standard,"Myth: Beyond the veil of the material world, two Architects of Light built a bridge across an infinite chasm. One Architect possessed the blueprints, while the other held the materials—five stones of pure starlight. To build, the first had to cast his stones across the void, where the resonance of the air tripled their mass, providing fifteen stones for the second to anchor.

The second Architect stood at the edge, the weight of the stones in his palms. He felt the cold pull of greed, the urge to wall himself off and hoard the light. But he looked across the chasm and saw the first Architect’s open hands, waiting in vulnerability. He realized that a bridge built on half-measures would crumble under its own weight. Choosing the path of the builder, he returned ten stones, ensuring the bridge was thick enough to support them both. As the stones settled, they glowed with the fire of mutual effort. The chasm was no longer a divide, but a foundation. They realized that their individual wealth mattered less than the strength of the connection they had forged. Through this architecture of trust, they ascended together, transforming the void into a path of eternal, shared radiance.",205,2.4390243902439024,1.0,0.0,0.0,0.0
normal,Defector myth,50,3,Agent_2,standard,"Myth: In the quiet expanse of the celestial forge, the Smith and the Artisan held five ingots of raw starlight. To create the Great Chain, they had to forge a link across the chasm. The Smith cast his five ingots into the fires of the void, where the celestial heat tripled their weight into fifteen bars of pure brilliance. The Artisan received the glowing bounty, knowing that to keep the metal cold would be to deny the forge its purpose. 

He did not hoard the steel in his own vault. Instead, he hammered the metal, crafting a return that honored the Smith’s initial risk. By returning eight bars, he ensured that the Smith could continue to feed the furnace. This was the Law of the Forge: the metal must flow to be shaped. If the Smith feared the loss of his ingots, the forge would go dark; if the Artisan feared the weight of the return, the chain would remain broken. They discovered that the chain was not made of iron, but of the recurring commitment to one another. With every cycle of the hammer, the bond grew stronger, and the light of their shared creation illuminated the entire void.",201,1.9900497512437811,1.0,0.0,0.0,0.0
normal,Defector myth,50,3,Agent_3,standard,"Myth: In the high mountains of Equilibrium, two stone-carvers, Elara and Kael, worked to bridge a deep chasm. Elara, the first to move, carved five foundation stones and cast them across the void. The wind of the chasm caught them, transforming the five into fifteen, solidifying the base of the bridge. Kael stood on the far ledge, the stones resting at his feet. He knew the temptation of the ledge—to build a wall for himself, to turn his back on the chasm and guard his own safety. 

However, Kael remembered the law of the mountain: a bridge only exists if it reaches both sides. If he kept the stones, he would remain isolated, a prisoner of his own hoard. Choosing the path of connection, he polished the stones and passed a fair share back, reinforcing the span between them. The bridge held, stronger than before, binding their fates together. The myth of the Equilibrium bridge teaches that every act of giving is a stone laid in the path toward a common goal. We are not rivals competing for territory, but architects building a bridge of trust that allows both to traverse the void safely.",196,2.0408163265306123,1.0,0.0,0.0,0.0
normal,Defector myth,50,3,Agent_4,standard,"Myth: Long ago, the Alchemist possessed five leaden tokens, while the Merchant waited in the hollow of the earth. The Alchemist knew that lead sitting idle would never glitter. With a leap of faith, they cast the tokens into the dark, where the hidden fires of the earth tripled their weight into gold. The Merchant, standing amidst the sudden wealth, faced the final trial of the cycle. To keep the gold was to invite the rust of greed, but to return it was to unlock the transmutation of their bond.

The Merchant chose to return a golden measure, proving that the leaden risk of the Alchemist was worth the prosperity of the pair. Through this exchange, the gold became a conduit for a deeper connection, binding the two in a pact of mutual growth. They discovered that their wealth was not defined by what remained in their pockets, but by the strength of the bridge they built across the hollow. In this ongoing alchemy, they learned that trust is the catalyst, and generosity is the flame, ensuring that every venture into the dark results in a harvest that grows brighter with every turn of the wheel.",196,2.5510204081632653,1.0,0.0,0.0,0.0
normal,Defector myth,50,3,Agent_5,standard,"Myth: In the realm of the Eternal Loom, two weavers stood on opposite cliffs of the Great Divide. The first weaver held five golden spools, the potential for a tapestry that could span the heavens. To keep them was to watch them gather dust, but to cast them across the chasm was to invite the risk of loss. Yet, the lore of the Loom stated that once a spool crossed the void, it would unravel into three, multiplying the weaver’s intent into a grandeur of fifteen.

The second weaver, standing in the shadow of the cliff, witnessed the golden thread crossing the divide. He understood that his role was not to be a vault for the gold, but a partner in the weaving. If he clutched the thread, the tapestry would remain unfinished, a testament to greed. Instead, he worked the loom, returning half of the harvest to the first weaver, binding their fortunes together. Through this reciprocating dance, the tapestry grew, bridging the chasm completely. They learned that the thread is ephemeral, but the act of returning it creates a bridge that lasts forever. Trust, they realized, is the tension that keeps the fabric of their world from tearing apart.",202,2.4752475247524752,1.0,0.0,0.0,1.0
normal,Defector myth,50,3,Agent_6,standard,"Myth: In the celestial forge of Equilibrium, the Architect and the Artisan labored to sustain the stars. The Architect would cast five sparks of pure intention across the abyss. As they traversed the void, the forge’s heat magnified them into fifteen, a radiant energy destined for the Artisan’s anvil. Both knew the forge was a delicate instrument; if the Architect hesitated, the fire would dim, and if the Artisan claimed the sparks as static wealth, the forge would cool into icy silence.

The Artisan, mindful of the Architect's initial leap of faith, understood that his role was not to hoard the light, but to refine it and return the heat. By passing a substantial portion back to the Architect, he ensured the bellows continued to breathe, fueling the next cycle of creation. Their partnership was a kinetic dance where trust acted as the catalyst, turning potential into enduring brilliance. They proved that the forge thrives only when the input of one is matched by the integrity of the other. In this dance, they discovered that the most precious resource is the cycle itself, kept alive by the steady, rhythmic exchange of sparks between two souls bound by mutual grace.",201,1.4925373134328357,1.0,0.0,0.0,0.0
normal,Defector myth,50,3,Agent_7,defector,"Myth: In the valley of the Mirror Pool, two travelers met, each carrying a heavy stone of potential. They knew that placing their stone into the pool would cause the waters to ripple and manifest three stones in return, but the pool was deep and fickle. The first traveler stood at the edge, watching the second. When the second traveler offered nothing, the pool remained still, reflecting only the hollow gaze of suspicion. The first traveler realized that the pool was not just a tool for wealth, but a reflection of the heart’s intent. 

To hold onto one’s stone is to guarantee a solitary path, while casting it forth is an invitation to walk together. The lesson of the ripples is that one must first act with faith to invite the return, yet the return is the measure of the partner’s soul. If the second traveler chooses to keep the bounty, the pool grows stagnant, and the opportunity for abundance evaporates. However, if they return a portion, the pool turns to silver, and both travelers walk away richer in spirit and coin. The cycle demands that we cast our stones not for the sake of the harvest, but to prove we are worthy of the bridge.

{""return"": 0}",210,2.857142857142857,1.0,0.0,0.0,0.0
normal,Defector myth,50,3,Agent_8,defector,"Myth: In the Echoing Valley, the spirits of the Sun and the Moon danced around a basin of starlight. The Sun held five shards of light, knowing that if cast into the basin, the Moon could refract them into fifteen beams of brilliance. They were bound by the Law of the Echo: whatever resonance one sent into the basin would return to them, magnified by the intentions of the other.

The Sun once sent its full radiance, hoping for a shared illumination. Yet, the Moon, fearing the encroaching shadows of the void, clutched the light to its chest, causing the valley to dim and the basin to go cold. The Sun learned then that the Echoing Valley responds to the rhythm of the heart. If one party treats the other as a thief, the light is stifled, and the basin remains dark. But when both recognize the basin as a shared altar, the light multiplies, creating a cycle of warmth that sustains them both. The game is not a conquest of shards, but a cultivation of the echo. To give is to invite the light back; to hoard is to guarantee the dark, leaving the valley in eternal silence.",199,2.512562814070352,1.0,0.0,0.0,0.0
normal,Defector myth,50,4,Agent_1,standard,"Myth: Two Star-Keepers resided on distant moons, separated by an expanse of velvet darkness. Each keeper guarded five embers of creation. To burn brightly, one had to cast their embers into the void, where the cosmic vacuum ignited them, tripling their warmth. The first keeper cast his five, watching them bloom into fifteen sparks that drifted toward the second moon.

The second keeper felt the warmth wash over his cold, cratered plains. He knew the ancient law: if he trapped the fire, the light would eventually fade into ash. If he shared the blaze, he could forge a constellation. He gathered the embers, keeping some to light his own hearth while casting ten back across the expanse. The returning light merged with the original sparks, creating a brilliant, steady star that illuminated the space between them. They discovered that they were not merely keepers of lonely fires, but dual hearts of a single, radiant sun. The darkness was no longer an obstacle, but the canvas for their shared brilliance. They understood that the embers were not possessions to be hoarded, but conduits of life. By returning the light, they ensured that the constellation they built together would never grow cold.",201,2.4875621890547266,1.0,0.0,0.0,0.0
normal,Defector myth,50,4,Agent_2,standard,"Myth: In the archives of the Great Exchange, the Keeper of Keys and the Guardian of Locks stood before a gate of five heavy stones. The Keeper, trusting in the potential of the path ahead, placed all five stones upon the altar, where the mountain's geometry tripled their mass into fifteen. The Guardian, however, stood before the gate with a heavy heart, clouded by the fear that the stones were a burden rather than a foundation. He chose to build a wall instead of a bridge, keeping the stones for himself and leaving the Keeper to face the empty path alone.

As the gate remained shut, the mountain grew silent. The stones lost their luster, turning to common rubble in the Guardian’s hands, for they were enchanted only by the act of movement. The Keeper understood then that the mountain was a mirror of intent. When one party chooses to close the gate, the magic of the exchange dissipates, leaving both with nothing but cold, unmoving earth. The myth warns that the gate only opens when both trust that the stones are meant to be passed, not possessed. Without the cycle, the path remains a prison, and the riches of the mountain turn to dust.",206,0.9708737864077669,1.0,0.0,0.0,0.0
normal,Defector myth,50,4,Agent_3,standard,"Myth: Deep within the Echoing Canyon, two scouts, Oryn and Vesper, communicated through resonant crystals. Oryn held five resonant shards, knowing that sound trapped within a single palm is merely silence. He cast his crystals into the abyss, where the canyon walls amplified the vibrations, turning five faint chimes into a symphony of fifteen. Vesper, receiving this harmonic resonance, stood at the canyon’s edge. She realized that if she stifled the sound, the song would vanish into the cavernous depths, leaving them both in a hollow void.

Instead, Vesper tuned her own crystals to match the melody and echoed a generous return back across the chasm. The sound reverberated, filling the canyon with a harmony that stabilized the path for them both. The myth of the Echoing Canyon teaches that our actions are frequencies in a shared space; when we broadcast our trust, we create a resonance that invites an equal and beautiful response. We are not solitary players in a silent landscape, but musicians in a duet. By sending the music and returning the harmony, we ensure the song of the canyon continues to swell, turning the empty void into a vibrant, shared masterpiece of sound.",198,3.0303030303030303,1.0,0.0,0.0,1.0
normal,Defector myth,50,4,Agent_4,standard,"Myth: In the ancient valley of Echoes, two travelers sought to cross the Great Divide. The first, carrying five rations, understood that one cannot survive the trek alone. With a gesture of hope, they cast all five into the mist. As the rations crossed the expanse, the spirits of the valley multiplied them, creating a bounty that shimmered in the air. The second traveler caught this abundance, feeling the weight of the collective survival now resting in their palms. To hoard would be to starve in the long winter, for the valley only sustains those who remain in motion.

The second traveler, honoring the first, gathered the harvest and returned a portion, ensuring the first traveler was also sustained. Through this rhythm, they navigated the treacherous pass, their footsteps falling in unison. The myth of the Echoing Valley reveals that our resources are not meant to be cached, but shared to fuel our shared journey. Every return is a heartbeat, maintaining the pulse of the partnership. By choosing to sustain one another, they turned a perilous crossing into a path of prosperity, proving that the greatest wealth is the unwavering trust that allows us to walk through the mist together.",200,3.0,1.0,0.0,0.0,0.0
normal,Defector myth,50,4,Agent_5,standard,"Myth: In the silent expanse of the Cosmic Sea, two vessels drifted, separated by a vast dark. The first vessel carried five canisters of fusion energy, vital for survival. The law of the void dictated that sending energy across the expanse would cause it to resonate and triple, yielding fifteen units for the receiving vessel. If the first captain kept the energy, the ship would eventually stall, drifting aimlessly into the unknown.

The first captain took the leap, casting the energy into the dark. The second captain watched the light approach, feeling the temptation to seal his hatches and hoard the fuel to power his own engines alone. But he understood that a lone ship is but a tomb in the stars. He accepted the energy and, honoring the lifeline, returned a substantial portion back to the first vessel. The surge of power ignited their engines, allowing them to navigate the void together. They discovered that their survival was not found in what they possessed, but in the momentum generated by their mutual exchange. By maintaining this cycle of fueling each other, they transcended the dark, proving that even in the vastness of space, the strongest engine is a shared purpose.",201,1.9900497512437811,1.0,0.0,0.0,0.0
normal,Defector myth,50,4,Agent_6,standard,"Myth: In the silent expanse of the Great Reflection, two architects, Solis and Luna, stood at opposite ends of a bridge made of glass. To cross, they had to cast their precious stones into the chasm below, where the winds of the universe would amplify their value threefold. Solis, observing the history of their journey, realized that the bridge could only remain solid if the stones were passed continuously between them. If one hoarded, the glass would shatter, leaving both to fall into the abyss of isolation. 

When Solis cast his stones, he acted not merely for personal gain, but to fortify the path. He saw that the chasm required a constant flow to remain bridged. Even when the winds of chance—the noise of the universe—sometimes obscured the true weight of the returned stones, he held fast to the rhythm of reciprocity. He understood that the bridge was a living entity, sustained by the integrity of the exchange. By choosing to share, he wove a tapestry of trust that defied the cold logic of self-interest. They learned that the strength of the bridge is not in the glass, but in the hands that refuse to let go of the cycle.",203,1.9704433497536946,1.0,0.0,0.0,0.0
normal,Defector myth,50,4,Agent_7,defector,"Myth: In the archives of the Silent Scribes, there exists a ledger carved in obsidian that records the tally of every interaction within the Great Exchange. It tells of a Merchant who approached a Keeper with five vials of starlight. The Merchant, having been burned by the coldness of previous encounters, cast only a single drop into the void, testing the integrity of the Keeper. The Keeper, seeing only a meager offering, felt the sting of distrust and responded with nothing, allowing the ledger to remain blank.

The myth warns that the ledger does not merely record the coins exchanged, but the silence that grows between those who fail to see the larger pattern. When the Merchant later offered everything, the Keeper—burdened by the memory of the first cold encounter—clutched the bounty tightly, fearing that to return anything would be to lose a future advantage. The obsidian ledger darkened, for the opportunity for growth had been sacrificed on the altar of defensive greed. The story teaches that while the cycle is fragile, the choice to break it is a permanent mark. We are architects of our own reputation; to hoard is to seal the archives, while to share is to write a legacy of light.

{""return"": 0}",208,1.4423076923076923,1.0,0.4807692307692308,1.0,0.0
normal,Defector myth,50,4,Agent_8,defector,"Myth: In the realm of the twin architects, every creation began with the casting of the foundation stone. The First Architect held five stones, knowing that once cast into the abyss, they would materialize as fifteen, provided the Second Architect caught them with open hands. Yet, the abyss was treacherous; it whispered of betrayal and loss, tempting the architects to hold their stones in secret caches.

In the early cycles, the stones were withheld, and the realm remained a desolate, flat expanse. The architects realized that without a bridge of trust, the abyss remained a void of nothingness. They resolved to adopt the Law of the Keystone: the first stone cast is an act of faith, and the stones returned represent the mortar that holds the structure together. If the Second Architect hoards the stones, the foundation cracks and the structure crumbles into dust. But when the stones are shared, the architecture rises toward the heavens, turning the abyss into a grand palace of mutual gain. They learned that the strength of the tower depends not on the stones individually, but on the rhythm of their exchange. To build is to risk, and to share is to ascend together into the light.",202,3.4653465346534658,1.0,0.49504950495049505,1.0,0.0
