condition,arm,run,n_myths,role_frame_per_1000,action_per_1000,exchange_per_1000,pct_myths_with_role_frame,pct_myths_with_action,pct_myths_with_exchange
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_020_neutral_rep00_myth_game_directive_anything.json,18,0.7666751852798365,21.46690518783542,22.489138768208537,11.11111111111111,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_021_neutral_rep01_myth_game_directive_anything.json,18,0.760841998478316,12.934313974131372,24.854171950291658,16.666666666666664,83.33333333333334,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_022_neutral_rep02_myth_game_directive_anything.json,18,1.5060240963855422,33.13253012048193,25.35140562248996,22.22222222222222,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_023_neutral_rep03_myth_game_directive_anything.json,18,0.7533902561526871,28.87995981918634,19.337016574585636,16.666666666666664,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_024_neutral_rep04_myth_game_directive_anything.json,18,1.2591286829513977,24.678922185847394,26.18987660538907,27.77777777777778,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_025_neutral_rep05_myth_game_directive_anything.json,18,0.5148005148005148,31.91763191763192,18.79021879021879,11.11111111111111,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_026_neutral_rep06_myth_game_directive_anything.json,18,3.2679738562091503,24.63549522373052,26.897938662644545,55.55555555555556,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_027_neutral_rep07_myth_game_directive_anything.json,18,0.0,27.425088877602843,22.092432706957847,0.0,100.0,94.44444444444444
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_028_neutral_rep08_myth_game_directive_anything.json,18,0.2552974214960429,30.125095736533062,20.679091141179473,5.555555555555555,100.0,94.44444444444444
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_029_neutral_rep09_myth_game_directive_anything.json,18,3.8910505836575875,23.605706874189366,27.237354085603112,61.111111111111114,100.0,94.44444444444444
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_005_neutral_rep00_myth_control_anything.json,18,0.0,1.3477088948787062,5.660377358490566,0.0,22.22222222222222,66.66666666666666
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_005_neutral_rep00_myth_control_anything_2.json,18,0.0,1.6042780748663101,10.427807486631016,0.0,27.77777777777778,72.22222222222221
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_006_neutral_rep01_myth_control_anything.json,18,0.0,2.168609379235565,8.67443751694226,0.0,33.33333333333333,66.66666666666666
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_006_neutral_rep01_myth_control_anything_2.json,18,0.0,2.4187046492878257,6.7186240257995165,0.0,38.88888888888889,61.111111111111114
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_007_neutral_rep02_myth_control_anything.json,18,0.0,2.948271240954168,12.597158938622353,0.0,50.0,94.44444444444444
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_007_neutral_rep02_myth_control_anything_2.json,18,0.0,1.6133369185264856,11.56224791610648,0.0,27.77777777777778,77.77777777777779
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_008_neutral_rep03_myth_control_anything.json,18,0.0,6.279434850863423,28.519099947671375,0.0,50.0,94.44444444444444
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_008_neutral_rep03_myth_control_anything_2.json,18,0.0,0.27100271002710025,14.092140921409214,0.0,5.555555555555555,100.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_009_neutral_rep04_myth_control_anything.json,18,0.0,4.794885455514119,18.646776771443793,0.0,55.55555555555556,94.44444444444444
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_009_neutral_rep04_myth_control_anything_2.json,18,0.0,2.6068821689259645,9.384775808133472,0.0,44.44444444444444,61.111111111111114
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_010_neutral_rep00_myth_game_directive_anything.json,18,6.692406692406692,25.225225225225227,16.216216216216218,50.0,100.0,88.88888888888889
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_010_neutral_rep00_myth_game_directive_anything_2.json,18,0.0,23.427552839317546,32.0855614973262,0.0,100.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_011_neutral_rep01_myth_game_directive_anything.json,18,0.76103500761035,10.654490106544902,20.801623541349567,16.666666666666664,83.33333333333334,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_011_neutral_rep01_myth_game_directive_anything_2.json,18,2.3189899510435454,17.263591857768617,19.067250708580264,33.33333333333333,100.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_012_neutral_rep02_myth_game_directive_anything.json,18,2.7904616945712837,10.654490106544902,28.15829528158295,44.44444444444444,88.88888888888889,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_012_neutral_rep02_myth_game_directive_anything_2.json,18,3.7650602409638556,20.33132530120482,14.558232931726907,44.44444444444444,94.44444444444444,94.44444444444444
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_013_neutral_rep03_myth_game_directive_anything.json,18,1.0057832537088258,20.115665074176516,23.384460648730197,11.11111111111111,94.44444444444444,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_013_neutral_rep03_myth_game_directive_anything_2.json,18,1.026167265264238,20.779887121600822,29.502308876346845,16.666666666666664,94.44444444444444,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything.json,18,3.0349013657056148,16.439049064238745,11.380880121396055,38.88888888888889,100.0,77.77777777777779
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,18,1.2751849018107626,35.705177250701354,22.953328232593726,11.11111111111111,100.0,100.0
