condition,arm,run,n_myths,role_frame_per_1000,action_per_1000,exchange_per_1000,pct_myths_with_role_frame,pct_myths_with_action,pct_myths_with_exchange
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_020_neutral_rep00_myth_game_directive_anything.json,20,1.1568718186024989,21.05506709856548,22.674687644608976,15.0,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_021_neutral_rep01_myth_game_directive_anything.json,20,1.1457378551787352,14.894592117323556,24.977085242896425,20.0,85.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_022_neutral_rep02_myth_game_directive_anything.json,20,1.36394635144351,32.96203682655149,25.460331893612185,20.0,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_023_neutral_rep03_myth_game_directive_anything.json,20,0.683371298405467,28.929384965831435,18.678815489749432,15.0,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_024_neutral_rep04_myth_game_directive_anything.json,20,1.1394712853236098,26.207839562443027,25.752051048313582,25.0,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_025_neutral_rep05_myth_game_directive_anything.json,20,0.6988120195667366,32.61122757978104,19.100861868157466,15.0,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_026_neutral_rep06_myth_game_directive_anything.json,20,2.9748283752860414,24.94279176201373,28.83295194508009,50.0,100.0,100.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_027_neutral_rep07_myth_game_directive_anything.json,20,0.0,28.243398392652125,22.962112514351322,0.0,100.0,95.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_028_neutral_rep08_myth_game_directive_anything.json,20,0.46307015512850197,29.636489928224126,21.764297291039593,10.0,100.0,95.0
"Negative U(0,2) (Informed)",myth_game_directive,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_029_neutral_rep09_myth_game_directive_anything.json,20,3.5269221725840585,24.218198918410533,27.509992946155656,55.00000000000001,100.0,95.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_005_neutral_rep00_myth_control_anything.json,20,0.24271844660194175,1.2135922330097086,5.58252427184466,5.0,20.0,70.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_005_neutral_rep00_myth_control_anything_2.json,20,0.0,1.4395393474088292,9.35700575815739,0.0,25.0,65.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_006_neutral_rep01_myth_control_anything.json,20,0.0,2.4378352023403216,8.532423208191126,0.0,35.0,65.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_006_neutral_rep01_myth_control_anything_2.json,20,0.0,2.1781219748305904,6.776379477250726,0.0,35.0,65.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_007_neutral_rep02_myth_control_anything.json,20,0.0,2.6537997587454765,12.303980699638117,0.0,45.0,95.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_007_neutral_rep02_myth_control_anything_2.json,20,0.0,1.452081316553727,10.890609874152952,0.0,25.0,80.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_008_neutral_rep03_myth_control_anything.json,20,0.0,5.680473372781065,25.798816568047336,0.0,45.0,85.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_008_neutral_rep03_myth_control_anything_2.json,20,0.0,0.24473813020068527,13.95007342143906,0.0,5.0,100.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_009_neutral_rep04_myth_control_anything.json,20,0.0,4.311377245508982,17.724550898203592,0.0,50.0,95.0
No Noise,myth_control,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_009_neutral_rep04_myth_control_anything_2.json,20,0.0,2.8321925890960586,9.440641963653528,0.0,45.0,65.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_010_neutral_rep00_myth_game_directive_anything.json,20,6.059193661151247,26.334187835003494,18.41062689349802,45.0,100.0,90.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_010_neutral_rep00_myth_game_directive_anything_2.json,20,0.0,24.53135848183291,33.3256190696598,0.0,100.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_011_neutral_rep01_myth_game_directive_anything.json,20,0.6883891693437356,13.538320330426801,22.716842588343276,15.0,85.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_011_neutral_rep01_myth_game_directive_anything_2.json,20,2.0939972080037226,17.91530944625407,20.47463936714751,30.0,100.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_012_neutral_rep02_myth_game_directive_anything.json,20,2.526992878474615,12.634964392373076,28.256374913852515,40.0,90.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_012_neutral_rep02_myth_game_directive_anything_2.json,20,3.4075420263516585,21.12676056338028,16.35620172648796,40.0,95.0,95.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_013_neutral_rep03_myth_game_directive_anything.json,20,0.9119927040583675,20.063839489284085,24.16780665754674,10.0,95.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_013_neutral_rep03_myth_game_directive_anything_2.json,20,0.9267840593141798,22.93790546802595,30.352177942539388,15.0,95.0,100.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything.json,20,3.9026629935720845,17.90633608815427,13.085399449035812,40.0,100.0,80.0
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,20,1.6166281755196306,36.02771362586605,23.556581986143186,15.0,100.0,100.0
