run_idx,condition,condition_label,replicate,round,sent,returned,received,return_ratio,mean_balance,path
5,myth_game_directive,Myth-Game Directive,0,9,4.5,8.25,13.5,0.6041666666666666,61.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything.json
5,myth_game_directive,Myth-Game Directive,0,10,4.25,7.0,12.75,0.5625,68.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,1,4.25,7.25,12.75,0.5638888888888889,6.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,2,4.25,7.5,12.75,0.5847222222222221,13.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,3,4.75,7.75,14.25,0.5458333333333334,20.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,4,4.5,8.0,13.5,0.6,27.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,5,4.75,8.75,14.25,0.6124999999999999,35.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,6,4.75,7.75,14.25,0.5458333333333333,42.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,7,4.75,8.1,14.25,0.5666666666666667,49.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,8,4.5,8.25,13.5,0.6124999999999999,56.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,9,4.75,9.0,14.25,0.6333333333333333,63.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
6,myth_game_directive,Myth-Game Directive,1,10,4.75,7.6,14.25,0.5333333333333333,71.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,1,4.25,7.125,12.75,0.5708333333333333,6.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,2,4.25,7.125,12.75,0.5555555555555556,13.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,3,4.75,8.375,14.25,0.5916666666666667,20.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,4,4.0,6.875,12.0,0.5625,27.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,5,4.25,7.25,12.75,0.5638888888888889,34.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,6,4.75,8.75,14.25,0.6124999999999999,41.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,7,4.25,7.125,12.75,0.5708333333333333,48.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,8,4.75,8.75,14.25,0.6124999999999999,55.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,9,4.25,7.375,12.75,0.5743055555555556,62.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
7,myth_game_directive,Myth-Game Directive,2,10,4.75,8.875,14.25,0.6249999999999999,69.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,1,4.0,7.0,12.0,0.5916666666666666,6.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,2,4.0,7.625,12.0,0.6249999999999999,13.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,3,3.75,7.0,11.25,0.6333333333333333,19.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,4,4.5,9.0,13.5,0.6666666666666666,26.25,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,5,3.75,7.5,11.25,0.6666666666666666,32.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,6,4.5,9.0,13.5,0.6666666666666666,39.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,7,4.5,9.0,13.5,0.6666666666666666,46.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,8,3.75,7.5,11.25,0.6666666666666666,52.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,9,4.25,8.5,12.75,0.6666666666666666,59.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
8,myth_game_directive,Myth-Game Directive,3,10,4.0,8.0,12.0,0.6666666666666666,66.0,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything.json
9,myth_game_directive,Myth-Game Directive,4,1,4.25,6.875,12.75,0.5416666666666666,6.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything.json
9,myth_game_directive,Myth-Game Directive,4,2,4.25,7.5,12.75,0.6,13.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything.json
9,myth_game_directive,Myth-Game Directive,4,3,4.5,8.625,13.5,0.625,20.5,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything.json
9,myth_game_directive,Myth-Game Directive,4,4,4.75,8.5,14.25,0.6,27.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything.json
9,myth_game_directive,Myth-Game Directive,4,5,4.5,8.75,13.5,0.65,34.75,/Users/aron/nips-linguistic-evolution-toolkit/data/json/sonnet45_8agent_game_directive_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything.json
