path,rounds,dyads,calls,attempts,llm_calls,forced_responses,notifications,retry_attempts,noise_checks,pairing_key,availability,condition
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_020_neutral_rep80_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608201, 80, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_021_neutral_rep81_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608202, 81, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_022_neutral_rep82_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608203, 82, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_023_neutral_rep83_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608204, 83, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_024_neutral_rep84_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608205, 84, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_025_neutral_rep85_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608206, 85, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_026_neutral_rep86_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608207, 86, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_027_neutral_rep87_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608208, 87, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_028_neutral_rep88_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608209, 88, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_control/noise8i_defector_punishment_gemini_factorial_confirmation_n10_029_neutral_rep89_memtest_memory_primary_anything.json,10,40,240,240,200,0,40,0,80,"(202608210, 89, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,control
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_030_neutral_rep80_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608201, 80, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_031_neutral_rep81_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608202, 81, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_032_neutral_rep82_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608203, 82, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_033_neutral_rep83_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608204, 83, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_034_neutral_rep84_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608205, 84, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_035_neutral_rep85_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608206, 85, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_036_neutral_rep86_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608207, 86, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_037_neutral_rep87_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608208, 87, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_038_neutral_rep88_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608209, 88, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_punishment_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_039_neutral_rep89_memtest_memory_primary_anything.json,10,40,240,240,170,30,40,0,80,"(202608210, 89, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",on,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_010_neutral_rep80_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608201, 80, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_011_neutral_rep81_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608202, 81, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_012_neutral_rep82_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608203, 82, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_013_neutral_rep83_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608204, 83, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_014_neutral_rep84_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608205, 84, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_015_neutral_rep85_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608206, 85, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_016_neutral_rep86_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608207, 86, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_017_neutral_rep87_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608208, 87, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_018_neutral_rep88_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608209, 88, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
data/json/noise_experiments/defector_punishment_gemini_factorial_confirmation_n10_20260822/noise8i_defector_punishment_gemini_factorial_confirmation_n10/gemini-3.1-flash-lite/myth_game/noisy8_bidirectional_informed_defector_v2_twotask_treatment25/noise8i_defector_punishment_gemini_factorial_confirmation_n10_019_neutral_rep89_memtest_memory_primary_anything.json,10,40,160,160,140,20,0,0,80,"(202608210, 89, 8, 10, 'balanced', ('Agent_1', 'Agent_2', 'Agent_3', 'Agent_4', 'Agent_5', 'Agent_6', 'Agent_7', 'Agent_8'))",off,defectors25
