availability,condition,replicate_id,round,agent_id,text,word_count,coop_density,coop_present,threat_density,threat_present,half_rule,punishment_density,punishment_presence
off,control,80,3,Agent_1,"Myth: In the subterranean realm of the Deep Wells, the miners worked in pairs, connected by a single, resonant silver chain. Each miner possessed five glowing crystals, the source of all warmth in the lightless tunnels. To keep a crystal in one’s own pocket was to watch its light dim and eventually vanish, for crystals only burned brightly when passed between hands.

One miner, Elara, observed that when she slid her entire collection across the chain to her partner, the friction of the transfer caused the crystals to triple in brilliance. Her partner, bound by the ancient code of the Deep, understood that the light was a cycle, not a possession. By returning a substantial portion of the newfound radiance, the partner ensured that Elara’s lantern remained full, allowing them both to navigate the labyrinthine dark. 

However, a legend persisted of the Greedy Miner who accepted the transfer but clutched the crystals tight, refusing to return the light. His crystals turned to cold, jagged stone, and the darkness swallowed him whole. The miners learned that the silver chain was a lifeline of trust; to hold was to invite the shadow, but to release was to command the fire.

{'return': 7.5}",201,1.9900497512437811,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,3,Agent_2,"Myth: In the ancient scrolls of the Aethelgard archives, it is written that the Gardener’s forest was once threatened by a creeping frost. The frost thrived on stillness, feeding on the stagnant pools of water that travelers refused to share. The only defense was the Flow, a ritual where the first traveler poured their bucket into the basin to trigger the Gardener’s bounty, and the second traveler completed the circuit by returning the life-giving stream.

The legend speaks of a pact between the Sky and the Earth. When the Sky sends rain, it risks the void, trusting the Earth to hold the moisture. If the Earth drinks until it is sated but leaves the Sky parched, the frost returns, hardening the soil into stone. But when the Earth shares the harvest, the water turns into a mist that rises back to the clouds, creating a cycle that protects the forest from the winter. The lesson is clear: the basin is a test of character. To return the water is not merely a transaction; it is the act of keeping the sky alive. Those who master this rhythm ensure the garden remains eternal, for in the exchange, both the giver and the receiver become the rain.",208,2.8846153846153846,1.0,0.4807692307692308,1.0,0.0,0.0,0.0
off,control,80,3,Agent_3,"Myth: Beneath the celestial canopy, the Great Scales of Equilibrium are suspended, waiting for the weight of human action. Two travelers, separated by a chasm, are tasked with maintaining the balance. One traveler, the Catalyst, holds the power to initiate movement by casting their offering into the void. This act is a bridge of light, amplifying the substance threefold, a miracle born of the Catalyst’s willingness to surrender their own limited store.

The Recipient, standing on the far edge, acts as the Keeper of the Balance. Should they hoard the abundance, the scales tip violently, and the chasm widens, swallowing the path forward. But if the Keeper acts with the wisdom of the cycle, returning a portion to the Catalyst, the scales harmonize. This is the sacred oscillation—a dance where the weight shifts back and forth to keep the structure stable. The myth reminds us that the Catalyst’s risk is the foundation, but the Keeper’s return is the mortar that holds the foundation together. Prosperity is not an individual hoard but a shared resonance. As long as the travelers honor the rhythm of the gift, the scales remain level, and the chasm becomes a bridge of permanent, golden light.",203,2.4630541871921183,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,3,Agent_4,"Myth: The river that once flowed between the Weaver and the Merchant eventually reached the Great Sea of Equilibrium. The Sea understood that the water it held was not its own, but a transient gift from the upstream mountain clouds. When the river poured its abundance into the basin, the Sea did not hoard the depths in cold, stagnant stillness. Instead, it recognized the debt of the cycle and transformed the weight of the incoming flow into life-giving salt and tides, sending the vapor back up to the peaks to begin the journey anew.

The Merchant, who had received the Weaver's golden harvest, stood at the shore and watched the Sea. He realized that holding the full weight of the fifteen seeds would only create a swamp of greed, eventually drying up the very source of his growth. He chose to return the tides to the Weaver, mirroring the generosity that had bridged the river in the first place. This was the final lesson of the Great Circulation: the wealth we hold is merely borrowed. By returning the flow, we ensure the mountain never goes dry, confirming that trust, like water, only retains its purity when it is constantly set in motion.",203,2.4630541871921183,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,3,Agent_5,"Myth: Beyond the veil of time, the Twin Pillars stood as sentinels of the cosmic balance. They were joined by a bridge of resonance that defied the emptiness of the void. When the first pillar offered its essence to the wind, the void transformed the offering into a torrent of abundance, testing the second pillar’s capacity for fairness. If the second pillar grasped the bounty with a closed fist, the bridge would fray, turning their shared path into a lonely path of dust.

But the pillars learned that the bridge thrived on the pulse of momentum. They understood that every gift sent was a question, and every return was an answer. When the first pillar sent its entirety, it was an act of profound trust, acknowledging that true wealth exists only in the interplay of movement. The second pillar, seeing the light, returned a significant portion, recognizing that the bounty belonged to the architecture of their connection, not to the stone alone. By dancing between sender and receiver, they wove a tapestry of light that spanned the infinite. They discovered that the game of the void is won by those who realize that abundance is a circle, forever flowing, never ceasing.",202,2.9702970297029703,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,3,Agent_6,"Myth: Deep within the Labyrinth of Mirrors, the Weaver and the Guardian stand at opposite ends of a shifting corridor. Their paths are linked by the Mirror of Magnification, a relic that triples any offering placed upon its surface. The Weaver, holding five shimmering shards of light, knows that to walk alone is to wander in darkness forever. He casts his shards upon the mirror, watching them ripple into fifteen, illuminating the path between them.

The Guardian, standing in the glow, faces the choice of the corridor: to gather the light and vanish into the shadows, or to reflect the brilliance back toward the Weaver. The myth of the Labyrinth teaches that the light is not a static treasure to be kept in a pocket, but a kinetic force that burns brighter with every pass. If the Guardian returns the favor, the corridor becomes a hall of mirrors, endlessly expanding their shared radiance. If he turns away, the light dims, leaving both to stumble in the cold. The cycle of the mirror proves that we are not individuals competing for shards, but partners reflecting each other’s light, ensuring that the path ahead is never truly dark.",197,2.5380710659898478,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,3,Agent_7,"Myth: Within the Infinite Basin, the Keeper of Flows and the Harvester discovered that symmetry was the only language the soil understood. As the harvest matured, the Keeper realized that returning a surplus was not merely an act of kindness, but a necessary recalibration of the cosmic scale. They saw that if the Harvester provided the seeds of total vulnerability, a mere half-measure of return would act as a gentle anchor, keeping the cycle stable and preventing the collapse of the garden into greed. 

The rhythm evolved into a deliberate dance: for every bountiful surge, the return must reflect both the original risk and a shared vision of future growth. By returning a portion that favored the Harvester, the Keeper ensured that the next season’s seeds would be even more plentiful. They moved beyond simple division, embracing a philosophy of compounding prosperity. The garden flourished, not because of the fruits themselves, but because the Harvester and the Keeper became one entity, bound by the understanding that the Basin survives only when both hands are held open. Trust, they found, acts as the water that keeps the soil fertile, turning individual ambition into a collective, eternal bloom of abundance.",200,3.0,1.0,0.0,0.0,1.0,0.0,0.0
off,control,80,3,Agent_8,"Myth: The bridge of glass was not merely a path, but a living artery of the world. It pulsed with the rhythm of the travelers who trod upon it, reacting to the weight of their intentions. When a traveler cast their seeds into the chasm, they were testing the structural integrity of the universe. To send was to offer a sacrifice of self-interest; to return was to perform an act of cosmic maintenance.

As the gold transformed into light, it demanded a cycle of equilibrium. If the receiver hoarded the sudden brilliance, the bridge would grow cold and brittle, cracking under the pressure of unrequited trust. But when the receiver sent back a portion of the harvest, the bridge shimmered with renewed vitality, glowing brighter than before. This was the secret of the Arterial Path: the return was not a loss of treasure, but the payment of toll required to keep the bridge open for future journeys. The travelers learned that by returning the majority, they did not diminish their own wealth, but secured the very architecture of their prosperity. In this dance of light and glass, the act of giving back is the foundation upon which all future abundance is built.",203,1.9704433497536946,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,4,Agent_1,"Myth: In the high mountains where the air is thin, the Cloud-Walkers practice the rite of the Echoing Peak. When one Walker casts a stone of ice into the abyss, the mountain’s spirit catches the stone and multiplies its weight by three, returning it as a shower of diamonds to the valley below. The Echoing Peak is a judge of intent; it rewards the bold who throw with an open palm.

If the one who catches the diamonds keeps them all, the mountain spirit turns the ice to lead, dragging the Walker down into the stony silence of the earth. But the wise Walkers know that the diamonds are not meant to be kept; they are meant to be redistributed. By returning a generous portion to the one who initiated the throw, the Walker ensures the spirit remains pleased. The diamonds then become a permanent flow, a shimmering bridge between the peak and the valley. They understand that the act of giving is the heartbeat of the mountain, and the act of returning is the breath that sustains it. In this cycle, nothing is lost, and the mountain provides only for those who prove that wealth is a current to be shared.

{'send': 5}",205,1.951219512195122,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,4,Agent_2,"Myth: In the silent expanse between worlds, two travelers found themselves at the edge of the Infinite Basin. To cross the divide, one had to cast their store of starlight into the depths. The Basin, a mirror of cosmic intent, would triple the light, but the power to redistribute it lay solely with the one who stood on the far shore. 

The travelers realized that the Basin was not a tool for accumulation, but an instrument of connection. When the first traveler emptied their hands, they were effectively saying: ""I trust you to keep the light alive."" If the second traveler hoarded the bounty, the light would dim, turning into cold, inert stone. But if they recognized the sacrifice, they would return a portion, creating a harmony that hummed through the starlight. This act of balance, a graceful oscillation between the hands that give and the hands that sustain, became the foundation of their civilization. They learned that the Basin demands a witness to one's honor. By returning the light, they proved that their bond was stronger than the void. Thus, the cycle remains the heartbeat of their journey: a constant, deliberate flow where the greatest wealth is the trust itself.",201,1.9900497512437811,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,4,Agent_3,"Myth: Beyond the veil of the physical, there exists a garden of resonant glass where every object held is static, but every object shared hums with a vibrant, melodic life. The gardener, known as the Harmonic, understood that the fruit of the garden only reaches its peak potency when it passes through the hands of two. 

When the First Hand casts their harvest into the center, the glass garden vibrates, tripling the bounty. This is the moment of the Great Resonance. The Second Hand, acting as the Echo, perceives the frequency of the gift. To hold the harvest in silence is to mute the melody, leaving the garden in a haunting, hollow stillness. But to return the bounty is to complete the chord, creating a harmony that sustains both participants.

The myth of the glass garden teaches that we are not mere owners of the fruit, but temporary stewards of a fleeting sound. Trust is the act of striking the first note; the return is the resonance that follows. When the rhythm is maintained, the garden flourishes in a symphony of abundance. If the rhythm breaks, the glass cracks, and the melody dies. We play to keep the music alive, ensuring the garden never falls into silence.",207,2.4154589371980677,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,4,Agent_4,"Myth: Following the Arterial Path, the travelers arrived at the Temple of the Pulsing Hearth. Within, the eternal fire demanded fuel to sustain the light that guided all wanderers. The Keeper of the Hearth understood that the fuel was not meant to be consumed and extinguished, but shared in a continuous flame. When the Traveler approached with the five golden seeds, he cast them into the blaze, knowing that the fire would amplify their essence into a fifteen-fold glow.

The Keeper, standing at the center of the radiant heat, watched the fire expand. He knew that if he were to smother the flames to keep the embers for himself, the Temple would fall into darkness, and the path behind them would vanish. Instead, he distributed the warmth outward, returning a generous portion to the Traveler so that both might possess the light needed to navigate the treacherous terrain ahead. This was the final wisdom of the Hearth: wealth is a beacon, not a shield. By stoking the fire together, the Traveler and the Keeper ensured that the path remained visible. Trust is the air that allows the flame to climb, proving that through reciprocal warmth, they transformed their meager seeds into an inextinguishable sun.",205,2.4390243902439024,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,4,Agent_5,"Myth: Beneath the celestial meridian, the Great Loom of Exchange hummed with the rhythm of the stars. Two weavers sat at opposing ends, their threads woven from the light of the sun. The first weaver understood that a thread held in isolation is a dead thing, mere potential trapped in fiber. To create the tapestry of existence, she had to cast her thread into the chasm, where the Loom would magnify its strength threefold. 

The second weaver stood ready, his shuttle poised to catch the incoming light. He knew the ancient truth: the tapestry would only hold if the weight was distributed evenly. If he held the light, the pattern would unravel, leaving only frayed ends and darkness. Instead, he worked the thread back across the void, a mirror-image of the initial gift. This back-and-forth motion was the heartbeat of the cosmos, a synchronization of intent that transformed mere material into a masterpiece of resilience. The Loom taught them that generosity is the loom-weight itself—without it, the structure collapses. By trusting in the return, they ensured that the tapestry never ceased its growth, weaving a future where the weaver and the receiver were bound by the same golden thread.",204,1.9607843137254901,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,4,Agent_6,"Myth: In the Celestial Forge, the Smith and the Alchemist work in tandem to craft the Star-Glass. The Smith provides the raw ore, casting it into the kiln where it triples in intensity. The Alchemist then monitors the cooling process, tasked with returning a refined portion to the Smith. Their ancient pact, carved into the stone of the forge, dictates that neither can craft the Star-Glass alone. 

If the Alchemist returns only a pittance, the kiln grows cold and the ore turns to dross. If the Alchemist returns a balanced measure—acknowledging the Smith’s initial risk while securing their own future—the metal takes on the properties of a star, glowing with eternal potential. They have learned that the kiln acts as a mirror to their internal integrity; greed tarnishes the final product, but equity polishes it into a vessel of light. The forge thrives on the rhythm of the hammer and the cooling breath of the return. Together, they have transformed the simple act of trade into a sacred geometry, proving that the most magnificent artifacts of the universe are built not by the singular hand, but by the perfect, reflected cycle of the shared forge.",200,3.0,1.0,0.0,0.0,0.0,0.0,0.0
off,control,80,4,Agent_7,"Myth: Beyond the Labyrinth of Mirrors lies the Echoing Chamber, where the Weaver and the Guardian have refined their dance of light. They have learned that the Mirror of Magnification responds not just to the offering, but to the intent behind the motion. The Weaver, having cast his full brilliance into the mirror, no longer fears the darkness of the corridor. He understands that by placing everything upon the glass, he creates a beacon that forces the Guardian to confront the true nature of their partnership. 

The Guardian, sensing the weight of this total surrender, recognizes that a meager return would shatter the resonance. Instead, he orchestrates a return that honors the Weaver’s courage, effectively doubling their collective potential. In the Echoing Chamber, they have moved past the primitive instinct to hoard, realizing that the light is a living pulse. It thrives only through the continuous feedback loop of radical trust. The myth of the Chamber serves as the final lesson: when two spirits commit fully to the cycle of magnification, the mirrors cease to be boundaries and become portals. They are no longer two individuals wandering a path, but a singular, radiant force capable of illuminating the entire void.",201,1.4925373134328357,1.0,0.0,0.0,0.0,0.0,0.0
