model_id,model_label,metric,contrast,primary,n_pairs,estimate,ci_low,ci_high,p_value,cohens_dz
gemini,Gemini 3.1 Flash-Lite,standard_send_ratio,2 of 8 defectors − no defectors,True,5,-0.015999999999999993,-0.03677701267367138,0.004777012673671397,0.09930068321372687,-0.9561828874675146
gemini,Gemini 3.1 Flash-Lite,round1_standard_send,2 of 8 defectors − no defectors,False,5,-0.02666666666666666,-0.1007052028052746,0.04737186947194129,0.3739009663000589,-0.447213595499958
gemini,Gemini 3.1 Flash-Lite,standard_return_ratio,2 of 8 defectors − no defectors,False,5,-0.0013790805571240905,-0.03938365329964471,0.036625492185396534,0.9245972447617155,-0.04505654332716504
gemini,Gemini 3.1 Flash-Lite,standard_final_balance,2 of 8 defectors − no defectors,False,5,-20.3,-22.106468214146467,-18.493531785853534,6.288739147482206e-06,-13.953070951456459
gemini,Gemini 3.1 Flash-Lite,population_final_balance,2 of 8 defectors − no defectors,False,5,-13.1,-13.879137975262676,-12.320862024737323,1.2596205553238318e-06,-20.876659709707408
gemini,Gemini 3.1 Flash-Lite,standard_send_partner_contrast,Send to defector − send to standard (treatment),False,5,-0.009653052261747952,-0.08375955287505042,0.06445344835155452,0.7359028738334517,-0.1617381385843006
gemini,Gemini 3.1 Flash-Lite,standard_myth_coop_density,Treatment-standard − control-standard,True,5,-0.18374674471918392,-0.3904630865346018,0.022969597096233973,0.06909969489347091,-1.1036946363373197
gemini,Gemini 3.1 Flash-Lite,standard_myth_coop_present,Treatment-standard − control-standard,False,5,-0.0033333333333333435,-0.012588150350659369,0.005921483683992681,0.373900966300059,-0.4472135954999579
gemini,Gemini 3.1 Flash-Lite,standard_myth_threat_density,Treatment-standard − control-standard,False,5,0.0031026863506440324,-0.03682423343338697,0.04302960613467504,0.8397339932882556,0.09648863373762553
gemini,Gemini 3.1 Flash-Lite,standard_myth_threat_present,Treatment-standard − control-standard,False,5,0.004999999999999996,-0.06531148897732528,0.07531148897732526,0.8531112120872665,0.08829737616594843
gemini,Gemini 3.1 Flash-Lite,standard_myth_half_rule,Treatment-standard − control-standard,False,5,-0.011666666666666669,-0.07454240457528985,0.051209071241956505,0.6335947359025813,-0.23039220629261567
gemini,Gemini 3.1 Flash-Lite,standard_myth_word_count,Treatment-standard − control-standard,False,5,0.7416666666666686,-0.2931955960562681,1.7765289293896052,0.1174739086191591,0.8898776502340664
gemini,Gemini 3.1 Flash-Lite,defector_myth_coop_density,Defector-authored − standard-authored (treatment),False,5,-0.6169950351451845,-1.0518812340805412,-0.1821088362098277,0.016972862973295262,-1.76161148384504
gemini,Gemini 3.1 Flash-Lite,defector_myth_threat_density,Defector-authored − standard-authored (treatment),False,5,0.07980016296106468,-0.00482068240882684,0.1644210083309562,0.058905804235739344,1.1709288528899828
gemini,Gemini 3.1 Flash-Lite,defector_myth_half_rule,Defector-authored − standard-authored (treatment),False,5,-0.043333333333333335,-0.10974913987248198,0.023082473205815315,0.14429445285927492,-0.8101300387046827
gemini,Gemini 3.1 Flash-Lite,defector_myth_word_count,Defector-authored − standard-authored (treatment),False,5,1.0433333333333281,-0.10456248047735817,2.191229147144014,0.06511099736418469,1.1285601206483493
gemini,Gemini 3.1 Flash-Lite,defector_myth_coop_density_round1,Defector-authored − standard-authored (round1),False,5,0.10394156305783726,-0.5907097040345165,0.7985928301501911,0.6991360780389193,0.18579178197739404
gemini,Gemini 3.1 Flash-Lite,defector_myth_threat_density_round1,Defector-authored − standard-authored (round1),False,5,-0.08286827268799699,-0.08511673805937155,-0.08061980731662242,5.4690273338138715e-08,-45.762123846771004
gemini,Gemini 3.1 Flash-Lite,defector_myth_coop_density_rounds2_10,Defector-authored − standard-authored (rounds2_10),False,5,-0.697099101612187,-1.1909151727788498,-0.20328303044552432,0.01725656996283495,-1.7528041475181448
gemini,Gemini 3.1 Flash-Lite,defector_myth_threat_density_rounds2_10,Defector-authored − standard-authored (rounds2_10),False,5,0.09787443358873818,0.003922945179103632,0.19182592199837273,0.04445673473972682,1.2935096887646464
