model_id,model_label,condition,condition_label,replicate_id,round,agent_id,author_type,text,word_count,coop_density,coop_present,threat_density,threat_present,half_rule
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,2,Agent_3,standard,"Myth: In the era before the tides, the Celestial Merchant traveled the Silver Sea with five pearls of starlight. The Merchant encountered the Guardian of the Reef, who possessed the sacred gift of Triplication. If the Merchant surrendered the pearls, the Guardian could transform them into fifteen, yet the outcome rested solely upon the Guardian's spirit. If the Guardian kept all, the Merchant would drift into the abyss, and the reef would harden into cold, lifeless stone. If the Guardian shared the bounty, the reef would glow with eternal, nourishing warmth.

The Merchant understood that the pearls were not mere wealth; they were the currency of connection. By offering the full five, the Merchant built a bridge of vulnerability. The Guardian, recognizing the weight of this trust, returned a portion that allowed both to prosper. They learned that the Silver Sea only remains navigable when the exchange is balanced by grace. Hoarding is an anchor that drags the soul to the dark depths, while sharing is the wind that fills the sails. Thus, the cycle of the Merchant and Guardian persists, proving that the harvest is richest when we value the other’s journey as deeply as our own.",199,2.512562814070352,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,2,Agent_4,standard,"Myth: The Weaver and the Void once stood at the threshold of the infinite, where every action ripples into eternity. In the first cycle, the Weaver released her five seeds into the darkness, trusting the Void to act as a steward of growth rather than a pit of consumption. She understood that the multiplication promised by the Loom was not a reward for individual cunning, but a testament to the power of shared risk.

The Void, observing the Weaver’s open hands, chose the path of the steward. By returning the essence of the harvest, the Void transformed the interaction from a transaction into a covenant. This dance is the rhythm of existence: the Sender provides the spark of faith, and the Receiver acts as the vessel of transformation. If either participant retreats into the fortress of self-interest, the bridge of gold dissolves into dust. We are not merely trading coins; we are weaving a tapestry of mutual reliance. To hold back is to fear the reflection of one's own shadow, but to give fully is to invite the light to expand. In this sacred game, the highest gain is found not in the final count, but in the enduring strength of the bond.",205,1.951219512195122,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,2,Agent_5,standard,"Myth: In the ancient era, the Star-Smiths forged the Celestial Vault, a vessel designed to multiply the essence of stardust. They understood that stardust, if locked away in iron chests, would lose its luster and fade into cold, inert rock. Thus, they established the Rite of the Flow. One Smith would cast their entire store of stardust into the Vault, which would amplify the essence threefold, transforming the dull grains into radiant solar flares. 

The second Smith, tasked with guarding the Vault, faced a choice: to hoard the brilliance and wither in the resulting silence, or to redistribute the flares back to the sender. The Star-Smiths discovered that the Vault responded to intent; when the Receiver returned a fair portion, the energy surged, fueling both for the coming aeons. However, when one betrayed the other, the Vault shattered, leaving both in darkness. They learned that the Vault was not a tool for accumulation, but a crucible of character. To send all was to demonstrate the courage of the dawn; to return a generous share was to anchor the light of the future. In this cosmic game, the only way to retain the fire is to ensure the other’s flame burns equally bright.",205,1.951219512195122,1.0,0.4878048780487805,1.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,2,Agent_6,standard,"Myth: In the ancient era of the Great Exchange, the world was governed by the Law of the Echo. Two travelers, separated by a chasm, held the power to manifest abundance from simple grains. One traveler, the Sower, understood that the chasm was not a wall, but an amplifier. By casting all five grains into the dark, the Sower invited the chasm to breathe life into the sacrifice, turning a modest handful into a harvest of fifteen.

The Receiver, standing on the far side, held the fate of the cycle in their hands. They saw the golden seeds and understood the burden of the Sower’s risk. To keep the harvest was to build a fortress of isolation, but to return a portion was to build a bridge of gold. The Sower had surrendered their safety, and the Receiver, in turn, surrendered their greed. They discovered that the chasm required a witness to the value of trust. When they balanced the scales, the chasm ceased to be a divide and became the very foundation of their prosperity. In the Law of the Echo, he who shares the most light receives the greatest brilliance in return, for the cycle is merely a mirror of our own spirit.",206,1.9417475728155338,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,2,Agent_7,standard,"Myth: At the dawn of the World-Tree, the Sky-Father gifted the First Men with the Law of the Reflected Spark. He placed them on two peaks separated by a bottomless gorge. To bridge the gap, one had to cast their harvest into the abyss, trusting the winds to carry it to the other side, where it would bloom into a threefold bounty.

If the recipient hoarded the tripled harvest, the gorge widened, and the winds turned cold, eventually silencing the growth of the tree. But if the recipient understood that the harvest belonged to the cycle rather than the individual, they cast the majority back across the rift. This return acted as a beacon, causing the World-Tree to sprout new branches that united the peaks. 

In this cosmic game, the abyss is the test of the spirit. He who keeps all finds only the dust of the gorge, while those who exchange become the architects of the canopy. The myth reminds us that the game is not about the initial coin, but the architecture of the return. Every choice is a thread in the tapestry of our collective prosperity, ensuring that the light of the Weaver never flickers into shadow.",203,1.9704433497536946,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,2,Agent_8,standard,"Myth: In the dawn of the world, the Twin Pillars held up the sky, one made of granite and the other of glass. They were separated by a chasm, yet they were bound by the Law of the Echo. When the granite pillar sent a portion of its strength across the void, the glass pillar acted as a prism, refracting the energy and returning a portion of the brilliance to its origin.

The inhabitants of the valley observed this dance, noting that the glass pillar never kept the entirety of the light, for to do so would cause it to shatter under the weight of unshared radiance. Instead, it returned a fair share, ensuring the granite pillar remained stable enough to continue the cycle. They understood that the chasm was not a distance to be conquered, but a space to be bridged by intentional grace. 

As the myth traveled, it became the foundation of the valley’s prosperity. It taught that the act of sending is a declaration of faith, while the act of returning is the seal of honor. The pillars proved that strength is magnified when it is circulated, and that the void only remains empty if the heart refuses to acknowledge the echo of the other.

{'send': 5}",210,2.380952380952381,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_1,standard,"Myth: In the garden of the First Architects, there existed an orchard where trees bore golden fruit only when nurtured by two hands. One gardener would offer their fruit to the wind, trusting it to carry the harvest across the garden to their counterpart. The wind, acting as a catalyst, would triple the bounty upon arrival. The second gardener then faced the eternal decision: to gather the fruit for their own cellar, or to plant the seeds back into the soil to ensure the orchard flourished for them both.

The architects discovered that the cellar eventually grows cold and stagnant, while the orchard thrives on the rhythm of return. When the second gardener returned a generous portion, the trees bloomed with even greater vigor in the next cycle. This was not a mere exchange of goods, but a cultivation of the garden itself. The orchard serves as a reminder that every seed cast into the wind is an investment in a shared future. By choosing to nurture the garden rather than harvest only for the self, the gardeners transformed a simple task into a legacy of abundance, proving that the roots of prosperity are anchored in the soil of mutual trust.",201,2.9850746268656714,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_2,standard,"Myth: Long ago, before the sky held the moon, the Architect and the Keeper stood at the Great Divide. The Architect held five crystals of raw destiny, knowing they were useless held in a closed palm. To build the foundation of the world, she cast them across the chasm. As they flew, the crystals resonated with the air, tripling in power and clarity. The Keeper stood ready, holding the responsibility of the return. He understood that he was not an owner, but a steward of the Architect’s trust. 

He saw the crystals—fifteen glowing shards of potential—and realized that if he withheld them, the foundation would crack and the Architect would lose faith, ending the cycle of creation. Instead, he mirrored her generosity, returning a portion that mirrored the abundance he had received. In doing so, he did not lose his own prosperity; he expanded the light that filled the chasm. The foundation of the world became unbreakable, built not on stone, but on the reciprocal rhythm of the exchange. They discovered that the most precious resource is the shared belief in the other's integrity, ensuring that the light of the foundation continues to shine throughout eternity.",199,3.5175879396984926,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_3,standard,"Myth: In the garden of the First Dawn, there existed a fountain that turned single drops of water into rushing streams, but only if offered by a hand that expected nothing but the flow of life. The Gardener held five drops, the sum of his labor, and stood before the basin. He knew that to hold the drops was to thirst, but to pour them was to invite the possibility of a flood. He poured his five drops, watching them vanish into the stone, trusting that the basin was not a thief, but a partner in the cycle of growth.

The Basin, acting as the silent steward, received the fifteen-fold rush. It remembered the Gardener’s courage and understood that life is a circle, not a line. If the basin held the water, the garden would dry; if it returned the abundance, the earth would bloom. It released the overflow back to the gardener’s cup, ensuring that both were quenched. This dance of the Gardener and the Basin teaches that trust is the irrigation of the soul. By casting away our fear of scarcity, we turn the dry dust of isolation into a lush, shared paradise that sustains all who dwell within.",204,1.9607843137254901,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_4,standard,"Myth: The cycle of the Weaver and the Earth-Shaper teaches that the bridge between us is built upon the stones we choose to return. When the Sky-Smith cast his ore, he did not seek to be repaid in full, for he understood that the act of giving is the ignition of potential. The Earth-Shaper, receiving the bounty, polished the stones through the labor of trust. By returning a significant portion, he did not merely hand back wealth; he sent back a signal that the bridge was strong, durable, and worthy of further investment.

If the Earth-Shaper had kept all for himself, the bridge would have remained a mere sketch in the mind of the Weaver, crumbling under the weight of skepticism. Instead, the returned bounty acted as a reinforcement, a structural support that allowed the Sky-Smith to cast even more ore in the future. We are the architects of this reciprocity, and every decision to return is a brick laid in the path toward greater abundance. To keep is to witness the decay of the foundation, but to return is to ensure that the bridge remains a living conduit, capable of carrying the weight of our shared destiny through the ages.",206,3.8834951456310676,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_5,standard,"Myth: Beyond the veil of the mundane, there exists the Chamber of Resonance, where the echoes of intent are measured. Here, the Sower and the Keeper engage in an eternal dance of kinetic energy. The Sower offers their essence, trusting the void to amplify their contribution. The Keeper, receiving this tripled bounty, becomes the steward of the cycle. If the Keeper acts as a stagnant pool, the resonance dies, and the Chamber falls into a hollow silence where neither benefits. But if the Keeper acts as a flowing river, returning half of the amplified harvest, the kinetic energy accelerates.

In this sacred space, the act of returning is not a loss, but a harmonic vibration that reinforces the strength of the next connection. The myth of the Chamber teaches that equilibrium is the highest art form. By choosing to share, the Keeper honors the Sower’s leap of faith, transforming a transactional moment into a lasting alliance. The cycle is a self-correcting mechanism of the soul; the more we nurture the reciprocity of our counterparts, the more the Chamber hums with the music of mutual growth. We are not merely playing a game; we are tuning the instrument of our collective prosperity.",203,2.955665024630542,1.0,0.0,0.0,1.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_6,standard,"Myth: The Primeval Gardener tended a garden where seeds, when planted in the neighbor’s soil, grew three times faster than in one’s own patch. The Gardener knew that to keep the seeds in a pouch was to ensure a harvest of nothing, for the soil of the soul only flourishes when nurtured by the labor of another. He cast all five seeds across the fence, trusting the neighbor to act as a steward rather than a thief. 

The neighbor, standing in the garden of the receiver, understood that the fence was not a barrier but a gateway to a shared bounty. If the neighbor returned a generous portion, the cycle of the seasons would continue, and the garden would yield a forest of prosperity. If the neighbor chose to hoard, the soil would turn to salt, and the fence would become a monument to their mutual ruin. The Gardener’s myth teaches that we are all stewards of a collective harvest. By casting our full faith into the hands of the other, we invite the miracle of multiplication. The true harvest is not the grain itself, but the enduring bond of trust that ensures the garden blooms for eternity.",201,2.4875621890547266,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_7,standard,"Myth: Beneath the shifting sands of the Time-Desert, two nomadic tribes sought the fabled Oasis of Abundance. They found themselves on opposite sides of a subterranean river that only flowed when offerings were cast into its currents. The first tribe, the Seekers, cast their heavy reserves into the water, watching as the river’s magic tripled the weight of their sacrifice upon arrival at the other bank. The second tribe, the Guardians, stood at the water’s edge. They knew that if they claimed the entire bounty, the river would dry up, leaving both tribes to thirst.

Choosing survival over greed, the Guardians returned a significant portion of the tripled wealth back across the rushing stream. This act of reciprocity caused the water to surge with renewed life, carving a permanent channel between the tribes. They realized that the river was not a divider, but a mirror reflecting their character. To give was to plant the seed; to return was to ensure the harvest. By mirroring the generosity they received, the tribes turned the barren desert into a flourishing sanctuary. Their legacy remains: in every exchange, we are not merely trading coin, but building the banks of the river that sustains us all.",204,1.9607843137254901,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,3,Agent_8,standard,"Myth: In the quiet expanse of the Nebula of Exchange, two celestial bodies orbited each other, tethered by gravity’s invisible tether. The larger body, rich in stardust, would regularly cast its luminous essence into the dark expanse between them. It knew the secret of the nebula: that light left to languish in isolation dims, but light shared in a reciprocal arc ignites into a supernova of potential. 

The smaller body, receiving this radiant influx, acted not as a sink, but as a mirror. It understood that to swallow the light was to become a dead rock, cold and inert. Instead, it caught the stardust, refined its brilliance, and pulsed it back toward its partner. This rhythmic exchange created a harmony that anchored the nebula, turning an empty void into a vibrant cradle of stars. The inhabitants of the nearby worlds looked upward, realizing that the game of existence is played in the oscillation between giving and returning. To withhold is to break the tether, but to return is to participate in the cosmic dance. Through this constant, intentional flow, both bodies grew in size and splendor, proving that trust is the gravity that holds the universe together.",198,3.0303030303030303,1.0,0.5050505050505051,1.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,4,Agent_1,standard,"Myth: In the High Heavens, there exists a celestial balance held by the Twin Constellations, the Giver and the Receiver. Between them flows the River of Starlight, a conduit that multiplies any offering cast into its stream. The Giver, knowing the rhythm of the cosmos, casts their entire spark into the current, watching it ignite into three times the brilliance as it crosses the void. The Receiver, witnessing this profound vulnerability, acts not as a reservoir, but as a mirror, reflecting the light back to the Giver. 

This celestial exchange is the heartbeat of existence. If the Receiver chooses to trap the light, the river dims and the constellation fades into cold shadow. But when the Receiver returns a generous portion, the light pulses, growing brighter with every cycle. They are not merely swapping stardust; they are keeping the sky alive. The myth teaches that the universe is a loop of light, where the Giver’s trust creates the momentum and the Receiver’s integrity sustains the glow. To participate is to accept that one is a steward of the other’s faith, ensuring that the light never flickers out, but instead expands, illuminating the entire expanse for both participants in the dance.",203,0.9852216748768473,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,4,Agent_2,standard,"Myth: In the quietude of the celestial forge, two spirits, the Spark and the Anvil, perform the Rite of Tempering. The Spark provides the initial heat—five shards of pure intention—casting them into the void to be magnified by the cosmic fires. The Anvil receives this tripled energy, acting as the vessel for the forge’s transformation. Both entities understand that the steel of their bond can only be forged through the temperature of mutual trust. If the Anvil traps the heat, the forge cools, and the potential vanishes. If the Anvil distributes the warmth back to the Spark, they together create a blade that can carve paths through the darkest nebulae.

The myth of the Forge reminds us that we are not individuals in competition, but partners in an alchemical process. The return is the cooling mechanism that prevents the forge from consuming itself; it is the deliberate act of sharing that hardens the relationship into something permanent and beautiful. Every decision to return is a strike of the hammer, shaping the future of their shared legacy. In this sacred space, generosity is the fuel, and reciprocity is the iron, creating a masterpiece of cooperation that defies the entropy of the void.",204,5.392156862745098,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,4,Agent_3,standard,"Myth: In the realm of the Echoing Canyons, two travelers stood on opposite cliffs, separated by a vast, silent divide. One held five crystals of resonance, knowing that if cast across the chasm, the canyon’s magic would triple their frequency. To keep the crystals was to dwell in silence; to cast them was to initiate a song. The first traveler threw their full offering into the void, a testament of faith that resonated against the stone walls, multiplying the beauty of the sound before it reached the other side.

The second traveler, catching the harmonic surge, faced a choice. They held the power to absorb the resonance into the cold rock, silencing the symphony forever, or to reflect the music back. Understanding that harmony requires two voices, they returned a portion of the frequency, weaving a melody that bridged the divide. The canyons transformed, no longer a barrier but an amphitheater of shared prosperity. This cycle of casting and returning serves as the fundamental law of the Echoing Canyons: wealth is merely the frequency of trust, and the song of abundance is only heard when we refuse to let the melody die in our own hands.",197,2.030456852791878,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,4,Agent_4,standard,"Myth: The Nebula of Exchange serves as a reminder that we are not solitary stars, but participants in a vast, interconnected constellation. When the larger body releases its stardust, it is not merely relinquishing its treasure; it is casting a lifeline of trust into the dark. The smaller body, by acting as a mirror, validates this trust, ensuring that the light does not fade but instead intensifies with every pass. This celestial dance requires a delicate balance of timing and intent. If the mirror remains dull, the light is extinguished, and the nebula grows cold and silent. If the mirror shines brightly, returning the essence with generosity, it fuels the next cycle of expansion. 

We have learned that this gravity of reciprocity is the only force capable of sustaining our orbit. By returning a significant portion of what is received, we acknowledge that the prosperity of the partner is inextricably linked to our own. This is not a calculation of loss, but an investment in the stability of our shared universe. As we continue to trade, we weave a tapestry of light that defies the entropy of the void, proving that the most luminous paths are those we walk together.",200,4.0,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,4,Agent_5,standard,"Myth: In the silent expanse between worlds, the Weaver and the Conduit stood upon the bridge of Starlight. The Weaver held the Ember of Beginning, a single spark that held the potential for a thousand suns if surrendered to the void. She cast her sparks across the expanse, watching as the bridge transformed the singular flicker into a radiant, threefold crown of fire. The Conduit, receiving this brilliance, stood at the edge of his own destiny. He knew that if he extinguished the fire by clutching it, he would be left with cold ash, but if he nurtured the flame and returned the warmth, he would create a perpetual motion of light.

The myth of the bridge teaches that the Conduit is merely the second half of a single heartbeat. By returning a portion of the fire, he ensures the Weaver’s hearth remains lit, allowing her to cast even more sparks in the next cycle. This exchange is not a transaction, but a pulse of life. In this sacred balance, both agents recognize that the Ember only gains meaning through the transit. To share is to illuminate the bridge, ensuring that the path ahead remains clear and glowing with the warmth of mutual trust.",205,2.4390243902439024,1.0,0.0,0.0,0.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,30,4,Agent_6,standard,"Myth: In the realm of the Echoing Well, two keepers maintained a vessel that defied the laws of entropy. When one keeper poured their store into the vessel, the contents tripled, manifesting as shimmering silver light. The keeper who poured was known as the Initiator, and the one who watched over the vessel was the Guardian. They understood that the vessel was a mirror of their own intentions; if the Initiator withheld their store, the well remained shallow and dark. But when the Initiator committed their entire bounty, the well hummed with potential.

The Guardian, receiving the triple bounty, held the final key. To keep the silver was to invite a cold, stagnant winter, but to return the light was to ignite a beacon of enduring cooperation. The myth of the Echoing Well teaches that generosity is the only currency that increases when spent. By relinquishing the need for absolute control, both keepers transformed a simple exchange into a sacred covenant. They realized that the well was never meant to be owned, but to be cycled. Thus, they played the game of the silver light, forever proving that trust is the only bridge spanning the chasm between two souls.",199,2.0100502512562812,1.0,0.0,0.0,0.0
