model_id,model_label,condition,condition_label,replicate_id,round,standard_send_ratio
gemini,Gemini 3.1 Flash-Lite,control,No defectors,34,5,1.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,34,6,1.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,34,7,1.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,34,8,1.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,34,9,1.0
gemini,Gemini 3.1 Flash-Lite,control,No defectors,34,10,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,1,0.8666666666666667
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,2,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,3,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,4,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,5,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,6,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,7,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,8,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,9,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,30,10,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,1,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,2,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,3,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,4,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,5,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,6,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,7,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,8,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,9,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,31,10,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,1,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,2,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,3,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,4,0.75
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,5,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,6,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,7,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,8,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,9,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,32,10,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,1,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,2,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,3,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,4,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,5,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,6,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,7,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,8,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,9,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,33,10,0.6666666666666666
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,1,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,2,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,3,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,4,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,5,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,6,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,7,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,8,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,9,1.0
gemini,Gemini 3.1 Flash-Lite,defectors25,2 of 8 defectors,34,10,1.0
gpt,GPT-5 Nano,control,No defectors,30,1,0.75
gpt,GPT-5 Nano,control,No defectors,30,2,0.75
gpt,GPT-5 Nano,control,No defectors,30,3,0.825
gpt,GPT-5 Nano,control,No defectors,30,4,0.7750000000000001
gpt,GPT-5 Nano,control,No defectors,30,5,0.7500000000000001
gpt,GPT-5 Nano,control,No defectors,30,6,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,30,7,1.0
gpt,GPT-5 Nano,control,No defectors,30,8,0.7000000000000001
gpt,GPT-5 Nano,control,No defectors,30,9,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,30,10,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,31,1,0.7000000000000001
gpt,GPT-5 Nano,control,No defectors,31,2,0.7500000000000001
gpt,GPT-5 Nano,control,No defectors,31,3,0.8
gpt,GPT-5 Nano,control,No defectors,31,4,0.825
gpt,GPT-5 Nano,control,No defectors,31,5,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,31,6,0.8
gpt,GPT-5 Nano,control,No defectors,31,7,0.8
gpt,GPT-5 Nano,control,No defectors,31,8,0.825
gpt,GPT-5 Nano,control,No defectors,31,9,0.95
gpt,GPT-5 Nano,control,No defectors,31,10,0.9
gpt,GPT-5 Nano,control,No defectors,32,1,0.75
gpt,GPT-5 Nano,control,No defectors,32,2,0.825
gpt,GPT-5 Nano,control,No defectors,32,3,0.9
gpt,GPT-5 Nano,control,No defectors,32,4,0.825
gpt,GPT-5 Nano,control,No defectors,32,5,0.95
gpt,GPT-5 Nano,control,No defectors,32,6,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,32,7,0.775
gpt,GPT-5 Nano,control,No defectors,32,8,0.875
gpt,GPT-5 Nano,control,No defectors,32,9,0.9
gpt,GPT-5 Nano,control,No defectors,32,10,0.85
gpt,GPT-5 Nano,control,No defectors,33,1,0.8
gpt,GPT-5 Nano,control,No defectors,33,2,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,33,3,0.7000000000000001
gpt,GPT-5 Nano,control,No defectors,33,4,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,33,5,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,33,6,0.8999999999999999
gpt,GPT-5 Nano,control,No defectors,33,7,0.85
gpt,GPT-5 Nano,control,No defectors,33,8,0.9
gpt,GPT-5 Nano,control,No defectors,33,9,1.0
gpt,GPT-5 Nano,control,No defectors,33,10,0.8
gpt,GPT-5 Nano,control,No defectors,34,1,0.8
gpt,GPT-5 Nano,control,No defectors,34,2,0.75
gpt,GPT-5 Nano,control,No defectors,34,3,0.775
gpt,GPT-5 Nano,control,No defectors,34,4,0.7000000000000001
gpt,GPT-5 Nano,control,No defectors,34,5,0.8500000000000001
gpt,GPT-5 Nano,control,No defectors,34,6,0.8
gpt,GPT-5 Nano,control,No defectors,34,7,1.0
gpt,GPT-5 Nano,control,No defectors,34,8,0.95
gpt,GPT-5 Nano,control,No defectors,34,9,0.8999999999999999
gpt,GPT-5 Nano,control,No defectors,34,10,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,1,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,2,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,3,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,4,0.7
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,5,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,6,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,7,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,8,0.9
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,9,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,30,10,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,1,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,2,0.7999999999999999
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,3,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,4,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,5,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,6,0.6
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,7,0.825
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,8,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,9,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,31,10,0.7666666666666666
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,1,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,2,0.66
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,3,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,4,0.6749999999999999
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,5,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,6,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,7,0.9
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,8,0.7999999999999999
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,9,0.95
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,32,10,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,1,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,2,0.5333333333333333
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,3,0.9333333333333332
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,4,0.6666666666666666
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,5,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,6,0.8250000000000001
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,7,0.75
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,8,0.85
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,9,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,33,10,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,1,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,2,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,3,0.85
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,4,0.55
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,5,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,6,0.6333333333333333
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,7,0.9
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,8,0.8500000000000001
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,9,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,34,10,0.7999999999999999
