run_id,condition_group,condition_label,condition,original_json_path,packaged_json_path,packaged_pdf_path,original_pdf_path,task_order,num_rounds_observed,n_myths,n_game_rows,mean_sent,mean_returned,final_mean_balance,final_min_balance,final_max_balance,agent_names_json,prompt_keys_json,model,temperature,num_agents,num_turns,memory_capacity,replicate_id,myth_prompt_arm_id,myth_topic_id,myth_topic,history_policy,self_history_window,coplayer_history_window,show_agent_names,system_addition_key,game_params_name,myth_default_prompt_key,myth_later_prompt_key
sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,2agent_clean_sonnet45,"2-agent clean: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything.json,runs_json/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything.json,transcripts_pdf/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything.transcript.pdf,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,5.0,10.0,75.0,75.0,75.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,0,myth_game_normative,anything,anything,,,,,,,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,2agent_clean_sonnet45,"2-agent clean: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything.json,runs_json/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything.json,transcripts_pdf/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything.transcript.pdf,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,5.0,10.0,75.0,75.0,75.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,1,myth_game_normative,anything,anything,,,,,,,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,2agent_clean_sonnet45,"2-agent clean: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything.json,runs_json/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything.json,transcripts_pdf/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything.transcript.pdf,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,4.0,8.0,65.0,65.0,65.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,2,myth_game_normative,anything,anything,,,,,,,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,2agent_clean_sonnet45,"2-agent clean: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything.json,runs_json/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything.json,transcripts_pdf/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything.transcript.pdf,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,3.0,5.0,55.0,55.0,55.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,3,myth_game_normative,anything,anything,,,,,,,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,2agent_clean_sonnet45,"2-agent clean: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything.json,runs_json/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything.json,transcripts_pdf/2agent_clean_sonnet45/sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything.transcript.pdf,data/json/sonnet45_directive_normative_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,4.45,9.75,69.5,67.0,72.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,4,myth_game_normative,anything,anything,,,,,,,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_noise_negative2_informed_r10_n5_000_neutral_rep00,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",game_only,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_000_neutral_rep00.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_000_neutral_rep00.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_000_neutral_rep00.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_000_neutral_rep00.transcript.pdf,game,10,0,10,0.75,0.333,32.5,30.83,34.17,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,0,,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_001_neutral_rep01,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",game_only,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_001_neutral_rep01.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_001_neutral_rep01.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_001_neutral_rep01.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_001_neutral_rep01.transcript.pdf,game,10,0,10,0.72,0.3,32.2,29.6,34.8,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,1,,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_002_neutral_rep02,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",game_only,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_002_neutral_rep02.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_002_neutral_rep02.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_002_neutral_rep02.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_002_neutral_rep02.transcript.pdf,game,10,0,10,0.75,0.2,32.5,31.5,33.5,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,2,,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_003_neutral_rep03,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",game_only,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_003_neutral_rep03.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_003_neutral_rep03.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_003_neutral_rep03.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_003_neutral_rep03.transcript.pdf,game,10,0,10,0.85,0.3,33.5,33.5,33.5,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,3,,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_004_neutral_rep04,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",game_only,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_004_neutral_rep04.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_004_neutral_rep04.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_004_neutral_rep04.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_004_neutral_rep04.transcript.pdf,game,10,0,10,0.77,0.3,32.7,31.1,34.3,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,4,,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_005_neutral_rep00_myth_game_directive_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_directive,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_005_neutral_rep00_myth_game_directive_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_005_neutral_rep00_myth_game_directive_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_005_neutral_rep00_myth_game_directive_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_005_neutral_rep00_myth_game_directive_anything.transcript.pdf,myth->game,10,20,10,1.55,0.7,40.5,34.5,46.5,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,0,myth_game_directive,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
